"available","availableText","brand","ean","endedDate","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2"
,,,,,"Aromas, California, United States","124165074336",,"29999","US $29,999.00","kirstenss",,"","2000 Upper Deck Tom Brady Exclusives Silver #254 RC SP 071/100 PSA NM-MT","Sports Trading Card",,"https://www.ebay.com/itm/124165074336",,,"Ships from United States","25 watchers",
,,,,,"Hahnville, Louisiana, United States","334660802888",,"29999.99","US $29,999.99","2001cvette",,"","2017 National Treasures Patrick Mahomes #68/99 Rookie Signatures Auto BGS 9.5/10","Sports Trading Card",,"https://www.ebay.com/itm/334660802888",,,"Ships from United States",,
,,,,,"Pearl City, Hawaii, United States","115546681163",,"29999","US $29,999.00","chigahsports",,"","2018 Topps Heritage Shohei Ohtani Real Ones Rookie PSA 10 On Card AUTO Rookie RC","Sports Trading Card",,"https://www.ebay.com/itm/115546681163",,,,,
,,,,,"Chicago, Illinois, United States","195296685381",,"29999.99","US $29,999.99","over-the-line",,"","Alex Bregman 2017 Topps Heritage Chrome Superfractor RC 1/1 PSA 10 GEM MINT 🔥🔥","Sports Trading Card",,"https://www.ebay.com/itm/195296685381",,,"Free shipping and returns","Ships from United States","7 watchers"
,,,,,"Boca Raton, Florida, United States","133981446931",,"29999","US $29,999.00","woonis",,"","1951 Bowman Willie Mays RC #305 PSA 5 EX Giants HOF. Fabulous Centering!","Sports Trading Card",,"https://www.ebay.com/itm/133981446931",,,"Ships from United States","33 watchers",
,,,,,"Plover, Wisconsin, United States","125491879127",,"29999","US $29,999.00","1969rjs",,"","Joe Burrow 2020 RC RPA Auto 1/1 SHIELD 🛡 GOLD VINYL 🔥🔥","Sports Trading Card",,"https://www.ebay.com/itm/125491879127",,,"Ships from United States","11 watchers",
,,,,,"Warminster, Pennsylvania, United States","334647060583",,"29999","US $29,999.00","irish-bing",,"","2013 BOWMAN CHROME BLUE REFRACTOR AARON JUDGE BGS 9.5 AUTO 10 BABE RUTH 03/99 RC","Sports Trading Card",,"https://www.ebay.com/itm/334647060583",,,"Ships from United States",,
,,,,,"Cave Creek, Arizona, United States","184553322300",,"29999","US $29,999.00","1234nick10",,"POP 1 OF 1! INVESTMENT","2019 Topps Now Fernando Tatis Jr. Rookie Card Cup Orange RC Auto /5 PSA 10 GEM","Sports Trading Card",,"https://www.ebay.com/itm/184553322300",,,"Ships from United States","23 watchers",
,,,,,"Fishers, Indiana, United States","373600625553",,"29999","US $29,999.00","ohio_against_the_world",,"","2018 Panini Rewards KaBoom! #KM Kylian Mbappe PSA 10 🔥🔥🔥🚀🚀🚀","Sports Trading Card",,"https://www.ebay.com/itm/373600625553",,,"Ships from United States","27 watchers",
,,,,,"Pittsburgh, Pennsylvania, United States","325456533925",,"29999.99","US $29,999.99","www.buynicecards",,"","2009-10 Stephen Curry Panini Crown Royale SP Rookie Auto /399 #103 BGS 10 Pop 12","Sports Trading Card",,"https://www.ebay.com/itm/325456533925",,,"Returns accepted","Ships from United States",
,,,,,"Corona, California, United States","284823456722",,"29999","US $29,999.00","surelywin",,"","📈 BVG 9 PISTOL PETE MARAVICH RC 📈 POP3 NO HIGHER 1970-71 TOPPS #123 ROOKIE PSA","Sports Trading Card",,"https://www.ebay.com/itm/284823456722",,,"Ships from United States","15 watchers",
,,,,,"Beverly Hills, California, United States","115323486300",,"29999","US $29,999.00","toomuchsauce_cards",,"","2018-19 Select Shai Gilgeous Alexander Black Prizm Rookie Auto 1/1 PSA 10 Dual","Sports Trading Card",,"https://www.ebay.com/itm/115323486300",,,"Ships from United States","37 watchers",
,,,,,"Aromas, California, United States","353404100576",,"29999","US $29,999.00","kirstenss",,"","🔥 2003 Fleer Showcase Legacy Collection LeBron James ROOKIE RC /125 PSA 9 🔥","Sports Trading Card",,"https://www.ebay.com/itm/353404100576",,,"Ships from United States","14 watchers",
,,,,,"Long Beach, New York, United States","334025332404",,"29999","US $29,999.00","chuxcards",,"","1985 Nike Promo Michael Jordan ROOKIE RC PSA 10 GEM MINT",,,"https://www.ebay.com/itm/334025332404",,,"Ships from United States","47 watchers",
,,,,,"Aromas, California, United States","353891088294",,"29999","US $29,999.00","kirstenss",,"","🔥 Tom Brady 2000 Playoff Momentum #180 Super Short Print Rare BGS Mint 9 9.5🔥","Sports Trading Card",,"https://www.ebay.com/itm/353891088294",,,"Ships from United States",,
,,,,,"Aromas, California, United States","353896705832",,"29999","US $29,999.00","kirstenss",,"","🔥 Tom Brady 2000 Playoff Momentum X’s #180 Super Short Print Graded PSA 8.5 🔥","Sports Trading Card",,"https://www.ebay.com/itm/353896705832",,,"Ships from United States","10 watchers",
,,,,,"Woodmere, New York, United States","204146612465",,"29999","US $29,999.00","alliance_watches",,"","2020 Panini Playoff Contenders Football Card Joe Burrow RC Auto Hot /10 SGC 9.5","Sports Trading Card",,"https://www.ebay.com/itm/204146612465",,,"Ships from United States",,
,,,,,"CA, United States","115565164560",,"29995","US $29,995.00","mustang_602",,"","2009-10 Panini Classics Autograph #166 Stephen Curry #152/499 10/10 Pristine!!!","Sports Trading Card",,"https://www.ebay.com/itm/115565164560",,,"Ships from United States",,
,,,,,"Edison, New Jersey, United States","234815540750",,"29999","US $29,999.00","kingpin1113",,"","2019 Zion Williamson/RJ Barrett Blockchain Prizm Dual Logoman 1/1 RPA RC BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/234815540750",,,"Ships from United States","8 watchers",
,,,,,"Las Vegas, Nevada, United States","254235048697",,"29995","US $29,995.00","cardzco",,"","2017 Bowman Prospects  Vladimir Guerrero Jr. #BP32 Auto Gem 10 PSA/DNA Cert.  !!","Sports Trading Card",,"https://www.ebay.com/itm/254235048697",,,"Ships from United States",,
,,,,,"Iowa City, Iowa, United States","225189401430",,"29999","US $29,999.00","oppositesole",,"","MAC JONES 2021 PANINI DONRUSS OPTIC DOWNTOWN WHITE SPARKLE #1/1 RC DT-40 PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/225189401430",,,"Ships from United States","17 watchers",
,,,,,"New Albany, Indiana, United States","373920999811",,"29998","US $29,998.00","sportscardscollector123",,"","TOM BRADY Rookie Preview Score Tribute Auto /15 PSA 10 POP 1 2018 Panini Honors","Sports Trading Card",,"https://www.ebay.com/itm/373920999811",,,"Ships from United States","13 watchers",
,,,,,"Springfield, Massachusetts, United States","354442111670",,"29995.95","US $29,995.95","ig-domingosbarroso67",,"","2000 BOWMAN CHROME TOM BRADY ROOKIE BGS 10 PRISTINE","Sports Trading Card",,"https://www.ebay.com/itm/354442111670",,,"Ships from United States",,
,,,,,"Westmont, Illinois, United States","274654111353",,"29995","US $29,995.00","flawlessgemsportscards",,"","2017 Panini Prizm PATRICK MAHOMES #30/49 Red Prizm Rookie Auto PSA 8 NM-MT!","Sports Trading Card",,"https://www.ebay.com/itm/274654111353",,,"37 watchers",,
,,,,,"Little Rock, Arkansas, United States","165137510707",,"29995","US $29,995.00","lrsportscards",,"","Luka Doncic BGS 10 Pristine w/10 auto 2018 Panini Prizm Rookie Signatures RC!","Sports Trading Card",,"https://www.ebay.com/itm/165137510707",,,"Ships from United States",,
,,,,,"Westminster, California, United States","165573007891",,"29999","US $29,999.00","anhtuntha_0",,"","2020 Prizm Joe Burrow Dark Blue Prizm Rookie Card RC #307 PSA 10 Rare SSP Retail","Sports Trading Card",,"https://www.ebay.com/itm/165573007891",,,"Ships from United States","12 watchers",
,,,,,"Wesley Chapel, Florida, United States","165181717921",,"29995","US $29,995.00","sports-cards-investments",,"","2003 Upper Deck SPx #151 LeBron James GOLD Jersey RC Rookie Mint PSA 8 10 Auto","Sports Trading Card",,"https://www.ebay.com/itm/165181717921",,,"Ships from United States","21 watchers",
,,,,,"Westmont, Illinois, United States","275213280822",,"29995","US $29,995.00","flawlessgemsportscards",,"","2011 Topps Chrome TOM BRADY #1/25 Red Refractor PSA 10 Gem Mint! POP 3!","Sports Trading Card",,"https://www.ebay.com/itm/275213280822",,,"Ships from United States","11 watchers",
,,,,,"Westmont, Illinois, United States","275540471703",,"29995","US $29,995.00","flawlessgemsportscards",,"","2018 Panini Flawless JOSH ALLEN #1/1 Platinum Dual Diamond Rookie RC PSA 9 Mint!","Sports Trading Card",,"https://www.ebay.com/itm/275540471703",,,"Ships from United States",,
,,,,,"Los Angeles, California, United States","125109003079",,"29999","US $29,999.00","baovery",,"","2020 Topps Chrome F1 George Russell RC Gold Wave Refractor Auto /50 PSA 9 POP 3","Sports Trading Card",,"https://www.ebay.com/itm/125109003079",,,"Ships from United States","33 watchers",
,,,,,"Aromas, California, United States","352477525805",,"29999","US $29,999.00","kirstenss",,"","🔥 2000 Pacific Revolution #128 Tom Brady RC Beckett BGS 9 9.5 10 SSP HIGH END $","Sports Trading Card",,"https://www.ebay.com/itm/352477525805",,,"Ships from United States","27 watchers",
,,,,,"Gayville, South Dakota, United States","134070202510",,"29995","US $29,995.00","sportsbuffjr",,"","Shohei Ohtani Angel Autograph 2019 Topps NOW Platinum Member on Card Auto PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/134070202510",,,"Ships from United States",,
,,,,,"Westmont, Illinois, United States","275459587309",,"29995","US $29,995.00","flawlessgemsportscards",,"","2006-07 Upper Deck Exquisite MICHAEL JORDAN LARRY BIRD 1/10 Dual Auto BGS 8.5/10","Sports Trading Card","Does not apply","https://www.ebay.com/itm/275459587309",,,"Ships from United States","30 watchers",
,,,,,"Los Angeles, California, United States","225113059551",,"29999","US $29,999.00","dsc_off",,"","Trey Lance 2021 Panini Impeccable RC Dual NFL Shield Logo Auto (RPA) 1/1 PSA","Sports Trading Card",,"https://www.ebay.com/itm/225113059551",,,"Ships from United States","29 watchers",
,,,,,"Westmont, Illinois, United States","275177934449",,"29995","US $29,995.00","flawlessgemsportscards",,"","2017 Panini Flawless PATRICK MAHOMES #10/10 Sapphire Rookie Auto BGS 9.5/10 Gem!","Sports Trading Card",,"https://www.ebay.com/itm/275177934449",,,"Ships from United States","22 watchers",
,,,,,"New Jersey, United States","115316165270",,"29995","US $29,995.00","showpiecessports",,"","1957 Topps #77 Bill Russell Signed Rookie Card RC BGS Auto GEM MINT 10","Sports Trading Card",,"https://www.ebay.com/itm/115316165270",,,"Returns accepted","Ships from United States","7 watchers"
,,,,,"Hickory, North Carolina, United States","364054110390",,"29995.95","US $29,995.95","rookiesandchampions",,"","1996 Skybox E-X2000 #30 Kobe Bryant Credentials /499 BGS 9",,,"https://www.ebay.com/itm/364054110390",,,"Ships from United States","32 watchers",
,,,,,"New Jersey, United States","115400479251",,"29995","US $29,995.00","showpiecessports",,"","1993 Upper Deck Sp Derek Jeter #279 RC BGS 9.5 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/115400479251",,,"Returns accepted","Ships from United States","11 watchers"
,,,,,"Greendale, Wisconsin, United States","265222329961",,"29995","US $29,995.00","khenders430",,"","2010 Lebron James Julius Erving Larry Bird Magic Johnson Auto /15 PSA 9 Pop 1/1","Sports Trading Card",,"https://www.ebay.com/itm/265222329961",,,"Ships from United States","16 watchers",
,,,,,"New Jersey, United States","115408537592",,"29995","US $29,995.00","showpiecessports",,"","1998 Sp Authentic Peyton Manning RC #14 BGS 10 PRISTINE #261/2000","Sports Trading Card",,"https://www.ebay.com/itm/115408537592",,,"Returns accepted","Ships from United States","12 watchers"
,,,,,"Huntingdon Valley, Pennsylvania, United States","234585441557",,"29995","US $29,995.00","eeobe08",,"","Mookie Betts 2014 Bowman Platinum Superfractor Autograph Patch RC 1/1 BGS 9.5 10","Sports Trading Card",,"https://www.ebay.com/itm/234585441557",,,"Free shipping and returns","Ships from United States","11 watchers"
,,,,,"Saint Louis, Missouri, United States","384154400939",,"29995","US $29,995.00","storminstl",,"","PATRICK MAHOMES 2017 Leaf Trinity Patch Auto. Spectrum Brz. Holo. RC: BGS 9.5/10",,,"https://www.ebay.com/itm/384154400939",,,"Free shipping and returns","Ships from United States",
,,,,,"Englishtown, New Jersey, United States","284193869837",,"29995","US $29,995.00","ksalzman",,"","Zion Williamson Rated Rookie Green /5 PSA 9 10 Auto pop 1","Sports Trading Card",,"https://www.ebay.com/itm/284193869837",,,"Ships from United States","13 watchers",
,,,,,"Pensacola, Florida, United States","165307891513",,"29900","US $29,900.00","floridacardguy",,"","Ronald Acuna 2017 Bowman Chrome Autograph Green Shimmer BGS Auto PRISTINE","Sports Trading Card",,"https://www.ebay.com/itm/165307891513",,,"Ships from United States","6 watchers",
,,,,,"Westmont, Illinois, United States","275177937776",,"29995","US $29,995.00","flawlessgemsportscards",,"","2005 Playoff Contenders AARON RODGERS #8/15 Preview Ticket SP Rookie Auto PSA 8!","Sports Trading Card",,"https://www.ebay.com/itm/275177937776",,,"Ships from United States","13 watchers",
,,,,,"New Jersey, United States","115233800193",,"29995","US $29,995.00","showpiecessports",,"","2000 SP Authentic Tom Brady RC Rookie 781/1250 BGS 9 MINT","Sports Trading Card",,"https://www.ebay.com/itm/115233800193",,,"Returns accepted","Ships from United States","27 watchers"
,,,,,"Fulshear, Texas, United States","185524679783",,"29900","US $29,900.00","jbabin69",,"","1952 Berk Ross Mickey Mantle SGC 7 (pop 15 - only 6 higher)","Sports Trading Card",,"https://www.ebay.com/itm/185524679783",,,"Ships from United States","10 watchers",
,,,,,"Carrollton, Texas, United States","373456173398",,"29990","US $29,990.00","earthmotorcars2",,"","2018 Panini Impeccable Elegance Giannis Antetokounmpo BGS GM 9.5, Auto 10 - 3/10",,,"https://www.ebay.com/itm/373456173398",,,"Ships from United States","5 watchers",
,,,,,"Westmont, Illinois, United States","274601797119",,"29995","US $29,995.00","flawlessgemsportscards",,"","2017 Panini Vertex PATRICK MAHOMES #5/10 Marble Rookie Patch Auto BGS 9/10 Mint!","Sports Trading Card",,"https://www.ebay.com/itm/274601797119",,,"Ships from United States","30 watchers",
,,,,,"Plainfield, Illinois, United States","284623122818",,"29900","US $29,900.00","sidemoney2000",,"","Patrick Mahomes 2017 Panini Gold Standard RPA Jersey Auto Rc PSA 10 GEM POP 2🤑","Sports Trading Card",,"https://www.ebay.com/itm/284623122818",,,"Returns accepted","Ships from United States","15 watchers"
,,,,,"Akron, Ohio, United States","124946240124",,"29950","US $29,950.00","hjackson5",,"","1976 Walter Payton Rookie Card #148 Beckett 10 Mint or Better.","Sports Trading Card",,"https://www.ebay.com/itm/124946240124",,,"Ships from United States",,
,,,,,"Runnemede, New Jersey, United States","284939502197",,"29900","US $29,900.00","drdrgr",,"","2020 bowman chrome Jasson Dominguez auto ORANGE Refractors BGS  9.5","Sports Trading Card",,"https://www.ebay.com/itm/284939502197",,,"Ships from United States","5 watchers",
,,,,,"Las Vegas, Nevada, United States","155295682263",,"29888","US $29,888.00","spyfm",,"","2020-21 TOPPS CHROME SAPPHIRE UCL JUDE BELLINGHAM ROOKIE RC Red /5 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/155295682263",,,"Ships from United States","9 watchers",
,,,,,"Tyler, Texas, United States","224414077677",,"29699.99","US $29,699.99","highendbottomdollar",,"","Centered 1986 Fleer NBA Michael Jordan RC #57-PSA 8 NM-MT-Investment Grade (MBH)","Sports Trading Card",,"https://www.ebay.com/itm/224414077677",,,"Ships from United States",,
,,,,,"Lithia, Florida, United States","134226826941",,"29995","US $29,995.00","bigdawgsportz",,"","TOM BRADY 2002 Topps Heritage REAL ONE AUTO PSA 8.5 9 🔥 POP 2 NONE HIGHER!!","Sports Trading Card",,"https://www.ebay.com/itm/134226826941",,,"Ships from United States","5 watchers",
,,,,,"Corona, California, United States","144160951283",,"29750","US $29,750.00","davidssportscards",,"","Babe Ruth  1925 Drake's Cakes # 61 SGC 84 7 HIghest Graded SGC & PSA  1/1 !",,"Does not apply","https://www.ebay.com/itm/144160951283",,,"Ships from United States","12 watchers",
,,,,,"Oxnard, California, United States","325406405897",,"29735","US $29,735.00","aburum",,"","1969 Topps Rookie! #1 Wilt Chamberlain 1st Topps RARE PSA 7.5 Los Angeles Lakers","Sports Trading Card",,"https://www.ebay.com/itm/325406405897",,,"Ships from United States",,
,,,,,"Temecula, California, United States","313734869122",,"29999","US $29,999.00","antrad_34",,"","2005 Ace Authentic Signature Series Autograph #7 Rafael Nadal","Sports Trading Card",,"https://www.ebay.com/itm/313734869122",,,"Ships from United States","21 watchers",
,,,,,"Quincy, Massachusetts, United States","224635826010",,"29500.95","US $29,500.95","georgpepdjonovi0",,"","1967 Panini  Cassius Clay Muhammad Ali #451 BVG 8 High End Rare The...","Sports Trading Card",,"https://www.ebay.com/itm/224635826010",,,"Ships from United States","6 watchers",
,,,,,"Kansas City, Missouri, United States","265799770239",,"29750","US $29,750.00","customraptors",,"","1986 Fleer Michael Jordan Rookie PSA 9 (OC) Mint + Fleer Sticker PSA 9 (OC)","Sports Trading Card",,"https://www.ebay.com/itm/265799770239",,,"Ships from United States",,
,,,,,"Westmont, Illinois, United States","275241929060",,"29995","US $29,995.00","flawlessgemsportscards",,"","2017 Panini Select PATRICK MAHOMES #4/10 Gold Prizm Rookie Patch Auto BGS 9.5/10","Sports Trading Card",,"https://www.ebay.com/itm/275241929060",,,"Ships from United States","11 watchers",
