"available","availableText","brand","ean","endedDate","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2","whyToBuy/3","whyToBuy/4","whyToBuy/5"
,,,,,"Dallas, Texas, United States","300710275185",,"2000","US $2,000.00","ddbbbb",,"","DAN MARINO 2008 UPPER DECK HEROES AUTOGRAPHS PLATINUM 3/5 #211 BGS 9.5/AU 10","Sports Trading Card",,"https://www.ebay.com/itm/300710275185",,,"Ships from United States","5 watchers",,,,
,,,,,"Arlington, Texas, United States","255329718382",,"2000","US $2,000.00","alotofrookies",,"","2005 Topps Chrome #190 Aaron Rodgers Rookie Card BGS BCCG 10 Mint+",,"Does Not Apply","https://www.ebay.com/itm/255329718382",,,"Ships from United States",,,,,
,,,,,"Plumsteadville, Pennsylvania, United States","133847729185",,"2000","US $2,000.00","www.707sportscards.com",,"","1910 T206 Bill Sweeney Boston PSA 6 (7035) Piedmont 350","Sports Trading Card",,"https://www.ebay.com/itm/133847729185",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Jacksonville, Florida, United States","265778526132",,"2000","US $2,000.00","techie1412",,"","[BGS 9] 2019-20 Upper Deck Buybacks Autographs Alex Ovechkin Card","Sports Trading Card",,"https://www.ebay.com/itm/265778526132",,,"Ships from United States",,,,,
,,,,,"Dallas, Georgia, United States","125611654881",,"2000","US $2,000.00","rods_collection",,"","Corey Kispert Penmanship Rookie Auto 1/1 RARE FACTORY MISPRINT 🔥🔥🔥","Sports Trading Card",,"https://www.ebay.com/itm/125611654881",,,"Ships from United States",,,,,
,,,,,"Clinton, Iowa, United States","234137299119",,"2000","US $2,000.00","rugsnmore",,"","Beckett 10  Kevin Durant Rookie 2007-08 Topps Chrome #131RC Mint Brooklyn Nets","Sports Trading Card",,"https://www.ebay.com/itm/234137299119",,,"Ships from United States",,,,,
,,,,,"Schererville, Indiana, United States","265690665044",,"2000","US $2,000.00","aaron7854",,"","1996 TOPPS DRAFT REDEMPTION STEVE NASH RC ROOKIE PSA 10 GEM MINT POP 7!! 🏀","Sports Trading Card",,"https://www.ebay.com/itm/265690665044",,,"Ships from United States","5 watchers",,,,
,,,,,"Guelph, Ontario, Canada","284853956001",,"2000","US $2,000.00","martin-sports",,"","1979 OPC #18 WAYNE GRETZKY PSA 4 VERY GOOD- EXCELLENT","Sports Trading Card",,"https://www.ebay.com/itm/284853956001",,,"5 watchers",,,,,
,,,,,"Fort Myers, Florida, United States","274904368792",,"2000","US $2,000.00","irishhosta",,"","1971 TOPPS #45 KEN DRYDEN KSA 9.5 CENTERED L:R PRISTINE CORNERS NEAR GEM MINT RC","Sports Trading Card",,"https://www.ebay.com/itm/274904368792",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Madison, Wisconsin, United States","165576280794",,"2000","US $2,000.00","bmw_cards2",,"","1951-52 Parkhurst #97 Nick Mickoski (New York Rangers) Rookie Card SGC 8.5 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/165576280794",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Philadelphia, Pennsylvania, United States","334501606993",,"2000","US $2,000.00","ashsi84",,"","LaMelo Ball 2020-21 Panini Prizm Draft Picks Blue Shimmer /13 Card #43 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/334501606993",,,"Ships from United States","5 watchers",,,,
,,,,,"Fort Myers, Florida, United States","274904364857",,"2000","US $2,000.00","irishhosta",,"","1971 TOPPS ~ #45 ~ KEN DRYDEN ~ KSA  9.5 ~ 100% FACTORY CUT ABSOLUTELY ORIGINAL","Sports Trading Card",,"https://www.ebay.com/itm/274904364857",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Las Vegas, Nevada, United States","265934508697",,"2000","US $2,000.00","northbay85",,"","2003-04 Fleer Avant Lebron James 8.5","Sports Trading Card",,"https://www.ebay.com/itm/265934508697",,,"Ships from United States","5 watchers",,,,
,,,,,"Centreville, Virginia, United States","125560169121",,"2000","US $2,000.00","sckrebs",,"","1949 Eureka * JACKIE ROBINSON * Sportstamp #49 * PSA 8 NM-MT",,,"https://www.ebay.com/itm/125560169121",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Rosemead, California, United States","313912765423",,"2000","US $2,000.00","royalstarzz",,"","2018 Flawless Trae Young auto rc Emerald /5 HGA 8.5 10 On Card Signature Rookie","Sports Trading Card","Does not apply","https://www.ebay.com/itm/313912765423",,,"Ships from United States",,,,,
,,,,,"Schenectady, New York, United States","200688570916",,"2000","US $2,000.00","travelpro07",,"","1990 PACIFIC SR LEAGUE JIM NETTLES A$$HOLE VULGARITY LIKE RIPKEN PSA 10 POP 7","Sports Trading Card",,"https://www.ebay.com/itm/200688570916",,,"Ships from United States","12 watchers",,,,
,,,,,"Camarillo, California, United States","385231332564",,"2000","US $2,000.00","andymadec",,"","1964 Topps Stand Up MICKEY MANTLE Yankees SGC EX-MT 6+++ Hi End & A Tough Card!","Sports Trading Card",,"https://www.ebay.com/itm/385231332564",,,"Returns accepted","Ships from United States",,,,
,,,,,"Camarillo, California, United States","385229645072",,"2000","US $2,000.00","andymadec",,"","1915 Cracker Jack #23 CHARLES COMISKEY Chicago White Sox PSA VG 3+ Dead Centered","Sports Trading Card",,"https://www.ebay.com/itm/385229645072",,,"Returns accepted","Ships from United States",,,,
,,,,,"Roma, Italy","354058753988",,"2000","US $2,000.00","labottegadigrufer",,"","PANINI: CAMPIONI DELLO SPORT 1968/69 - MASAHIKO HARADA (SCC 9).","Sports Trading Card",,"https://www.ebay.com/itm/354058753988",,,"Sale benefits charity","Returns accepted",,,,
,,,,,"Camarillo, California, United States","334627219793",,"2000","US $2,000.00","andymadec",,"","1964 Topps #200 SANDY KOUFAX Dodgers SGC MINT 9+ Centered & Hi End - ANDYMADEC","Sports Trading Card",,"https://www.ebay.com/itm/334627219793",,,"Returns accepted","Ships from United States",,,,
,,,,,"Mooresville, North Carolina, United States","225285286037",,"1000","US $1,000.00US $2,000.00","ca.anderson13",,"","Ja Morant 2019 Panini Hoops Tribute Teal Blue 45/49 #297 RC Graded PSA MINT 9","Sports Trading Card",,"https://www.ebay.com/itm/225285286037",,,"Ships from United States",,,,,
,,,,,"Inglewood, California, United States","203603278548",,"2000","US $2,000.00","tradingcardworld_eg",,"","2018 National Treasures Christian Pulisic Landon Donovan Auto 31/35 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/203603278548",,,"Ships from United States","49 watchers",,,,
,,,,,"Sewell, New Jersey, United States","385231337439",,"2000","US $2,000.00","acecardsnj",,"","2014-2015 Panini Immaculate JOEL EMBIID Rookie Auto Gold #/10 76ers PSA 8 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/385231337439",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Plumsteadville, Pennsylvania, United States","194286540336",,"2000","US $2,000.00","www.707sportscards.com",,"","1964 Topps 50 Mickey Mantle PSA 7 (0718)","Sports Trading Card",,"https://www.ebay.com/itm/194286540336",,,"Free shipping and returns","Ships from United States","6 watchers",,,
,,,,,"Arlington, Texas, United States","134146129977",,"2000","US $2,000.00","superiorsportsinvestments",,"","Eddie Joost Black Back Card 1952 Topps #45 PSA 8",,"Does Not Apply","https://www.ebay.com/itm/134146129977",,,"Ships from United States",,,,,
,,,,,"Huntington Park, California, United States","325229139480",,"2000","US $2,000.00","dodgers03",,"","2003-04 Upper Deck LEBRON JAMES Playmakers Rookie RC PSA 10 GEM MT","Sports Trading Card",,"https://www.ebay.com/itm/325229139480",,,"Ships from United States",,,,,
,,,,,"Allentown, Pennsylvania, United States","154699283452",,"2000","US $2,000.00","computeruser11001",,"","2018 Bowman Chrome Estevan Florial Purple Refractor Rookie Auto /250 PSA 10/10","Sports Trading Card",,"https://www.ebay.com/itm/154699283452",,,"Sale benefits charity","Ships from United States",,,,
,,,,,"Fort Myers, Florida, United States","274904366901",,"2000","US $2,000.00","irishhosta",,"","1971 TOPPS #45 KEN DRYDEN KSA 9.5 NEAR GEM MINT PRISTINE EXAMPLE HOF ROOKIE CARD","Sports Trading Card",,"https://www.ebay.com/itm/274904366901",,,"Free shipping and returns","Ships from United States","6 watchers",,,
,,,,,"Dubuque, Iowa, United States","373825452655",,"2000","US $2,000.00","tssc1",,"","2011 Mike Trout Topps Update Baseball Rookie Card #US-175 Graded PSA 9 Mint (MT)","Sports Trading Card",,"https://www.ebay.com/itm/373825452655",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Portland, Oregon, United States","203949639411",,"2000","US $2,000.00","81834-21",,"","Super Rare1997-98 Tim Duncan UD3 Rookie Portfolio #R1 PSA 8 RC HOF Free Shipping","Sports Trading Card",,"https://www.ebay.com/itm/203949639411",,,"Ships from United States",,,,,
,,,,,"Chicago, Illinois, United States","394333603932",,"2000","US $2,000.00","dripbreaks",,"","2021-22 Topps Finest UEFA CL Harvey Elliott Gold Auto 19/50 Jersey Match PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/394333603932",,,"Sale benefits charity","Ships from United States",,,,
,,,,,"Arlington, Texas, United States","363873137614",,"2000","US $2,000.00","superiorsportsinvestments",,"","Jayson Tatum Rookie Card 2017-18 Hoops Autographs Red #23 (pop 2) BGS 9",,"Does Not Apply","https://www.ebay.com/itm/363873137614",,,,,,,,
,,,,,"New York, New York, United States","325458677775",,"800","US $800.00US $2,000.00","di3s3l01",,"","2021 Panini Prizm Justin Fields Gold /10 Rookie New Recruits NR4 Pop 1 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/325458677775",,,"Ships from United States",,,,,
,,,,,"Colorado Springs, Colorado, United States","284653633380",,"2000","US $2,000.00","coloradosportsdude",,"","2014 Aaron Donald Topps Platinum Auto Pulsar Refractors #74 RC #26/50 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/284653633380",,,"Ships from United States",,,,,
,,,,,"Rancho Santa Margarita, California, United States","265268128166",,"2000","US $2,000.00","parkerempire1",,"","J.K. DOBBINS 2020 Prizm GRAVITY FEED BLACK WHITE CHECKER 379 PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/265268128166",,,"Ships from United States",,,,,
,,,,,"San Jose, California, United States","154848387522",,"2000","US $2,000.00","sharpcorners408",,"","1996 Collector's Choice Kobe Bryant #LA2 (ROOKIE CARD) (HOF) PSA 10 GEM MINT 💎","Sports Trading Card",,"https://www.ebay.com/itm/154848387522",,,"Ships from United States",,,,,
,,,,,"Fairfield, Ohio, United States","234810679881",,"1500","US $1,500.00US $2,000.00","fairfieldcyclery513",,"","2021 Panini The National Justin Herbert Escher Squares Prizm /10 SGC 10 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/234810679881",,,"Ships from","United States",,,,
,,,,,"Orlando, Florida, United States","255332082009",,"2000","US $2,000.00","geraval",,"","Venezuelan Topps 1959 Long / Ernie Banks / Moryn #147 PSA 5 Ptd In Venezuela","Sports Trading Card",,"https://www.ebay.com/itm/255332082009",,,"Returns accepted","Ships from United States",,,,
,,,,,"Waldorf, Maryland, United States","234139617927",,"2000","US $2,000.00","waldorfonlinedeals",,"","2003 Topps Chrome LeBron James ROOKIE RC #111 PSA 8 NM–MT","Sports Trading Card","Does not apply","https://www.ebay.com/itm/234139617927",,,"46","Watchers",,,,
,,,,,"New York, New York, United States","304066454287",,"2000","US $2,000.00","devils1995",,"","2019 TOPPS NOW HOME RUN DERBY ALONSO & GUERRERO JR. AUTO BGS 9.5 Pop 1 #8/10 w10","Sports Trading Card",,"https://www.ebay.com/itm/304066454287",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Arlington, Texas, United States","134146958811",,"2000","US $2,000.00","superiorsportsinvestments",,"","Jayson Tatum Rookie Card 2017-18 Panini Prizm Mosaic #20 (PRISTINE) BGS 10",,"Does Not Apply","https://www.ebay.com/itm/134146958811",,,"Ships from United States","5 watchers",,,,
,,,,,"McLean, Virginia, United States","295338441990",,"2000","US $2,000.00","hlc-it",,"","2021 Obsidian Electric Etch Red JOE BURROW /10 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/295338441990",,,"Ships from United States",,,,,
,,,,,"Colorado Springs, Colorado, United States","285038950932",,"2000","US $2,000.00","coloradosportsdude",,"","Justin Jefferson 2020 Absolute Gold Stars Rookie Auto #8/10 RC PSA 9 (POP 1)","Sports Trading Card",,"https://www.ebay.com/itm/285038950932",,,,,,,,
,,,,,"United States, United States","374253557340",,"2000","US $2,000.00","on.trading",,"","2019 Bowman Baseball Prospect Chrome Orange Shimmer Fernando Tatis Jr #/25 PSA 9",,,"https://www.ebay.com/itm/374253557340",,,"Ships from United States",,,,,
,,,,,"Topeka, Kansas, United States","373540745609",,"1995","US $1,995.00","ldw1950",,"","2001 Leaff Rookies & Stars Ladainian Tomlinson Longevity RC 15/25 PSA 10 POP 2",,,"https://www.ebay.com/itm/373540745609",,,"Ships from United States",,,,,
,,,,,"Newbury Park, California, United States","195472471236",,"2000","US $2,000.00","cityboycardboard",,"","Yao Ming 2002-03 Topps Finest Rookie Autograph Refractor Auto RC /250 PSA 7 NM","Sports Trading Card",,"https://www.ebay.com/itm/195472471236",,,"Ships from United States",,,,,
,,,,,"Union, Kentucky, United States","324885047258",,"2000","US $2,000.00","elwoodb",,"","Luka Doncic 2019-20 Panini Mosaic Give and Go Mosaic Pink Fluorescent /10 BGS 10","Sports Trading Card",,"https://www.ebay.com/itm/324885047258",,,"Ships from United States",,,,,
,,,,,"Iron Mountain, Michigan, United States","394372058058",,"1500","US $1,500.00US $2,000.00","pe-cards",,"","2022 Panini National Vip Ja’Marr Chase Rookie Giraffe Print PSA 10 POP 1 🔥🦒","Sports Trading Card",,"https://www.ebay.com/itm/394372058058",,,"Ships from United States",,,,,
,,,,,"Miller Place, New York, United States","295338324550",,"2000","US $2,000.00","nelace_30",,"","2020 select jalen hurts rookie die cut zebra psa 9","Sports Trading Card",,"https://www.ebay.com/itm/295338324550",,,"Ships from United States",,,,,
,,,,,"Arlington, Texas, United States","384949641708",,"2000","US $2,000.00","superiorsportsinvestments",,"","Stephen Curry Rookie Card 2009-10 Panini Glossy #372 (pop 7) BGS 9.5",,"Does Not Apply","https://www.ebay.com/itm/384949641708",,,"Ships from United States",,,,,
,,,,,"Kingsport, Tennessee, United States","295399068211",,"1000","US $1,000.00US $2,000.00","thamler23",,"","2021 Panini Prizm Charles Woodson RED SHIMMER /10 Auto OAKLAND RAIDERS #186 PSA9","Sports Trading Card",,"https://www.ebay.com/itm/295399068211",,,,,,,,
,,,,,"Topeka, Kansas, United States","154415079152",,"1995","US $1,995.00","ldw1950",,"","2014 Prizm Derek Carr Red White Blue RC SP #257 PSA 10 Gem",,,"https://www.ebay.com/itm/154415079152",,,"Ships from United States","5 watchers",,,,
,,,,,"Lubbock, Texas, United States","353005286637",,"2000","US $2,000.00","fantasticm57",,"","Trae Young Rookie 2018-19 Panini Threads Premium Blue ASOC 27/75 #103 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/353005286637",,,"Ships from United States","13 watchers",,,,
,,,,,"New Castle, Delaware, United States","125613692263",,"2000","US $2,000.00","bigmont80",,"","Topps Wander Franco 84/99 Gem Mint #215 PSA 10",,,"https://www.ebay.com/itm/125613692263",,,"Ships from United States",,,,,
,,,,,"Thomasboro, Illinois, United States","275271567518",,"2000","US $2,000.00","217chrome",,"","2019 Bowman Chrome Cj Abrams Blue Refractor /150 Auto/Autograph PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/275271567518",,,"Ships from United States","5 watchers",,,,
,,,,,"Greensburg, Pennsylvania, United States","175110522823",,"2000","US $2,000.00","bumpyjumpman45",,"","2018 Topps Gallery Juan Soto PSA  RC Rookie Card #126 ORANGE 1/25 AUTO","Sports Trading Card",,"https://www.ebay.com/itm/175110522823",,,"Ships from United States","6 watchers",,,,
,,,,,"Lansing, Michigan, United States","334474820775",,"2000","US $2,000.00","mjlm3002",,"","2015 National Treasures Jackie Robinson #88 Flawless Diamond /20 SGC 10 POP 1!","Sports Trading Card",,"https://www.ebay.com/itm/334474820775",,,"Ships from United States",,,,,
,,,,,"Arlington, Texas, United States","363981217387",,"2000","US $2,000.00","superiorsportsinvestments",,"","Stephen Curry Rookie Card 2009-10 SP Game Used #133 BGS 9 (9.5 9 8.5 9.5)",,"Does Not Apply","https://www.ebay.com/itm/363981217387",,,,,,,,
,,,,,"Montreal, Quebec, Canada","224648399484",,"2000","US $2,000.00","514shanks",,"","2017 Topps UFC Chrome #97 CONOR McGREGOR Diamond Refractor PSA 10 GEM MINT POP 3","Sports Trading Card",,"https://www.ebay.com/itm/224648399484",,,"6 watchers",,,,,
,,,,,"Bangor, Maine, United States","155077706476",,"2000","US $2,000.00","working44boys",,"","2018 Tom Brady Natl Conv Numbered to 10!!! PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/155077706476",,,"Ships from United States",,,,,
,,,,,"Tucson, Arizona, United States","394288894818",,"2000","US $2,000.00","macksterchief_117",,"","2021 Trevor Lawrence Rated Rookie No name PSA 10, Spectra Rookie Patch /5 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/394288894818",,,"Ships from United States",,,,,
,,,,,"Salina, Kansas, United States","194038018155",,"2000","US $2,000.00","cmc111376",,"","GIANNIS ANTETOKOUNMPO 2013-14 PANINI PRIZM ROOKIE RC #290 BGS 9.5,9.5,9,9.5 Gem","Sports Trading Card",,"https://www.ebay.com/itm/194038018155",,,"Ships from United States",,,,,
,,,,,"Ellsworth, Maine, United States","314187642201",,"2000","US $2,000.00","sprol_34",,"","2021 LEAF PRO SET CURRY DECHAMBEAU TATIS JR  DE BRUYNE ""POWER OF 4""  AUTO PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/314187642201",,,"Ships from United States",,,,,
,,,,,"Omaha, Nebraska, United States","364016957061",,"2000","US $2,000.00","murph1231",,"","Mookie Betts 2014 Stadium Club Foilboard RC 3/25 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/364016957061",,,"Ships from United States","5 watchers",,,,
,,,,,"Arlington, Texas, United States","255829371461",,"2000","US $2,000.00","alotofrookies",,"","1986 Topps #374 Steve Young Rookie Card BGS BCCG 10 Mint+",,"Does Not Apply","https://www.ebay.com/itm/255829371461",,,,,,,,
,,,,,"Bluffton, South Carolina, United States","225206885516",,"2000","US $2,000.00","robhhi31",,"","2020 Bowman Chrome Mega Box Prospect Autograph Orange Refractor Jasson Dominguez","Sports Trading Card",,"https://www.ebay.com/itm/225206885516",,,"Ships from United States",,,,,
,,,,,"San Jose, California, United States","224194656860",,"2000","US $2,000.00","sold2meon3",,"","DEREK CARR 2014 TOPPS CHROME BLUE REFRACTOR ROOKIE /199 PSA 10 POP 11 MVP?",,,"https://www.ebay.com/itm/224194656860",,,"Ships from United States",,,,,
,,,,,"Holland, Michigan, United States","334533248889",,"2000","US $2,000.00","alan4181",,"","2012-13 GEORGE MIKAN Prizm Silver PSA 10! Minneapolis Lakers Legend Refractor!","Sports Trading Card",,"https://www.ebay.com/itm/334533248889",,,"Ships from United States",,,,,
,,,,,"San Francisco, California, United States","144682276077",,"2000","US $2,000.00","svgbreaks",,"","2012 Panini Prizm Kendall Marshall Silver PSA 10 Gem Mint - #249 Pop 4","Sports Trading Card",,"https://www.ebay.com/itm/144682276077",,,"Ships from United States",,,,,
,,,,,"Wilkes-Barre, Pennsylvania, United States","325306322715",,"2000","US $2,000.00","toysntech",,"","2020 Topps Cristiano Ronaldo Curated Set 4/5 The Star SGC 10/ 10 Autograph Card","Sports Trading Card",,"https://www.ebay.com/itm/325306322715",,,"8 watchers",,,,,
,,,,,"Staten Island, New York, United States","255584286796",,"2000","US $2,000.00","onepizza",,"","2019 National Treasures Platinum NFL Shield  Darius Slayton #200 1/1 BGS 8.5","Sports Trading Card",,"https://www.ebay.com/itm/255584286796",,,"Ships from United States","5 watchers",,,,
,,,,,"Lake Mary, Florida, United States","134234265979",,"2000","US $2,000.00","mintcollection",,"","RENE HIGUITA 1993 Upper Deck World Cup Soccer Card CSG GRADE 9.5","Sports Trading Card",,"https://www.ebay.com/itm/134234265979",,,"Ships from United States",,,,,
,,,,,"Staten Island, New York, United States","255584292739",,"2000","US $2,000.00","onepizza",,"","2017 National Treasures  Patch Auto Kyle Kuzma #126 81/99 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/255584292739",,,"Ships from United States","10 watchers",,,,
,,,,,"Fort Walton Beach, Florida, United States","144462337635",,"2000","US $2,000.00","dobermanboy30",,"","POP1 Tom Brady 2008 Topps Chrome Xfractor BGS 9.5 HIGHEST GRADED BGS Black Tough","Sports Trading Card",,"https://www.ebay.com/itm/144462337635",,,"Ships from United States",,,,,
,,,,,"Fort Myers, Florida, United States","265231990088",,"2000","US $2,000.00","irishhosta",,"","1936 WORLD WIDE #61 BUCKEY BUCKY WALTERS PSA 6 POP 1 FUTURE HALL OF FAME ROOKIE","Sports Trading Card",,"https://www.ebay.com/itm/265231990088",,,"Free shipping and returns","Ships from United States",,,,
,,,,,"Scotch Plains, New Jersey, United States","155299626635",,"200","US $200.00US $2,000.00","dsisko14",,"","1987 Mark McGwire Rookie Card Authenticated","Sports Trading Card",,"https://www.ebay.com/itm/155299626635",,,"Ships from United States",,,,,
,,,,,"Romeoville, Illinois, United States","154797651620",,"2000","US $2,000.00","mid_west_cardgurus",,"","2020 encased peyton manning legendary swatch signatures sapphire /5 BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/154797651620",,,"Ships from United States",,,,,
,,,,,"Chicago, Illinois, United States","354168606249",,"2000","US $2,000.00","chelseadagger88",,"","RARE POP 1 PSA 7 - 1997 SI for Kids Shamu - THE ONLY ONE IN THE WORLD!","Sports Trading Card",,"https://www.ebay.com/itm/354168606249",,,"Ships from United States",,,,,
,,,,,"Warren, Michigan, United States","304704335830",,"2000","US $2,000.00","lahser18",,"","2019-20 Panini Prizm DP Purple & Green 132/199 Zion Williamson #64 BGS 10 + MORE","Sports Trading Card",,"https://www.ebay.com/itm/304704335830",,,"Ships from United States",,,,,
,,,,,"Santa Ana, California, United States","185659413158",,"2000","US $2,000.00","vavas101",,"","2019 TOPPS HERITAGE BASEBALL AARON JUDGE /AUSTIN ROOKIE STARS ""BLACK LABEL"" 10","Sports Trading Card",,"https://www.ebay.com/itm/185659413158",,,"Ships from United States",,,,,
,,,,,"Portland, Oregon, United States","255829890155",,"2000","US $2,000.00","smoke87sportscardsllc",,"","2014 Panini Score 1989 Rookie Edition SSP Tom Brady BGS 9.5 Gem Sanders Tribute","Sports Trading Card",,"https://www.ebay.com/itm/255829890155",,,"Ships from United States",,,,,
,,,,,"Ewa Beach, Hawaii, United States","144846578397",,"1000","US $1,000.00US $2,000.00","clz13",,"","2017-18 Panini Select Antoine Griezmann Kaboom! PSA 10 GEM #5 2018 SP Rare","Sports Trading Card",,"https://www.ebay.com/itm/144846578397",,,"Ships from United States",,,,,
,,,,,"Vernon-Rockville, Connecticut, United States","230981848960",,"2000","US $2,000.00","cupton74",,"","Hulk Hogan Ric Flair Graded 2011 TNA Signature Impact Dual Autograph 1/1 9 Mint","Sports Trading Card",,"https://www.ebay.com/itm/230981848960",,,"Returns accepted","Ships from United States","6 watchers",,,
,,,,,"Westminster, California, United States","364074447604",,"1000","US $1,000.00US $2,000.00","rictr2069",,"","2021 Panini Select Trevor Lawrence Concourse Level Purple RC /75 Jaguars (Hobby)","Sports Trading Card",,"https://www.ebay.com/itm/364074447604",,,,,,,,
,,,,,"Myrtle Beach, South Carolina, United States","203453785139",,"2000","US $2,000.00","joeldubose",,"","🔥🔥1995 Finest Kevin Garnett Rookie Autograph POP 1/3 Auto Rc Dna Signed Psa 🔥","Sports Trading Card",,"https://www.ebay.com/itm/203453785139",,,"Ships from United States","10 watchers",,,,
,,,,,"Colorado Springs, Colorado, United States","284412625685",,"2000","US $2,000.00","coloradosportsdude",,"","2012 Andrew Luck National Treasures Rookie Laundry Tag Auto #15 BGS 9.5 #3/10 RC","Sports Trading Card",,"https://www.ebay.com/itm/284412625685",,,"Ships from United States",,,,,
,,,,,"Harlem, Georgia, United States","394077495342",,"2000","US $2,000.00","mrkz_breakz",,"","Mike Schmidt 2015 Topps Tribute Foundation Of Greatness Auto /10 #THENMS BGS 9.5","Sports Trading Card","Does not apply","https://www.ebay.com/itm/394077495342",,,,,,,,
,,,,,"Corona, California, United States","285040639926",,"1999","US $1,999.00","surelywin",,"","📈 POP 25 - BGS 9 GEORGES ST-PIERRE RC 📈 2009 TOPPS UFC ROUND 1 #17 ROOKIE 9.5","Sports Trading Card",,"https://www.ebay.com/itm/285040639926",,,"Ships from United States",,,,,
,,,,,"Hudson, North Carolina, United States","304704754297",,"2000","US $2,000.00","kingscourtcards34",,"","1926 W512 Babe Ruth #6 Hand Cut SGC A Authentic Yankees HOF Strip Card","Sports Trading Card",,"https://www.ebay.com/itm/304704754297",,,"Ships from United States","5 watchers",,,,
,,,,,"Northville, Michigan, United States","115568041273",,"2000","US $2,000.00","gathering",,"","2022 Panini Prizm UFC Israel Adesanya Flashback Gold /10 PSA 9 Pop 1 None Higher","Sports Trading Card",,"https://www.ebay.com/itm/115568041273",,,"Ships from United States","5 watchers",,,,
,,,,,"Algona, Iowa, United States","125656415140",,"600","US $600.00US $2,000.00","bigkscollectibles",,"","2020 Select Yordan Alvarez Zebra Print Prizm SSSP BGS 9.5 #154 POP 1 RARE!!!","Sports Trading Card",,"https://www.ebay.com/itm/125656415140",,,"Ships from United States",,,,,
,,,,,"Toledo, Ohio, United States","255871075560",,"0.99","US $0.99US $2,000.00","briadeige0",,"","2020 Prizm Blue Fast Break Disco /175 Anthony Edwards PSA 8 NMT Rookie RC","Sports Trading Card",,"https://www.ebay.com/itm/255871075560",,,"Ships from United States",,,,,
,,,,,"Caldwell, Idaho, United States","275502890788",,"2000","US $2,000.00","juspimp84",,"","Jude Bellingham Donruss 21-22 Road to Qatar Black Velocity 06/25 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/275502890788",,,"Ships from United States",,,,,
,,,,,"Los Angeles, California, United States","175245538827",,"2000","US $2,000.00","greenfankc",,"","2020 Bowman Chrome Brennen Davis Orange Refractor Auto 06/25 BGS 9.5 Gem Mint",,,"https://www.ebay.com/itm/175245538827",,,"Ships from United States","5 watchers",,,,
,,,,,"Dallas, Texas, United States","265408707101",,"2000","US $2,000.00","ddbbbb",,"","AARON RODGERS 2005 TOPPS FOOTBALL BLACK #431 BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/265408707101",,,"Ships from United States",,,,,
,,,,,"Arlington, Texas, United States","265993350150",,"2000","US $2,000.00","alotofrookies",,"","1971 Topps #156 Terry Bradshaw Rookie Card BGS BCCG 9 Near Mint+",,"Does Not Apply","https://www.ebay.com/itm/265993350150",,,"Ships from United States",,,,,
,,,,,"Los Angeles, California, United States","175385800781",,"2000","US $2,000.00","bullpen",,"","2019-20 Clearly Donruss Ja Morant Holo Silver Rated Rookie Auto /10 BGS 8","Sports Trading Card",,"https://www.ebay.com/itm/175385800781",,,"Ships from United States","6 watchers",,,,
,,,,,"NJ, United States","325345888214",,"2000","US $2,000.00","x2drich2000",,"","1910 PC796 Eddie Plank - SGC 1","n/a",,"https://www.ebay.com/itm/325345888214",,,"Ships from United States",,,,,
,,,,,"Santa Ana, California, United States","185659389128",,"2000","US $2,000.00","vavas101",,"","2019 DONRUSS OPTIC BASEBALL AARON JUDGE RATED ROOKIE 9.5 WITH A 10 SUB","Sports Trading Card",,"https://www.ebay.com/itm/185659389128",,,"Ships from United States",,,,,
