"available","availableText","brand","ean","endedDate","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2","whyToBuy/3","whyToBuy/4","whyToBuy/5"
,,,,,"Miami, Florida, United States","155120775876",,"2999.99","US $2,999.99","thebizcards",,"","Patrick Mahomes 2020 Panini Optic Downtown Miami Superbowl PSA 10 SP Chiefs","Sports Trading Card",,"https://www.ebay.com/itm/155120775876",,,"Ships from United States",,,,,
,,,,,"Vashon, Washington, United States","403838623833",,"2999.99","US $2,999.99","junkwaxmaster",,"","2012 Topps Triple Threads Unity Relics GOLD Mike Trout BGS 9 SSP /9",,,"https://www.ebay.com/itm/403838623833",,,"Ships from United States",,,,,
,,,,,"Temecula, California, United States","255543508584",,"2999.99","US $2,999.99","legendsandlegacies",,"","2016 Bowman Chrome Draft Pick RC Auto Gavin Lux Orange Refractor #/25 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/255543508584",,,"Ships from United States","6 watchers",,,,
,,,,,"Platte, South Dakota, United States","255836767097",,"2999.99","US $2,999.99","tomtombigone",,"","1999 Kevin Garnett Fleer Ultra Millennium Men PSA 10 005/100 Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/255836767097",,,"Ships from United States","14 watchers",,,,
,,,,,"DeKalb, Illinois, United States","234631116418",,"2999.99","US $2,999.99","ccautographs",,"","Kevin Durant Signed 2007-08 Topps Rookie Card PSA 10 Gem Mt Auto #2 RC Grade","Sports Trading Card",,"https://www.ebay.com/itm/234631116418",,,"Ships from United States","5 watchers",,,,
,,,,,"Corpus Christi, Texas, United States","114315533424",,"2999.99","US $2,999.99","cardmarketempire1",,"","2019-20 Sekou Doumbouya BGS 9.5 Panini Prizm Orange Rookie Rc #26/49 Huge Subs",,"Does not apply","https://www.ebay.com/itm/114315533424",,,"Returns accepted","Ships from United States","5 watchers",,,
,,,,,"Mechanicsburg, Pennsylvania, United States","144563958675",,"3000","US $3,000.00","smoltech",,"","2021 Topps Sapphire Formula 1 Lewis Hamilton PSA 10 POP 1 Ferris Wheel #56","Sports Trading Card","Does Not Apply","https://www.ebay.com/itm/144563958675",,,"Ships from United States","16 watchers",,,,
,,,,,"Tenafly, New Jersey, United States","113985027313",,"2999.99","US $2,999.99","yyuuff",,"","2014 Bowman Chrome Michael Conforto Auto RC BGS 9.5.10 Blue Wave /10 SSP Gem!!!","Sports Trading Card","Does not apply","https://www.ebay.com/itm/113985027313",,,,,,,,
,,,,,"New York, New York, United States","234523065389",,"3000","US $3,000.00","ca.crds",,"","2016 Bowman Chrome Draft Jesus Luzardo Red Wave Refractor BGS 9 10 Auto /5","Sports Trading Card",,"https://www.ebay.com/itm/234523065389",,,,,,,,
,,,,,"North Bay, Ontario, Canada","165639068070",,"2999.99","US $2,999.99","ultsportscards",,"","1986 1986-87 FLEER MICHAEL JORDAN BGS AUTHENTIC ROOKIE ALTERED #57 BULLS","Sports Trading Card",,"https://www.ebay.com/itm/165639068070",,,"5 watchers",,,,,
,,,,,"DeKalb, Illinois, United States","234631109187",,"2999.99","US $2,999.99","ccautographs",,"","Kirill Kaprizov Signed 2020-21 Upper Deck Young Guns Rookie PSA 10 Auto Gem #451","Sports Trading Card",,"https://www.ebay.com/itm/234631109187",,,"Ships from United States",,,,,
,,,,,"Elizabeth, New Jersey, United States","363593360338",,"2999.99","US $2,999.99","rav_cards",,"","Patrick Pat Mahomes II 2018 Panini Encased ON CARD AUTO /25 KC Chiefs BGS 9.5/10","Sports Trading Card",,"https://www.ebay.com/itm/363593360338",,,"Ships from United States","26 watchers",,,,
,,,,,"Sterling, Virginia, United States","274506568923",,"2999.99","US $2,999.99","reprsntdc",,"","2012 Select In Flight Anthony Davis ROOKIE Silver Prizms RC #21/25 BGS 10 (P)",,,"https://www.ebay.com/itm/274506568923",,,"Ships from United States",,,,,
,,,,,"Elizabeth, New Jersey, United States","363741090487",,"2999.99","US $2,999.99","rav_cards",,"","Vladimir Guerrero Jr 2019 Topps Chrome Sapphire ROOKIE AUTO RC BGS 9.5/10 RARE!!","Sports Trading Card",,"https://www.ebay.com/itm/363741090487",,,"Ships from United States","16 watchers",,,,
,,,,,"Gwangju, Jeollanam-do, Korea, South","165796700954",,"3000","US $3,000.00","nba_jeffrey23",,"","🔥 KOBE BRYANT 2015-16 Panini Luxe Framed Auto Ruby /25 PSA AUTHENTIC-AUTO 9 🔥","Sports Trading Card",,"https://www.ebay.com/itm/165796700954",,,"9 watchers",,,,,
,,,,,"Royse City, Texas, United States","174814880104",,"2999.99","US $2,999.99","jefftlarson",,"","2018-19 Chronicles Phoenix TRAE YOUNG GOLD  /10 Rookie RC PSA 10 GEM MINT Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/174814880104",,,"Ships from United States",,,,,
,,,,,"Huntington Beach, California, United States","203288857747",,"2999.99","US $2,999.99","absportsmemorabiliaoc",,"","1955 Topps #50 Jackie Robinson GAI 6.5 Dodgers Hof'er $2,999.99","Sports Trading Card",,"https://www.ebay.com/itm/203288857747",,,"Ships from United States",,,,,
,,,,,"Beaumont, Texas, United States","275400586934",,"3000","US $3,000.00","cardzindex",,"","2021 PANINI PLAYOFF JOSH ALLEN GAMEDAY SIGNATURES AUTO /10 PSA 10 BILLS","Sports Trading Card",,"https://www.ebay.com/itm/275400586934",,,"Ships from United States",,,,,
,,,,,"Portland, Maine, United States","374322935136",,"2999.99","US $2,999.99","donscards7",,"","PSA 2   T206  Carolina Brights   Red Murray  Batting    Wet Ink Transfer on back","Sports Trading Card",,"https://www.ebay.com/itm/374322935136",,,"Returns accepted","Ships from United States","9 watchers",,,
,,,,,"Portland, Maine, United States","374322935899",,"2999.99","US $2,999.99","donscards7",,"","PSA 2   T206  Carolina Brights   Ira Thomas    ( POP 6)  Tough Card","Sports Trading Card",,"https://www.ebay.com/itm/374322935899",,,"Returns accepted","Ships from United States","6 watchers",,,
,,,,,"Las Vegas, Nevada, United States","195245660793",,"2999.99","US $2,999.99","us_sellu",,"","1/1 PSA 9 SUPERFRACTOR GREG JONES 2019 BOWMANS BEST OF 19 AUTO X RC","Sports Trading Card",,"https://www.ebay.com/itm/195245660793",,,"Ships from United States",,,,,
,,,,,"Coon Rapids, Iowa, United States","294890652945",,"3000","US $3,000.00","coryscards",,"","2003 Bazooka LEBRON JAMES Rookie Cleveland Cavaliers PSA 10 - Low Pop GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/294890652945",,,"Ships from United States","6 watchers",,,,
,,,,,"Tampa, Florida, United States","185405591253",,"2999.99","US $2,999.99","mojosportscardtraditions",,"","1994 ALEX RODRIGUEZ SP Holoview Red Diecut Rookie Rc #33 PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/185405591253",,,"Returns accepted","Ships from United States","11 watchers",,,
,,,,,"Eden Prairie, Minnesota, United States","144438181960",,"3000","US $3,000.00","thomas1980-2",,"","2020 Bowman's Best Green Refractor Jasson Dominguez /99 Auto RC SGC 10 10 AUTO","Sports Trading Card",,"https://www.ebay.com/itm/144438181960",,,"Ships from United States",,,,,
,,,,,"Charlotte, North Carolina, United States","193827066770",,"2999.99","US $2,999.99","nixtixplus",,"","2017-18 Donruss Optic Holo Prizm #198 Jayson Tatum RC Rookie PSA 10 CELTICS","Sports Trading Card",,"https://www.ebay.com/itm/193827066770",,,"Ships from United States",,,,,
,,,,,"Fresh Meadows, New York, United States","224406268683",,"3000","US $3,000.00","idkuwannabuyit",,"","2007-08 TOPPS ECHELON #74 KEVIN DURANT RC ROOKIE CARD /999 BGS 9 MINT! LOW POP!","Sports Trading Card",,"https://www.ebay.com/itm/224406268683",,,"Ships from United States",,,,,
,,,,,"Midvale, Utah, United States","334545359426",,"3000","US $3,000.00","oddhall711",,"","1976 O-Pee-Chee Dennis Eckersley PSA 9 RC POP 16 Look at Pop vs Topps RC Only 16","Sports Trading Card",,"https://www.ebay.com/itm/334545359426",,,"Ships from United States","7 watchers",,,,
,,,,,"Wales, Wisconsin, United States","144664820292",,"2999.99","US $2,999.99","sportskid3",,"","1999 SPX Winning Materials Auto Patch 23/80 Jerry Rice BGS 9.5 49ers","Sports Trading Card",,"https://www.ebay.com/itm/144664820292",,,"Ships from United States","16 watchers",,,,
,,,,,"Suffolk, Virginia, United States","354140077564",,"3000","US $3,000.00","chiefdigger36",,"","2020 Panini Prizm Justin Herbert Instant Impact insert PSA 10 (POP 5).","Sports Trading Card",,"https://www.ebay.com/itm/354140077564",,,"Ships from United States",,,,,
,,,,,"Warren, Pennsylvania, United States","184974158341",,"2999.99","US $2,999.99","jimallen",,"","1987 FLEER  #  59  MICHAEL JORDAN  HOF  CHICAGO BULLS  PSA  9  MINT","Sports Trading Card",,"https://www.ebay.com/itm/184974158341",,,"Longtime member",,,,,
,,,,,"Miami, Florida, United States","155144268163",,"2999.99","US $2,999.99","thebizcards",,"","2021 Panini Donruss Optic Football Downtown Dan Marino 21/25 SGC 10 💎","Sports Trading Card",,"https://www.ebay.com/itm/155144268163",,,"Ships from United States",,,,,
,,,,,"Alamogordo, New Mexico, United States","204058777345",,"2999.99","US $2,999.99","bbarnbrugge",,"","2021 Bowman Chrome Carlos Colmenarez Auto Orange Refractor 25/25  BGS 9.5 / 10","Sports Trading Card",,"https://www.ebay.com/itm/204058777345",,,"Ships from United States","12 watchers",,,,
,,,,,"Visalia, California, United States","374114486024",,"3000","US $3,000.00","frleyen_0",,"","2020 select jonathan taylor 4/10 field level gold PSA 10 🔥Colts🔥","Sports Trading Card",,"https://www.ebay.com/itm/374114486024",,,"Ships from United States","14 watchers",,,,
,,,,,"Holmdel, New Jersey, United States","334352253994",,"2999.99","US $2,999.99","sigpullsandcollectibles",,"","2020-21 Panini Select Cole Anthony Tiger Stripe Prizm Premier Level PSA 10 #177","Sports Trading Card",,"https://www.ebay.com/itm/334352253994",,,"Ships from United States",,,,,
,,,,,"Maple Plain, Minnesota, United States","333591358475",,"2999.99","US $2,999.99","vintagesnowmobiles",,"","SHAQUILLE O'NEAL 1994 FINEST REFRACTOR W/COATING #32 PSA 9 MAGIC HOF (427)",,"Does not apply","https://www.ebay.com/itm/333591358475",,,"Returns accepted","Ships from United States","7 watchers",,,
,,,,,"Norman, Oklahoma, United States","275530260021",,"2999.99","US $2,999.99","lxixme17",,"","JOSH ALLEN 2018 Prizm Rookie #205 Hyper Prizms SP #/275 Buffalo Bills BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/275530260021",,,"Returns accepted","Ships from United States",,,,
,,,,,"Conroe, Texas, United States","175522588392",,"3000","US $3,000.00","sthe_8906",,"","PSA 10 JULIO RODRIGUEZ AUTO 2019 Bowman Chrome Autograph Rookie Card RC GEM MINT","Sports Trading Card","Does not apply","https://www.ebay.com/itm/175522588392",,,"Ships from United States",,,,,
,,,,,"Bakersfield, California, United States","134318285821",,"3000","US $3,000.00","mantonson_cards",,"","2021 Panini Encased Justin Fields Rookie Endorsements Ruby /15 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/134318285821",,,"Ships from United States",,,,,
,,,,,"New York, New York, United States","354435795281",,"2999.99","US $2,999.99","sensiblesweatersoccer",,"","2019 Panini Fussball Bundesliga ERLING HAALAND RC Rookie 1st Edition PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/354435795281",,,"Ships from United States",,,,,
,,,,,"Exeter, New Hampshire, United States","115632621762",,"3000","US $3,000.00","bbhc30",,"","Alexander Ovechkin 2005-06 UD Young Guns NLG 9.5 Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/115632621762",,,"Ships from United States",,,,,
,,,,,"Cave Creek, Arizona, United States","265305030674",,"2999.99","US $2,999.99","autographs-for-sale",,"","2010 Playoff Contenders 229 Rob Gronkowski Blue Jersey Autograph PSA 10 10",,"Does Not Apply","https://www.ebay.com/itm/265305030674",,,"Ships from United States",,,,,
,,,,,"Castle Rock, Colorado, United States","374247064375",,"3000","US $3,000.00","jamacd5422",,"","Josh Allen Black Friday Auto RC, SGC 9.5, POP 1 None Higher!!! 🔥🔥🔥","Sports Trading Card",,"https://www.ebay.com/itm/374247064375",,,,,,,,
,,,,,"Gwangju, Jeollanam-do, Korea, South","165525465124",,"3000","US $3,000.00","nba_jeffrey23",,"","James Wiseman 💥 2020 NT Horizontal Patch Auto #124 RPA 5/75 PSA 8 💥 Rookic RC","Sports Trading Card","Does Not Apply","https://www.ebay.com/itm/165525465124",,,"15 watchers",,,,,
,,,,,"Bridgeport, Pennsylvania, United States","195462609427",,"2999.99","US $2,999.99","tmarch76",,"","1911 Boys Friend #1 Jack Johnson Famous Boxer series SGC 4 Only 1 Higher","Sports Trading Card","Does not apply","https://www.ebay.com/itm/195462609427",,,"Returns accepted","Ships from United States",,,,
,,,,,"Bridgeport, Pennsylvania, United States","204147847984",,"2999.99","US $2,999.99","tmarch76",,"","1964 Bobbie Bubble Gum #54 Joe Frazier Rookie SGC 6 EX/MT POP 3 Only 1 Higher","Sports Trading Card","Does not apply","https://www.ebay.com/itm/204147847984",,,,,,,,
,,,,,"Holland, Michigan, United States","155301411417",,"3000","US $3,000.00","twenty3baseball",,"SUPERFRACTOR MASTERPIECE 1 of 1 BROWNS","2018 SPECTRA RISING ROOKIE BAKER MAYFIELD TAG PATCH SHIELD GOLD VINYL 1/1 RC","Sports Trading Card",,"https://www.ebay.com/itm/155301411417",,,"Ships from United States",,,,,
,,,,,"New Iberia, Louisiana, United States","313413640174",,"3000","US $3,000.00","jerco_4329",,"","2000 Skybox Impact #27 Tom Brady PSA 10 GEM MINT New England Patriots RC Rookie","Sports Trading Card",,"https://www.ebay.com/itm/313413640174",,,"Returns accepted","Ships from United States","12 watchers",,,
,,,,,"Maple Plain, Minnesota, United States","333595513521",,"2999.99","US $2,999.99","vintagesnowmobiles",,"","2012 LEBRON JAMES #161 PANINI CRUSADE GREEN PRIZM REFRACTOR   /25 PSA 9 POP 1",,,"https://www.ebay.com/itm/333595513521",,,"Returns accepted","Ships from United States","10 watchers",,,
,,,,,"Minneapolis, Minnesota, United States","144849788359",,"2999.99","US $2,999.99","gretbr78",,"","2017 National Treasures #30 Aaron Judge 1/5 BGS 9/10 Auto Materials RC Rookie","Sports Trading Card",,"https://www.ebay.com/itm/144849788359",,,"Ships from United States",,,,,
,,,,,"Saint Paul, Minnesota, United States","134361468108",,"2999.99","US $2,999.99","daevoo69",,"","2021 Select Ja'Marr Chase Tie-Dye Prizm Rookie Sig Auto RC PSA 10/DNA 10 Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/134361468108",,,"Ships from United States",,,,,
,,,,,"Charlotte, North Carolina, United States","224273820048",,"2999.99","US $2,999.99","one-of-one-collectibles",,"","2018 Panini The National VIP Red Wave Luka Doncic ROOKIE RC  /25 PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/224273820048",,,"Ships from United States","11 watchers",,,,
,,,,,"Bonners Ferry, Idaho, United States","225247247163",,"2999.99","US $2,999.99","allnbarookies",,"","2018-19 Donruss Optic Blue Michael Porter Jr. RC Rookie #06/49 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/225247247163",,,"Ships from United States",,,,,
,,,,,"Overland Park, Kansas, United States","234692201850",,"2999.99","US $2,999.99","jathom-7792",,"","2013 Panini Spectra Travis Kelce Rookie Patch Auto Gold /10 RC #194 - BGS 9/10","Sports Trading Card",,"https://www.ebay.com/itm/234692201850",,,"Ships from United States","5 watchers",,,,
,,,,,"South Houston, Texas, United States","334500491341",,"3000","US $3,000.00","t.1771",,"","2016 Select XRC Christian McCaffrey Gold 02/10 BGS 9.5 Carolina Panthers 2017 RC","Sports Trading Card","Does not apply","https://www.ebay.com/itm/334500491341",,,"Ships from United States",,,,,
,,,,,"Point Roberts, Washington, United States","233927696910",,"2999.99","US $2,999.99","faded217",,"","Zion Willamson Mosaic 2019-2020 Disco Silver Prizm #5 Pelicans PSA 10 GEM MT","Sports Trading Card",,"https://www.ebay.com/itm/233927696910",,,"Ships from United States",,,,,
,,,,,"Rancho Palos Verdes, California, United States","254716488225",,"2999.99","US $2,999.99","camscards6",,"","2016 Donruss Optic #135 Stephen Curry Orange #149/199 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/254716488225",,,"Ships from United States",,,,,
,,,,,"Crown Point, Indiana, United States","195343454431",,"2999.99","US $2,999.99","glscollectibles",,"","2005-06 Bowman Chrome Draft Picks DPP Kobe Bryant Xfractor #8/150 Jersey # PSA 9",,,"https://www.ebay.com/itm/195343454431",,,"Ships from United States",,,,,
,,,,,"Flemington, New Jersey, United States","114724754448",,"2999.99","US $2,999.99","zyx1808",,"","2017 Panini Prizm Silver Patrick Mahomes ROOKIE RC #269 PSA 9 Centered","Sports Trading Card",,"https://www.ebay.com/itm/114724754448",,,"Ships from United States","6 watchers",,,,
,,,,,"Busan, Korea, South","275384414958",,"2999.99","US $2,999.99","korea_y_shop",,"","2021 Topps Chrome VLADIMIR GUERRERO JR. SuperFractor Beisbol AUTO 1/1 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/275384414958",,,"19 watchers",,,,,
,,,,,"Busan, Korea, South","275384419818",,"2999.99","US $2,999.99","korea_y_shop",,"","2022 Topps Inceeption WANDER FRANCO Rookie Orange Auto #/25 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/275384419818",,,,,,,,
,,,,,"Agoura Hills, California, United States","115043832603",,"2999.99","US $2,999.99","tbe818",,"","2008-09 Topps T-51 Murad Russell Westbrook Rookie RC Auto Pristine BGS 10/10","Sports Trading Card",,"https://www.ebay.com/itm/115043832603",,,"Ships from United States",,,,,
,,,,,"Cypress, Texas, United States","185578923697",,"2999.99","US $2,999.99","michaeyeage2",,"","RONALD ACUNA JR 2018 TOPPS UPDATE SILVER 1983 CHROME RED REFRACTOR RC #'d /5!!!","Sports Trading Card",,"https://www.ebay.com/itm/185578923697",,,,,,,,
,,,,,"Richboro, Pennsylvania, United States","393628850347",,"2999.99","US $2,999.99","sportsd18",,"","Lebron James 2016-17 Optic Orange /199 Bgs 9.5 Gem Mint 15","Sports Trading Card",,"https://www.ebay.com/itm/393628850347",,,"Ships from United States",,,,,
,,,,,"San Luis Obispo, California, United States","175415635716",,"2999.99","US $2,999.99","youngs.cards",,"","MOOKIE BETTS 2014 Bowman Chrome Prospect Red Sox Autograph Pristine BGS 10 🔥📈","Sports Trading Card",,"https://www.ebay.com/itm/175415635716",,,"Ships from United States",,,,,
,,,,,"Winthrop, Massachusetts, United States","255488438108",,"2999.99","US $2,999.99","bostonsportscollect-jim",,"","Justin Herbert Signed 2020 Prizm Red Wave RC 38/149 Beckett Witnessed Auto 10","Sports Trading Card",,"https://www.ebay.com/itm/255488438108",,,"Ships from United States",,,,,
,,,,,"Rancho Palos Verdes, California, United States","253814771557",,"2999.99","US $2,999.99","camscards6",,"","1990 Topps Tiffany #414 Frank Thomas BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/253814771557",,,"Ships from United States","21 watchers",,,,
,,,,,"Oak Harbor, Washington, United States","294864731039",,"2999.99","US $2,999.99","the_collectors_collections",,"","2012 Bowman Sterling Blue Refractors #BSARRW Russell Wilson JSY AU 43/99 Mint!","Sports Trading Card",,"https://www.ebay.com/itm/294864731039",,,"Ships from United States",,,,,
,,,,,"Tarzana, California, United States","203869381384",,"2999.99","US $2,999.99","cardboardfanatic",,"","JOSH GIDDEY 2021-22 NBA Hoops HOT SIGNATURES RED AUTO 10 BGS 9.5 GEM MINT #3/25","Sports Trading Card",,"https://www.ebay.com/itm/203869381384",,,"Ships from United States",,,,,
,,,,,"Oak Harbor, Washington, United States","294864810283",,"2999.99","US $2,999.99","the_collectors_collections",,"","2012 Panini Contenders #225A Russell Wilson AU/550* RC PSA Mint 9","Sports Trading Card",,"https://www.ebay.com/itm/294864810283",,,"Ships from United States",,,,,
,,,,,"Oak Harbor, Washington, United States","294864773839",,"2999.99","US $2,999.99","the_collectors_collections",,"","2012 Topps Strata Clear Cut RC Relic Auto Red Patch #CCARRW Russell Wilson 9Mint","Sports Trading Card",,"https://www.ebay.com/itm/294864773839",,,"Ships from United States",,,,,
,,,,,"Seoul, Korea, South","385236617076",,"2999.99","US $2,999.99","sportscardcenter_kr",,"","2020-21 PANINI RECON STEPHEN CURRY EYES ON THE PRIZE GREEN /5 PSA 10 GEM MINT",,,"https://www.ebay.com/itm/385236617076",,,,,,,,
,,,,,"Lewiston, New York, United States","304112725777",,"2999.99","US $2,999.99","3jrf.collection",,"","2021 Bowman Chrome Green Sapphire  Auto Yoelqui Cespedes White Sox #/50 PSA 9","Sports Trading Card","Does not apply","https://www.ebay.com/itm/304112725777",,,"Ships from United States",,,,,
,,,,,"Parrish, Florida, United States","255327174906",,"2999.99","US $2,999.99","cashisking24",,"","🔥TOM BRADY 2004 BOWMAN’S BEST GREEN REFRACTOR HGA 9.5 GEM MT #d/499! SSP🔥",,,"https://www.ebay.com/itm/255327174906",,,"Ships from United States",,,,,
,,,,,"San Diego, California, United States","275468099175",,"2999.99","US $2,999.99","bargainhuntersthriftstore",,"","2020 Panini Instant Prime Cuts Jalen Hurts 1/1 Autograph Rookie Football Card RC","Sports Trading Card",,"https://www.ebay.com/itm/275468099175",,,"Returns accepted","Ships from United States",,,,
,,,,,"Middleboro, Massachusetts, United States","334083902292",,"2999.99","US $2,999.99","508sportscardsandkicks",,"","MICHAEL JORDAN 1996-97 BOWMANS BEST HONOR ROLL ATOMIC REFRACTOR # HR 2 BGS!","Sports Trading Card",,"https://www.ebay.com/itm/334083902292",,,"Ships from United States","14 watchers",,,,
,,,,,"New York, New York, United States","125260915446",,"2999.99","US $2,999.99","19th-hole",,"","2020 panini optic #151 joe burrow rc; silver holo rookie auto prizm /149 PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/125260915446",,,"Ships from United States","7 watchers",,,,
,,,,,"Rancho Palos Verdes, California, United States","254814515757",,"2999.99","US $2,999.99","camscards6",,"","2003-04 Topps Basketball Rookie #221 LeBron James PSA 7",,,"https://www.ebay.com/itm/254814515757",,,"Ships from United States",,,,,
,,,,,"Belvidere, New Jersey, United States","313844645201",,"2999.99","US $2,999.99","saccwolves",,"","2021 Topps Chrome MLS- CADEN CLARK #115 Sapphire Edition Purple 2/10 PSA 9 Mint","Sports Trading Card",,"https://www.ebay.com/itm/313844645201",,,"Returns accepted","Ships from United States","6 watchers",,,
,,,,,"Reston, Virginia, United States","175253200666",,"2999.99","US $2,999.99","shag_2515",,"","🔥2021 Panini Spectra 204 Trey Lance Patch Autograph-Wave🔥 PSA 9  POP 1","Sports Trading Card",,"https://www.ebay.com/itm/175253200666",,,"Ships from United States",,,,,
,,,,,"tochigi, Japan","175424867671",,"2999.99","US $2,999.99","soujya",,"","PSA10 2014 BBM THE CHAMP 2 RC ROOKIE + THE CHAMP 3 NAOYA INOUE JAPAN.","Sports Trading Card",,"https://www.ebay.com/itm/175424867671",,,,,,,,
,,,,,"Middlebury, Connecticut, United States","225215242524",,"2999.99","US $2,999.99","brooklyn_nets",,"","2020 Panini Prizm Joe Burrow Green Scope #/75 SSP Auto Rookie Card Bengals PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/225215242524",,,"Ships from United States","6 watchers",,,,
,,,,,"Rancho Palos Verdes, California, United States","254814512558",,"2999.99","US $2,999.99","camscards6",,"","2014 Topps Update Gold Rookie #US-26 Mookie Betts No 588 of 2014 PSA 9",,,"https://www.ebay.com/itm/254814512558",,,"Ships from United States",,,,,
,,,,,"Miami, Florida, United States","265372910150",,"2999.99","US $2,999.99","blacklabelsports",,"","2018 Bowman Chrome Yordan Alvarez Auto Blue Refractor BGS 9.5 True Gem","Sports Trading Card",,"https://www.ebay.com/itm/265372910150",,,"Ships from United States","7 watchers",,,,
,,,,,"Cave Creek, Arizona, United States","255191764727",,"2999.99","US $2,999.99","autographs-for-sale",,"","1991 Proline Portraits Bill Belichick Autograph PSA Auto 10",,"Does Not Apply","https://www.ebay.com/itm/255191764727",,,"Ships from United States","11 watchers",,,,
,,,,,"Canton, Michigan, United States","284382892333",,"2999.99","US $2,999.99","trustme911",,"","2013 Panini Prizm Giannis Antetokounmpo ROOKIE RC #290 PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/284382892333",,,"Ships from United States",,,,,
,,,,,"Pearl City, Hawaii, United States","144518676909",,"2999.99","US $2,999.99","sinisterstuffs",,"","Ja Morant 2019 Select #72 Light Blue Prizm /299 Rookie RC PSA 10 Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/144518676909",,,"Ships from United States","33 watchers",,,,
,,,,,"Brooklyn, New York, United States","275513902748",,"2999.99","US $2,999.99","top5sports",,"","2019 CERTIFIED MIRROR CAMO GRAFFITI /25 JA MORANT RC BGS 9.5 TRUE GEM","Sports Trading Card",,"https://www.ebay.com/itm/275513902748",,,"Ships from United States",,,,,
,,,,,"Pearl City, Hawaii, United States","144781435728",,"2999.99","US $2,999.99","sinisterstuffs",,"","2020 Leaf Metal Draft Joe Burrow Green Wave RC /5 PSA/DNA 10 AUTO 10 (POP 1)","Sports Trading Card",,"https://www.ebay.com/itm/144781435728",,,"Ships from United States",,,,,
,,,,,"Milwaukee, Wisconsin, United States","274810750949",,"2999.99","US $2,999.99","ds*cards",,"","LUKA DONCIC 2018-19 Donruss Optic The Rookies Red Prizm #83/99 PSA 9, HOT STAR",,,"https://www.ebay.com/itm/274810750949",,,"Ships from United States",,,,,
,,,,,"Huntington Beach, California, United States","373993796655",,"2999.99","US $2,999.99","surfcitycards",,"","2009-10 Prestige STEPHEN CURRY Rookie #230 Bonus Shots Orange #24/300 PSA 9",,,"https://www.ebay.com/itm/373993796655",,,"Returns accepted","Ships from United States",,,,
,,,,,"San Francisco, California, United States","304610957092",,"2999.99","US $2,999.99","cardboardheroes88",,"","2015-16 Court Kings LEBRON JAMES Swagger Sapphire /25 BGS 9.5 Gem Mint POP 3","Sports Trading Card",,"https://www.ebay.com/itm/304610957092",,,"Ships from United States","11 watchers",,,,
,,,,,"Rancho Palos Verdes, California, United States","254883534697",,"2999.99","US $2,999.99","camscards6",,"","2016-17 Panini Revolution Galactic Rookie #118 Brandon Ingram BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/254883534697",,,"Ships from United States","5 watchers",,,,
,,,,,"Los Angeles, California, United States","115540229577",,"2999.99","US $2,999.99","atscards",,"","RAFAEL DEVERS 2018 Topps Chrome GOLD Refractor # 25 Boston Red Sox RC /50 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/115540229577",,,"Ships from United States",,,,,
,,,,,"Columbus, Ohio, United States","224911389202",,"2999.99","US $2,999.99","collectbigrookies",,"","2015 Bowman Chrome Xfractor / Fractor RC 3/10 Jersey# 1/1 BGS 9.5 Jameis Winston","Sports Trading Card",,"https://www.ebay.com/itm/224911389202",,,"Ships from United States",,,,,
,,,,,"Huntington Beach, California, United States","374329018592",,"2999.99","US $2,999.99","surfcitycards",,"","2009-10 Rookies & Stars STEPHEN CURRY Freshman Orientation #186/299 PSA 9 Pop 4",,,"https://www.ebay.com/itm/374329018592",,,"Returns accepted","Ships from United States",,,,
,,,,,"Huntington Beach, California, United States","394311935401",,"2999.99","US $2,999.99","surfcitycards",,"","2009 Bowman Sterling MIKE TROUT Prospects Trading Card AUTO #bsp-mt PSA 9",,,"https://www.ebay.com/itm/394311935401",,,"Ships from United States",,,,,
,,,,,"Forney, Texas, United States","144696945099",,"2999.99","US $2,999.99","brazosbulldog17",,"","2011 UPPER DECK WORLD OF SPORTS MIA HAMM BRANDI CHASTAIN ABBY WAMBACH AUTO PSA 9","Sports Trading Card","Does not apply","https://www.ebay.com/itm/144696945099",,,"Ships from United States","9 watchers",,,,
