"available","availableText","brand","ean","endedDate","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2","whyToBuy/3"
,,,,,"Live Oak, Florida, United States","203396961326",,"1000","US $1,000.00","help77",,"","2003 - 2004 Topps Basketball Factory Set Open! LeBron James Graded!","Sports Trading Card",,"https://www.ebay.com/itm/203396961326",,,"Ships from United States",,,
,,,,,"Lenoir City, Tennessee, United States","175118607009",,"999.99","US $999.99","gamemantn",,"","JOE MONTANA 1981 TOPPS #216 RC ROOKIE CARD SAN FRANCISCO 49ERS HGA 8.5 NM-MT+","Sports Trading Card",,"https://www.ebay.com/itm/175118607009",,,"Ships from United States",,,
,,,,,"Ely, Iowa, United States","204157562451",,"999.99","US $999.99","svcc42",,"","2020 Panini Absolute Joe Burrow Rookie Auto Spectrum Orange /35 #158 SGC 9.5","Sports Trading Card",,"https://www.ebay.com/itm/204157562451",,,"Ships from United States",,,
,,,,,"Atlanta, Georgia, United States","393338628703",,"999.99","US $999.99","abacicedar",,"","1992 Donruss Elite Signature Cal Ripken Jr. #S2 BGS 9 Auto 9","Sports Trading Card",,"https://www.ebay.com/itm/393338628703",,,"Returns accepted","Ships from United States","28 watchers",
,,,,,"Waco, Texas, United States","374355395576",,"999.99","US $999.99","brentbanks",,"","1992 Pro Bowl AUTO Program Signed Emmitt Smith Barry Sanders Aikman Rice 30 Sigs",,,"https://www.ebay.com/itm/374355395576",,,"Ships from United States",,,
,,,,,"Quebec, Quebec, Canada","304352667054",,"999.99","US $999.99","ckb_collections",,"","2021 Donruss Rated Rookie Portrait Studio Series Ja'Marr Chase /100 SGC 10","Sports Trading Card",,"https://www.ebay.com/itm/304352667054",,,,,,
,,,,,"Dayton, Ohio, United States","224325143970",,"999","US $999.00","wfpcollects",,"","2018 Panini Prizm SILVER Lot x 3 - COLLIN SEXTON - PSA 9 MINT",,,"https://www.ebay.com/itm/224325143970",,,"Ships from United States",,,
,,,,,"Aurora, Ontario, Canada","115280561855",,"1349.9","C $1,349.90","jakmorelan-0",,"","2017 Topps Chrome UFC - #17 Arianny Celeste Red Refractor (/5) MNT Graded MINT 9","Sports Trading Card",,"https://www.ebay.com/itm/115280561855",,,,,,
,,,,,"Manchester, New Hampshire, United States","115411309656",,"999.99","US $999.99","captain.lou",,"","MANNING, MARINO, BRADY, ELWAY 2016 Nat Trea NFL GEAR QUADS SN# 24/25 PSA 10 MINT","Sports Trading Card",,"https://www.ebay.com/itm/115411309656",,,"Ships from United States",,,
,,,,,"Spokane, Washington, United States","144729598995",,"1000","US $1,000.00","laggy311",,"","2021 Topps Update Jonathan India Rookie #86C-27 Auto /25 Orange *Graded PSA 9*","Sports Trading Card",,"https://www.ebay.com/itm/144729598995",,,"Returns accepted","Ships from United States",,
,,,,,"Elk Grove, California, United States","255825214027",,"1000","US $1,000.00","terriblepulls",,"","2021 Donruss Optic Football Jaylen Waddle Pink Velocity Auto 14/50 PSA 10",,,"https://www.ebay.com/itm/255825214027",,,"Ships from United States",,,
,,,,,"Tuckahoe, New York, United States","265815708367",,"1000","US $1,000.00","w.munny",,"","2017 Contenders Optic Legendary Auto 2/10 Calvin Johnson Psa 9","Sports Trading Card",,"https://www.ebay.com/itm/265815708367",,,"Ships from United States","5 watchers",,
,,,,,"Morrisville, Pennsylvania, United States","255636244277",,"999","US $999.00","excaddie",,"","2005 Topps #431 - Aaron Rodgers RC - PSA10 - GEM MINT - HoF","Sports Trading Card",,"https://www.ebay.com/itm/255636244277",,,"Ships from United States",,,
"3","3 available",,,,"Lynbrook, New York, United States","295321442093",,"999","US $999.00","lush1017",,"","YORDAN ALVAREZ 2019 Bowman Prospects Chrome Gem MT Psa 10 #123",,"Does not apply","https://www.ebay.com/itm/295321442093",,,"Ships from United States",,,
,,,,,"Morrisville, Pennsylvania, United States","255348571501",,"999","US $999.00","excaddie",,"","2017 Panini Prizm #203 - Cooper Cupp RC - Prizm - PSA10 - GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/255348571501",,,"Ships from United States",,,
,,,,,"McKees Rocks, Pennsylvania, United States","304103207360",,"999.95","US $999.95","sportscardsetcpgh",,"","2001-02 BAP Ultimate Mario Lemieux 500 Goal Scorers Autograph & Jersey Card 1/10",,,"https://www.ebay.com/itm/304103207360",,,"Returns accepted","Ships from United States",,
,,,,,"Bethlehem, Pennsylvania, United States","403763969843",,"1000","US $1,000.00","bro_neo0716",,"","2020 Select Prizm Zebra Die Cut #50 Jalen Hurts Rookie BGS 8.5 (9.5,9.5,10 Subs)","Sports Trading Card",,"https://www.ebay.com/itm/403763969843",,,"Ships from United States","6 watchers",,
,,,,,"Newton Upper Falls, Massachusetts, United States","194815628626",,"999.99","US $999.99","nineboard",,"","MARIO LEMIEUX SIGNED ROOKIE CARD 1985-86 TOPPS RC BAS BECKETT AUTHENTICATED SLAB","Sports Trading Card",,"https://www.ebay.com/itm/194815628626",,,"Ships from United States","12 watchers",,
,,,,,"Aliso Viejo, California, United States","403996275705",,"1000","US $1,000.00","bullmarket-tradingcards",,"","Zion Williamson 2019 Court Kings Rookie RC #105 PSA 10 Gem Mint Pelicans","Sports Trading Card",,"https://www.ebay.com/itm/403996275705",,,"Ships from United States",,,
,,,,,"Oviedo, Florida, United States","144713484092",,"999","US $999.00","danto8223",,"","Album Fifa World Cup Spain 82 - Good Condition And Completed In Colombia Edition","Sports Trading Card",,"https://www.ebay.com/itm/144713484092",,,"Ships from United States",,,
,,,,,"Lynnwood, Washington, United States","133590240764",,"999.99","US $999.99","kwijjr",,"","Josh Hart 17/18 National treasures auto patch RC #129 SN #07/10 BGS 9/10",,,"https://www.ebay.com/itm/133590240764",,,"Ships from United States","8 watchers",,
,,,,,"Oxnard, California, United States","325289203803",,"999","US $999.00","aburum",,"","Shaq! 1994 Finest 280 Shaquille O'Neal w/Coating PSA 8 magic lakers nba legend","Sports Trading Card",,"https://www.ebay.com/itm/325289203803",,,"Ships from United States",,,
,,,,,"Bloomington, Illinois, United States","374396011002",,"999.99","US $999.99","goodbuycards_2014",,"","MICHAEL JORDAN 1997-98 FLEER ULTRA GOLD MEDALLION CARD #23G GRADED 9.5 MINT PLUS","Sports Trading Card",,"https://www.ebay.com/itm/374396011002",,,"Returns accepted","Ships from United States",,
,,,,,"Rowlett, Texas, United States","154997985313",,"999.99","US $999.99","ac051979",,"","Luka Doncic 2018 Panini Prizm Luck of the Lottery Rookie #3 PSA 10 Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/154997985313",,,"Ships from United States",,,
"3","3 available",,,,"Scottsdale, Arizona, United States","133906067373",,"999.99","US $999.99","presspasscollectibles","1","","Lakers Magic Johnson Authentic Signed 1986 Fleer #53 Card Auto 10! BAS Slabbed",,,"https://www.ebay.com/itm/133906067373",,,"Returns accepted","Ships from United States",,
,,,,,"Tenafly, New Jersey, United States","115401803380",,"999.99","US $999.99","yyuuff",,"","2019 Topps Chrome ORANGE Refractor /25 Auto PSA 10 POP 3 Jeff McNeil RC Rookie","Sports Trading Card",,"https://www.ebay.com/itm/115401803380",,,"Ships from United States","5 watchers",,
,,,,,"Passaic, New Jersey, United States","384776198702",,"999.99","US $999.99","",,"PROBSTEIN123 is actively accepting CONSIGNMENTS !!","1980 Topps Pin-Ups Celtics Larry Bird RC Rookie PSA 9 POP 21 ONLY 3 Higher",,,"https://www.ebay.com/itm/384776198702",,,"Ships from United States","8 watchers",,
,,,,,"Saint Marys, Georgia, United States","314242102132",,"999.99","US $999.99","deepsouthcards",,"","2022 Red Spectra Malik Willis PSA 10 On Card Auto In The Zone 1 /25 Rookie Prizm","Sports Trading Card",,"https://www.ebay.com/itm/314242102132",,,,,,
"1","1 lot available (4 items per lot)",,,,"Redding, California, United States","154965580269",,"999.99","US $999.99","pioneerrufus",,"","4 PSA 10 LOT-Ronald Acuna Jr RC   2017 Bowman CHROME +PROSPECTS+MINOR + D. MOM",,,"https://www.ebay.com/itm/154965580269",,,"Ships from United States",,,
"3","3 available",,,,"Scottsdale, Arizona, United States","134332407990",,"999.99","US $999.99","presspasscollectibles",,"","Lakers Magic Johnson Authentic Signed 1986 Fleer #53 Card Auto 10! BAS Slabbed",,,"https://www.ebay.com/itm/134332407990",,,"Returns accepted","Ships from United States",,
,,,,,"Stanford, Kentucky, United States","195005067303",,"999.99","US $999.99","$guru$",,"","Patrick Mahomes II 2017 Panini The National Convention VIP RC #25 PSA 10 GEM MT","Sports Trading Card",,"https://www.ebay.com/itm/195005067303",,,,,,
,,,,,"West Palm Beach, Florida, United States","165744429555",,"999.99","US $999.99","stockviper",,"","1997-98 BOWMAN'S BEST PICKS REFRACTORS BP8 TIM DUNCAN BGS 9.5 GEM MINT SPURS RC","Sports Trading Card",,"https://www.ebay.com/itm/165744429555",,,"Ships from United States",,,
"3","3 available",,,,"Scottsdale, Arizona, United States","403996082867",,"999.99","US $999.99","presspasscollectibles",,"","Lakers Magic Johnson Signed 1986 Fleer #53 Card Auto 10! w/ Blue Sig BAS Slabbed",,,"https://www.ebay.com/itm/403996082867",,,"Returns accepted","Ships from United States",,
"1","1 available",,,,"Scottsdale, Arizona, United States","403481923095",,"999.99","US $999.99","presspasscollectibles","1","","Rockets Hakeem Olajuwon Signed 1986 Fleer Stickers #9 Card Auto 10! BAS Slabbed",,,"https://www.ebay.com/itm/403481923095",,,"Last item available","Returns accepted","Ships from United States",
,,,,,"Collinsville, Texas, United States","174374491909",,"995.95","US $995.95","regeli",,"","1967 Philadelphia Dan Reeves Rookie #58 PSA 7 Dallas Cowboys","Sports Trading Card","Does not apply","https://www.ebay.com/itm/174374491909",,,"Returns accepted","Ships from United States",,
,,,,,"Glendale, California, United States","334635623554",,"1000","US $1,000.00","lasportscardss",,"","2020-21 Topps Chrome UEFA Neon Green Refractor Pedri AUTO RC /99 Psa 8 Auto 10!","Sports Trading Card",,"https://www.ebay.com/itm/334635623554",,,"Ships from United States",,,
,,,,,"Pittsburgh, Pennsylvania, United States","325379178629",,"999.99","US $999.99","bmgcards",,"","1991 Bowman #569 Chipper Jones HOF PSA 10 DNA AUTO 10 Rookie RC","Sports Trading Card",,"https://www.ebay.com/itm/325379178629",,,"Ships from United States",,,
,,,,,"San Francisco, California, United States","224710985188",,"999.99","US $999.99","nicolescertifiedgems",,"","2020 Panini Diamond Kings Ronald Acuna Jr. SSP Downtown BGS 9.5 Gem Mint! Pop 3!","Sports Trading Card",,"https://www.ebay.com/itm/224710985188",,,"Ships from United States",,,
,,,,,"Scottsdale, Arizona, United States","403974816258",,"999.99","US $999.99","presspasscollectibles",,"","Magic Johnson & Larry Bird Signed 2013 Panini Preferred #8 Card Auto 10 BAS Slab",,,"https://www.ebay.com/itm/403974816258",,,"Returns accepted","Ships from United States",,
,,,,,"Stanford, Kentucky, United States","125281658683",,"999.99","US $999.99","$guru$",,"","Larry Bird 2013 Fleer Retro Ultra Star Power Supreme Die-Cut #8 PSA 9 MINT pop 1","Sports Trading Card",,"https://www.ebay.com/itm/125281658683",,,"Returns accepted","Ships from United States",,
,,,,,"Seattle, Washington, United States","304633313757",,"995.95","US $995.95","littleballer0187",,"","2020-21 Panini Mosaic Basketball #40 Ja Morant Genesis GEM MT PSA 10 🔥","Sports Trading Card",,"https://www.ebay.com/itm/304633313757",,,"Ships from United States","5 watchers",,
,,,,,"Seoul, Korea, South","304089560119",,"995.95","US $995.95","buybuymj",,"","2017-18 SELECT CONCOURSE PRIZM GREEN GIANNIS ANTETOKOUNMPO #5/5 PSA 9 MINT POP 1","Sports Trading Card",,"https://www.ebay.com/itm/304089560119",,,"6 watchers",,,
,,,,,"Seoul, Korea, South","304089569736",,"995.95","US $995.95","buybuymj",,"","2019-20 PANINI PRIZM CHOICE TIGER STRIPE GIANNIS ANTETOKOUNMPO SSP PSA 10 GEM","Sports Trading Card",,"https://www.ebay.com/itm/304089569736",,,"6 watchers",,,
,,,,,"West Jordan, Utah, United States","133845164937",,"999.95","US $999.95","all.business",,"","Peyton Manning BGS 9.5 Gem Mint 2015 Topps All Field Access Auto Autograph HOF🔥","Sports Trading Card",,"https://www.ebay.com/itm/133845164937",,,"Ships from United States",,,
,,,,,"Sarasota, Florida, United States","254862774785",,"999.97","US $999.97","gm_dakkak",,"","TIM DUNCAN 1997 TOPPS CHROME DESTINY ROOKIE CARD REFRACTOR #D8 GRADED PSA 9 MINT","Sports Trading Card",,"https://www.ebay.com/itm/254862774785",,,"Ships from United States",,,
,,,,,"Nixa, Missouri, United States","155034983862",,"999","US $999.00","chripatric_2",,"","POP 1 Beckett 9.5/10 KRIS BRYANT 2013 PANINI USA RC AUTO /25 RED INKS CHAMPION🔥",,,"https://www.ebay.com/itm/155034983862",,,"Ships from United States",,,
,,,,,"Baie-d'Urfe, Quebec, Canada","353990609608",,"1350","C $1,350.00","ramnorg0",,"","2005 Topps Aaron Rodgers Rookie card psa 10 Green Bay Packers","Sports Trading Card",,"https://www.ebay.com/itm/353990609608",,,,,,
,,,,,"United States, WA, United States","174988470129",,"999.99","US $999.99","noble_novelties_llc",,"","2019/20 OBSIDIAN RUI HACHIMURA RPA ROOKIE PATCH JERSEY AUTO RARE #/49 ! PSA 10",,,"https://www.ebay.com/itm/174988470129",,,"Ships from United States",,,
,,,,,"Seoul, Korea, South","303998793409",,"995.95","US $995.95","buybuymj",,"","1995-96 FINEST KEVIN GARNETT RC BGS 9.5 GEM MINT ULTRA RARELY SEEN W/ COATING","Sports Trading Card",,"https://www.ebay.com/itm/303998793409",,,,,,
,,,,,"Fort Wayne, Indiana, United States","225023673395",,"999.95","US $999.95","yesterdayskards",,"","1980 Topps Wayne Gretzky #182 NON Black PSA 8 Checklist Card NEWCASE LOWPOP RARE",,,"https://www.ebay.com/itm/225023673395",,,"Ships from United States",,,
,,,,,"Seoul, Korea, South","304089566907",,"995.95","US $995.95","buybuymj",,"","2019-20 DONRUSS OPTIC PRIZM WHITE SPARKLE GIANNIS ANTETOKOUNMPO SSP PSA 10 POP 6","Sports Trading Card",,"https://www.ebay.com/itm/304089566907",,,"5 watchers",,,
,,,,,"Knoxville, Iowa, United States","385149798286",,"1000","US $1,000.00","knoxvegas_sells",,"","2021 Panini Immaculate Collegiate Trevor Lawrence /10 PSA MINT 9","Sports Trading Card",,"https://www.ebay.com/itm/385149798286",,,,,,
,,,,,"Fort Wayne, Indiana, United States","225267455422",,"999.95","US $999.95","yesterdayskards",,"","2021 Topps Derek Jeter 1952 Retro 70 YRT Autographed 10 Yankees /10 card SGC 9",,,"https://www.ebay.com/itm/225267455422",,,"Ships from United States",,,
,,,,,"Bartlett, Illinois, United States","275274524617",,"999.99","US $999.99","lakastama",,"","2019 Panini Obsidian Chris Paul Atomic 1/10 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/275274524617",,,"Ships from United States",,,
,,,,,"Stephenville, Texas, United States","265596706439",,"999.99","US $999.99","cushlamila",,"","1982 Bears vs Lions 9/12/1982 Ticket Proof Mike Ditka NFL Coaching Debut PSA","Sports Trading Card",,"https://www.ebay.com/itm/265596706439",,,"Ships from United States",,,
,,,,,"New Braunfels, Texas, United States","353846560345",,"1000","US $1,000.00","gs_ent",,"","2005 Prime Cuts Timeline Mtrl Trio HOF Willie Mays Mets BGS Grade 8.5 NMMT+ 3/10","Sports Trading Card",,"https://www.ebay.com/itm/353846560345",,,,,,
,,,,,"Lake Helen, Florida, United States","374357088631",,"1000","US $1,000.00","redp-62",,"","2020 Panini Contenders Rookie Roundup Tua Tagovailoa Auto 5/25!! Graded 9.5$$$$$","Sports Trading Card",,"https://www.ebay.com/itm/374357088631",,,"Ships from United States",,,
,,,,,"Beltsville, Maryland, United States","195131848418",,"1000","US $1,000.00","cultureshockcomic",,"","Damian Lillard 2019-20 Panini Mosaic Genesis Prizm SP Mint PSA 9","Sports Trading Card","Does not apply","https://www.ebay.com/itm/195131848418",,,,,,
,,,,,"North Hollywood, California, United States","265322140128",,"1000","US $1,000.00","silent.collector",,"","Lamar Jackson Rookie Artist Proof Blue 03/35 2018 Panini Score TOP 9.5 BGS","Sports Trading Card",,"https://www.ebay.com/itm/265322140128",,,"Ships from United States",,,
,,,,,"Beltsville, Maryland, United States","195131949824",,"1000","US $1,000.00","cultureshockcomic",,"","2019 Panini Select Courtside LUKA DONCIC Card #281 PSA 10 GEM MINT!!! WOWWW!!!","Sports Trading Card","Does not apply","https://www.ebay.com/itm/195131949824",,,"Ships from United States",,,
,,,,,"Valparaiso, Indiana, United States","224424076367",,"999.99","US $999.99","tammiemk0",,"","2018 Topps Luminaries Masters of the Mound Autos Clayton Kershaw Auto /10! BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/224424076367",,,"Ships from United States",,,
,,,,,"Williston, Vermont, United States","275269249044",,"1000","US $1,000.00","quickconsignment_802",,"","STEVE CARLTON FRITZ ACKLEY 1965 TOPPS ROOKIE STARS CENTERED BVG 7.5 NEAR MINT +","Sports Trading Card",,"https://www.ebay.com/itm/275269249044",,,,,,
,,,,,"Cincinnati, Ohio, United States","115189665908",,"1000","US $1,000.00","6thboroughsportscards",,"","2003 NetPro Serena Williams #100 SP Rookie Card RC PSA 10 Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/115189665908",,,"Ships from United States",,,
,,,,,"Beltsville, Maryland, United States","195131919580",,"1000","US $1,000.00","cultureshockcomic",,"","2015 Prizm Silver #328 Karl Anthony-Towns RC Rookie PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/195131919580",,,,,,
,,,,,"San Antonio, Texas, United States","294483393235",,"999.99","US $999.99","derrhama",,"","1970-1 OPC hockey Tony Esposito #153 BGS (not BVG) GEM MINT 9.5","Sports Trading Card",,"https://www.ebay.com/itm/294483393235",,,"Ships from United States",,,
,,,,,"Charlotte, North Carolina, United States","144502665360",,"1000","US $1,000.00","soccerinvesting20",,"","KYLIAN MBAPPE JEAN BGS 8.5 2016 PANINI FOOT SOCCER #505 ROOKIE FRANCE MINT RC","Sports Trading Card",,"https://www.ebay.com/itm/144502665360",,,"Ships from United States","15 watchers",,
,,,,,"Saint Louis, Missouri, United States","194734887575",,"1000","US $1,000.00","stlbbcards",,"","1962 Topps WILLIE MAYS #300 - San Francisco Giants - HOF - PSA 6 (EX-MT)","Sports Trading Card",,"https://www.ebay.com/itm/194734887575",,,"Ships from United States",,,
,,,,,"Milton, Florida, United States","125428146880",,"989.99","US $989.99","pensacolatoystore",,"","Sean Taylor 2004 Bowman Chrome Refractor Rookie Card 479/500 PSA 9 MINT RC","Sports Trading Card",,"https://www.ebay.com/itm/125428146880",,,"Ships from United States","11 watchers",,
,,,,,"Cleveland, Ohio, United States","125561347368",,"1000","US $1,000.00","ajp1967",,"","2020 1st Bowman Chrome Prospects Atomic Refractor BCP8 Jasson Dominguez PSA 10",,,"https://www.ebay.com/itm/125561347368",,,"Ships from United States",,,
,,,,,"Torrance, California, Korea, South","374073029139",,"1000","US $1,000.00","lowpopstuff",,"","2020 Select Euro Kevin De Bruyne Variation SSP Green Prizm 1/5 ! PSA 10 POP 1 !","Sports Trading Card",,"https://www.ebay.com/itm/374073029139",,,"11 watchers",,,
,,,,,"Markham, Ontario, Canada","144810912938",,"1000","US $1,000.00","beardpapa_1",,"","2021-22 Panini Obsidian Gavi Red Flood Rookie Card RC #/10 Barcelona",,,"https://www.ebay.com/itm/144810912938",,,,,,
,,,,,"El Paso, Texas, United States","394333275889",,"1000","US $1,000.00","jaydun_74",,"","2020 Panini Black CeeDee Lamb Rookie SSP PSA 10 .. #5/10 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/394333275889",,,,,,
,,,,,"Plainfield, Illinois, United States","364049599280",,"1000","US $1,000.00","divel3",,"","2017 Leaf Trinity Clear Proof Deshaun Watson RC BGS 1/1 - True One of One Card !","Sports Trading Card",,"https://www.ebay.com/itm/364049599280",,,"Ships from United States",,,
,,,,,"Indianapolis, Indiana, United States","195471938512",,"1000","US $1,000.00","selling_my_entire_collection",,"","2016 Mikhail Sergachev BGS 10 UD RAINBOW SPECKLED GOLD FOIL YOUNG GUNS ROOKIE RC","Sports Trading Card",,"https://www.ebay.com/itm/195471938512",,,"Ships from United States",,,
,,,,,"McKeesport, Pennsylvania, United States","274866371798",,"1000","US $1,000.00","lpsportscards",,"","2020 Leaf Ultimate Draft Tua Tagovailoa Future Stars Gold Auto PSA10 3/5 POP1","Sports Trading Card",,"https://www.ebay.com/itm/274866371798",,,"Ships from United States",,,
,,,,,"Plainfield, Illinois, United States","255828316485",,"1000","US $1,000.00","divel3",,"","2017 Elite Draft Aspirations Auto Blue /25 Deshaun Watson RC Rookie BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/255828316485",,,"Ships from United States",,,
,,,,,"North Hollywood, California, United States","265692238404",,"1000","US $1,000.00","silent.collector",,"","2020 Panini Mosaic No Huddle Pink /20 #202 Chase Young Redskins RC Rookie PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/265692238404",,,"Ships from United States",,,
,,,,,"Huntington Beach, California, United States","353420352644",,"1000","US $1,000.00","maiaharveycards",,"","Drew Brees 2001 u.d. Upper deck vintage rookie #251 psa 10 gem mint","Sports Trading Card",,"https://www.ebay.com/itm/353420352644",,,"Ships from United States",,,
,,,,,"Land O' Lakes, Florida, United States","304629549691",,"1000","US $1,000.00","landons_cards",,"","2022 Topps Series 2 JULIO RODRIGUEZ SP RC Rookie #659 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/304629549691",,,"Ships from United States",,,
,,,,,"Claremont, New Hampshire, United States","185213402480",,"1000","US $1,000.00","derosrosai",,"","MICHAEL JORDAN 2009-10 UD UPPER DECK MJ LEGACY GOLD #81 BCCG","Sports Trading Card",,"https://www.ebay.com/itm/185213402480",,,"Returns accepted","Ships from United States",,
,,,,,"Saint Paul, Minnesota, United States","203950841502",,"1000","US $1,000.00","theninthinning",,"","1964 Topps Pete Rose #125 SGC 6.5","Sports Trading Card",,"https://www.ebay.com/itm/203950841502",,,"Ships from United States",,,
,,,,,"Huntington Beach, California, United States","353962063496",,"1000","US $1,000.00","maiaharveycards",,"","Deshaun Watson 2017 prizm #279 psa 10","Sports Trading Card",,"https://www.ebay.com/itm/353962063496",,,"Ships from United States",,,
,,,,,"Kissimmee, Florida, United States","124530021594",,"1000","US $1,000.00","alphasportcards",,"","2003 Donruss Elite Tom Seaver HOF Passing The Torch PSA 10 pop1","Sports Trading Card",,"https://www.ebay.com/itm/124530021594",,,"Ships from United States",,,
,,,,,"Chester, New Hampshire, United States","403999861600",,"1000","US $1,000.00","ry-guy-sports",,"","2018 PANINI DONRUSS OPTIC DEANDRE AYTON PINK ON CARD AUTO ROOKIE RC /25 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/403999861600",,,"Returns accepted","Ships from United States",,
,,,,,"San Antonio, Texas, United States","354011605169",,"1000","US $1,000.00","dragonzulucards",,"","2020 Bowman Chrome Bobby Witt Jr Mojo /99 1st Bowman PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/354011605169",,,"Ships from United States",,,
,,,,,"Oviedo, Florida, United States","265016976508",,"1000","US $1,000.00","linagesportscard",,"","DEVONTE GRAHAM 2018 PRIZM RC BLUE PRIZM #'d 18/199 PSA 10 GEM MINT ROOKIE #288",,"Does not apply","https://www.ebay.com/itm/265016976508",,,"Ships from United States",,,
,,,,,"Oviedo, Florida, United States","265016976021",,"1000","US $1,000.00","linagesportscard",,"","Marvin Bagley 2018-19 Prizm PURPLE ICE PRIZM Rookie RC #126/149 BGS 9.5 GEM MINT",,,"https://www.ebay.com/itm/265016976021",,,"Ships from United States","6 watchers",,
,,,,,"Chester, New Hampshire, United States","403999834823",,"1000","US $1,000.00","ry-guy-sports",,"","2016 PANINI DONRUSS JAYLEN BROWN YELLOW LASER ROOKIE RC /25 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/403999834823",,,"Returns accepted","Ships from United States",,
,,,,,"Erie, Pennsylvania, United States","165021363343",,"1000","US $1,000.00","revolutionnutrition",,"","Tom Brady 2003 Bowman Chrome Xfractor #14 PSA 8 NM-MT 216/250 3rd Year Card","Sports Trading Card","Does not apply","https://www.ebay.com/itm/165021363343",,,"Returns accepted","Ships from United States","33 watchers",
,,,,,"Rockwood, Ontario, Canada","125436829420",,"999.99","US $999.99","petes-cardsandcomics",,"","Shaquille O'Neal 1998 SKYBOX E-X CENT. #9DG DUNK 'N GO-NUTS PSA 9  HOF","Sports Trading Card",,"https://www.ebay.com/itm/125436829420",,,"Returns accepted","14 watchers",,
,,,,,"Nashville, Tennessee, United States","295268130786",,"998.95","US $998.95","athlonsportscollectibles",,"","Mickey Mantle/Yogi Berra/Hank Bauer 1953 Bowman Color Card #44- PSA Graded 5 EX","Sports Trading Card",,"https://www.ebay.com/itm/295268130786",,,"Returns accepted","Ships from United States",,
,,,,,"Marion, Massachusetts, United States","385012946020",,"1000","US $1,000.00","dripexchange",,"","2004 Fleer E-X Classic ConnEXions 3/13 Brett Favre, Sharpe and White PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/385012946020",,,,,,
,,,,,"San Jose, California, United States","402754153427",,"1000","US $1,000.00","rman444",,"","1969 Topps Rulers WILT CHAMBERLAIN graded PSA 8 mc","Sports Trading Card",,"https://www.ebay.com/itm/402754153427",,,"Ships from United States",,,
,,,,,"Derby, Kansas, United States","275466130368",,"1000","US $1,000.00","shocker7079",,"","1996 Topps - Emmitt Smith #HM2 Dallas Cowboys - Pop 3! Hobby Masters PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/275466130368",,,"Ships from United States",,,
,,,,,"Oviedo, Florida, United States","265198607772",,"1000","US $1,000.00","linagesportscard",,"","2019 Panini Select Gold Wave Prizm #246 Giannis Antetokounmpo Bucks PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/265198607772",,,"Ships from United States","7 watchers",,
,,,,,"Waynesboro, Pennsylvania, United States","124533759839",,"1000","US $1,000.00","canamhockeyfan",,"","Sidney Crosby 2005-06 Beehive Blue Rookie Hockey Card BGS 9.5 W10 RC gem mint","Sports Trading Card",,"https://www.ebay.com/itm/124533759839",,,"Ships from United States","17 watchers",,
,,,,,"Mississauga, Ontario, Canada","284770691076",,"1000","US $1,000.00","modanofan-9",,"","2019 Bowman's Best Vladimir Guerrero Jr. GOLD REFRACTOR SSP #/50 Rookie RC PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/284770691076",,,,,,
,,,,,"Saint-Jean-sur-Richelieu, Quebec, Canada","165635142195",,"1000","US $1,000.00","jimbo_cards_13",,"","2006-07 Sp Authentic Future Watch Auto Evgeni Malkin RC BGS 9.5 #196 p335","Sports Trading Card",,"https://www.ebay.com/itm/165635142195",,,"7 watchers",,,
,,,,,"Niagara Falls, Ontario, Canada","125156858914",,"1000","US $1,000.00","uchihadesendent",,"","2019-20 Panini Spectra Tyler Herro Meta #133 /25 PSA 10 RC ROOKIE POP 1!!!","Sports Trading Card",,"https://www.ebay.com/itm/125156858914",,,,,,
,,,,,"Northfield, New Jersey, United States","284861811681",,"1000","US $1,000.00","ilovebluecheese",,"","2016 Chargers VS 49ers FULL TICKET Colin Kaepernick Takes A Knee PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/284861811681",,,"Ships from United States",,,
,,,,,"Simi Valley, California, United States","224466512907",,"1000","US $1,000.00","cdellamonica",,"","1996-97 Skybox Z-Force Kobe Bryant #142 PSA 9 MINT","Sports Trading Card",,"https://www.ebay.com/itm/224466512907",,,"Ships from United States",,,
