"available","availableText","brand","ean","endedDate","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2","whyToBuy/3"
,,,,,"guangzhou, China","334642972929",,"1000","C $1,000.00","kaiji22",,"","2020 Panini Prizm choice Prizm Green Magic Johnson 8/8 Psa 9",,,"https://www.ebay.com/itm/334642972929",,,,,,
,,,,,"Haverhill, Massachusetts, United States","174824787794",,"799.66","US $799.66","brockton75",,"","2012 Panini Prizm /499 Chandler Jones #246 Rookie Auto bgs 10",,,"https://www.ebay.com/itm/174824787794",,,"Ships from United States",,,
,,,,,"Dalhousie, New Brunswick, Canada","314242979907",,"195.75","US $195.75","beardentoys",,"","1991-92 UD *FRENCH* #674 SAMI KAPANEN (rc) PSA 10 GEM MT Team FINLAND *ROOKIE*","Sports Trading Card",,"https://www.ebay.com/itm/314242979907",,,,,,
,,,,,"Evansdale, Iowa, United States","402724382196",,"350","US $350.00","kyle4624",,"","1989 Fleer # 616 Billy Ripken F**K Face Beckett 9.5 FF GEM MINT","Sports Trading Card","Does not apply","https://www.ebay.com/itm/402724382196",,,"Ships from United States",,,
,,,,,"SEOUL, SONGPAGU, Korea, South","234796351816",,"999","US $999.00","lets-card",,"","2021 PANINI PHOENIX NFL DEZ FITPATRICK RPS ROOKIE DUAL TAG RC AUTO 1/1 LTE","Sports Trading Card",,"https://www.ebay.com/itm/234796351816",,,,,,
,,,,,"Livingston, New Jersey, United States","125579947818",,"599","US $599.00","chasingmilo",,"","Autographed Hulk Hogan 1985 Topps Rookie Card PSA 10 Signature Signed  Grade","Sports Trading Card",,"https://www.ebay.com/itm/125579947818",,,"Returns accepted","Ships from United States",,
,,,,,"Zhanjiang, Guangdong, China","353875619333",,"999","US $999.00","tian-2740",,"","2020-21 Panini White Mosaic #207 Cole Anthony RC 24/25 BGN 9 perfect psa10","Sports Trading Card",,"https://www.ebay.com/itm/353875619333",,,,,,
,,,,,"Columbus, Georgia, United States","284475087580",,"999.99","US $999.99","gahazzard24",,"","Huge Lot Of Vintage 80's Baseball Cards 5,000-10,000 Read Description. UNSORTED","Sports Trading Card",,"https://www.ebay.com/itm/284475087580",,,"Ships from United States",,,
,,,,,"Willimantic, Connecticut, United States","275285021694",,"1000","US $1,000.00","ek9ferio",,"","2016 Panini Prizm Jalen Ramsey Red/white/blue Disco MINT PSA 10 POP 2","Sports Trading Card",,"https://www.ebay.com/itm/275285021694",,,"Ships from United States",,,
,,,,,"Athens, Ohio, United States","114697502773",,"999.99","US $999.99","dhauthentics101",,"","2012 Panini Prizm Anthony Davis Auto BGS 9.5 w/ two 10’s Rookie RC","Sports Trading Card",,"https://www.ebay.com/itm/114697502773",,,"Ships from United States","24 watchers",,
,,,,,"Burnsville, North Carolina, United States","155187346291",,"1000","US $1,000.00","julilewis2013",,"","2021 Select Prizm GOLD #1 Tom Brady Concourse 03/10 PSA 9 True Gold Buccaneers","Sports Trading Card","Does not apply","https://www.ebay.com/itm/155187346291",,,"Ships from United States","13 watchers",,
,,,,,"Victoria, British Columbia, Canada","255160720452",,"999.99","US $999.99","2011kl2011",,"","2018 Bowman Chrome Nick Madrigal Blue Wave Refractor Auto 51/150 PSA 10 pop 9",,,"https://www.ebay.com/itm/255160720452",,,,,,
,,,,,"Rosedale, New York, United States","203635933444",,"999.99","US $999.99","soccerstan-the-man",,"","1987 Panini Spanish Supersport, RARE CARD DIEGO MARADONA #107, PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/203635933444",,,"Ships from United States",,,
,,,,,"Saint Leonard, Maryland, United States","385066508158",,"980","US $980.00","1980s1990sartcards",,"","Nolan Ryan 2 Very Rare Error Cards from 1990 Donruss King of Kings See Pics!!!!!","Sports Trading Card",,"https://www.ebay.com/itm/385066508158",,,"Sale benefits charity","Ships from United States",,
,,,,,"Dyer, Indiana, United States","165680127396",,"999","US $999.00","wayne_premier",,"","2019-20 Donruss Zion Williamson 201 Press Proof Blue Laser Rated Rookie BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/165680127396",,,"Ships from United States",,,
,,,,,"Port Jervis, New York, United States","363528129415",,"999.99","US $999.99","goodies_from_ny",,"","MICHAEL JORDAN 1996-97 SKYBOX/ NBA HOOPS- GOLD FOIL ACTION SSP- #20 NO COMPS!","Sports Trading Card",,"https://www.ebay.com/itm/363528129415",,,"Ships from United States",,,
,,,,,"Rockwall, Texas, United States","225265426794",,"989.99","US $989.99","bbc2gpkcollector",,"","1968 Topps Rookie Stars Johnny Bench #247 BVG 8","Sports Trading Card",,"https://www.ebay.com/itm/225265426794",,,"Ships from United States",,,
,,,,,"Siu Sai Wan, Hong Kong","204106140346",,"1000","US $1,000.00","waitak",,"","2020 Topps Chrome Formula 1 Racing #20 Nicholas Latifi 70TH Red Refractor PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/204106140346",,,,,,
,,,,,"Saint-Leonard, Quebec, Canada","184913865197",,"1350","C $1,350.00","patrick54_2009",,"","1969 Pele 1000 Goal PSA 6  Population 2. Only 2 Higher Extremely Rare. Read Info","Sports Trading Card",,"https://www.ebay.com/itm/184913865197",,,,,,
,,,,,"Siu Sai Wan, Hong Kong","115608934848",,"1000","US $1,000.00","waitak",,"","2018-19 Panini Immaculate #28 Edson Alvarez RC Gold 2/10 PSA 9 Mexico","Sports Trading Card",,"https://www.ebay.com/itm/115608934848",,,"5 watchers",,,
,,,,,"Aurora, Ontario, Canada","363281631128",,"1350","C $1,350.00","brmor4643",,"","1958 Cadet Sweets Footballers Title 28mm Bobby Charlton TRUE ROOKIE RC PSA 8 #25","Sports Trading Card",,"https://www.ebay.com/itm/363281631128",,,,,,
,,,,,"Lafayette, Colorado, United States","275576263994",,"987","US $987.00","weselleverything4you",,"","LARRY BIRD  DEAD CENTER 🔥🔥  GEM MINT ROOKIE 1986-87 FLEER #15 RC SGC 9.5 = 10",,,"https://www.ebay.com/itm/275576263994",,,"Ships from United States",,,
,,,,,"Bulverde, Texas, United States","124749461881",,"999.99","US $999.99","jeffsportscardcollector",,"","David Robinson auto Hakeem Olajuwon autograph Alonzo mourning #d/10 BGS 9 Pop1🔥","Sports Trading Card",,"https://www.ebay.com/itm/124749461881",,,"Ships from United States","17 watchers",,
,,,,,"Val-des-Monts, Quebec, Canada","155211275538",,"999.99","US $999.99","daoust7810",,"","BVG 8.5 NM - MT+1975 TOPPS MOSES MALONE (HOF) ROOKIE BASKETBALL CARD - 76ers","Sports Trading Card",,"https://www.ebay.com/itm/155211275538",,,,,,
,,,,,"USA, United States","275430995257",,"999.95","US $999.95","signature.sports",,"","2019 BOWMAN DRAFT CHROME ALEK MANOAH PURPLE REFRACTOR #CDAAM AUTO PSA 10 /250","Sports Trading Card",,"https://www.ebay.com/itm/275430995257",,,"Ships from United States","6 watchers",,
,,,,,"Brooklyn, New York, United States","144274787234",,"997.8","US $997.80","saggydan",,"","Marco van Basten 2015 Panini Select Historic Signatures Orange Prizm /49 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/144274787234",,,"Ships from United States",,,
,,,,,"Hong Kong, Hong Kong","203991638560",,"999","US $999.00","ysey_63",,"","2019 Panini 1st Year Chronicles Messi Contender Historic Ticket Barcelona PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/203991638560",,,,,,
,,,,,"jakarta, Indonesia","314114898097",,"1000","US $1,000.00","nickharmant_0",,"","MICHAEL JORDAN 1998-99 TOPPS BLACK LABEL BGS 9.5 TRUE GEM WITH SUBS 10","Sports Trading Card","Does not apply","https://www.ebay.com/itm/314114898097",,,"Returns accepted",,,
,,,,,"default, default, Hong Kong","155129951005",,"999.99","US $999.99","chicago.bulls-owner",,"","2012-13 Leaf Metal Scottie Pippen /50 Silver Holo BGS 10 Pristine Auto Autograph","Sports Trading Card",,"https://www.ebay.com/itm/155129951005",,,,,,
,,,,,"Temple, Texas, United States","204156390326",,"1000","US $1,000.00","643cardz",,"","2015 Bowman Chrome Francisco Lindor RC Green Refractor Auto 57/99 BGS 9.5/10🔥🔥","Sports Trading Card",,"https://www.ebay.com/itm/204156390326",,,"Ships from United States",,,
,,,,,"jakarta, Indonesia","313982802810",,"1000","US $1,000.00","nickharmant_0",,"","DARIUS GARLAND 2019 UD GOODWIN CHAMPIONS AUTO RC ROOKIE HGA 9.5 AUTO 10","Sports Trading Card","Does not apply","https://www.ebay.com/itm/313982802810",,,"7 watchers",,,
,,,,,"Giulianova, Italy","154904916915",,"999.99","US $999.99","giulianova69",,"","2014 Panini Prizm World Cup Gianluigi Buffon Auto SGC 9 Mint Auto 10","Sports Trading Card",,"https://www.ebay.com/itm/154904916915",,,,,,
,,,,,"Valparaiso, Indiana, United States","224635242194",,"999.99","US $999.99","tammiemk0",,"","2016 Panini Prizms Rookie RC Pink Derrick Henry Autograph BGS 9 w 10 Auto Titans","Sports Trading Card",,"https://www.ebay.com/itm/224635242194",,,"Ships from United States",,,
,,,,,"Valparaiso, Indiana, United States","225001198310",,"999.99","US $999.99","tammiemk0",,"","2017-18 Panini Prizm Malik Monk Mojo Rookie Signatures RC Auto /25 PSA 10!! Wow!","Sports Trading Card",,"https://www.ebay.com/itm/225001198310",,,"Ships from United States",,,
,,,,,"Manteca, California, United States","334657585389",,"500","US $500.00US $1,000.00","itsthecardfather",,"","🔥🏈 (33x) JUSTIN JEFFERSON Rookie Card RC PSA 9 Graded 🔥🏈 10 Graded Cards","Sports Trading Card",,"https://www.ebay.com/itm/334657585389",,,"Ships from United States",,,
,,,,,"Central, Hong Kong","325387896999",,"1000","US $1,000.00","odlavso37",,"","2020-21 Panini Mosaic Euro Soccer FRANCE KYLIAN MBAPPE PEACOCK #112 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/325387896999",,,,,,
,,,,,"Flagstaff, Arizona, United States","134091531539",,"1000","US $1,000.00","bradyforthewin12",,"","Tom Brady 2020 Elite RAZZLE DAZZLE Holofoil Case Hit #84 SSP - PSA 10 Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/134091531539",,,"Ships from United States","21 watchers",,
,,,,,"Franklin, Wisconsin, United States","175459453066",,"1000","US $1,000.00","matt_d670",,"","2011 Topps Chrome Aaron Rodgers Blue Refractor /199 PSA 10 Gem Mint Pop 4","Sports Trading Card",,"https://www.ebay.com/itm/175459453066",,,"Ships from United States",,,
,,,,,"Valparaiso, Indiana, United States","224579125813",,"1000","US $1,000.00","tammiemk0",,"","Mike Trout 2020 Topps Chrome Black Gold Refractor /50 BGS 9.5 Gem Mint! Angels!!","Sports Trading Card",,"https://www.ebay.com/itm/224579125813",,,"Ships from United States",,,
,,,,,"Kendallville, Indiana, United States","195487393277",,"1000","US $1,000.00","eeksportscards",,"","2021 Panini Select UFC Signatures Khabib Nurmagomedov Auto Disco Prizm PSA 10!","Sports Trading Card",,"https://www.ebay.com/itm/195487393277",,,"Ships from United States",,,
,,,,,"Franklin, Wisconsin, United States","185627311605",,"1000","US $1,000.00","matt_d670",,"","2011 Topps Chrome Aaron Rodgers Black Refractor /299 PSA 10 Gem Mint Pop 6","Sports Trading Card",,"https://www.ebay.com/itm/185627311605",,,"Ships from United States",,,
,,,,,"North Hollywood, California, United States","265912277932",,"1000","US $1,000.00","silent.collector",,"","2020-21 Court Kings Contemporaries Amethyst Giannis Antetokounmpo #17 /99 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/265912277932",,,"Ships from United States",,,
,,,,,"Clarks Summit, Pennsylvania, United States","294427700836",,"1000","US $1,000.00","d-tailed",,"","1992 Score Franchise Mickey Mantle #2 PSA DNA 8 Graded Baseball Card","Sports Trading Card",,"https://www.ebay.com/itm/294427700836",,,"Ships from United States",,,
,,,,,"Milwaukee, Wisconsin, United States","234795924876",,"1000","US $1,000.00","bwras5cardsllc",,"","1998 Panini Futbol Xavier Xavi Hernandez Rookie #56 RC PSA 6 Barcelona Spain","Sports Trading Card",,"https://www.ebay.com/itm/234795924876",,,"Ships from United States",,,
,,,,,"Markham, Ontario, Canada","144582392808",,"1000","US $1,000.00","beardpapa_1",,"","2021-22 Topps Deco UEFA Prodigy Harvey Elliott Elliot Auto Purple 5/10 SGC 9/10","Sports Trading Card",,"https://www.ebay.com/itm/144582392808",,,"16 watchers",,,
,,,,,"Washington, District Of Columbia, United States","334351250968",,"1000","US $1,000.00","allstarplayboy2000",,"","2009-10 Panini Limited Signature Trios James Harden / Blake Griffin BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/334351250968",,,"Ships from United States",,,
,,,,,"Central, Hong Kong","325300146782",,"1000","US $1,000.00","odlavso37",,"","2020-21 PANINI OBSIDIAN Soccer PSG KYLIAN MBAPPE BLACK COLOR BLAST #4 HGA 9.5","Sports Trading Card","Does not apply","https://www.ebay.com/itm/325300146782",,,"13 watchers",,,
,,,,,"Taipei, Taiwan","115630874828",,"1000","US $1,000.00","great-goods-auction",,"","2018 PANINI PRIZM WORLD CUP COMPLETE BASE SET OF 300 CARDS W/ KYLIAN MBAPPE PSA9","Sports Trading Card",,"https://www.ebay.com/itm/115630874828",,,,,,
,,,,,"Castle Rock, Colorado, United States","234730963363",,"1000","US $1,000.00","jakewhart07",,"","2021 Topps Chrome Andrew Vaughn Auto Gold Wave Refractor #/50 PSA 10 GEM MT","Sports Trading Card",,"https://www.ebay.com/itm/234730963363",,,"Ships from United States",,,
,,,,,"Buffalo Grove, Illinois, United States","275209090311",,"999.99","US $999.99","e3sports",,"","2007 Ultimate Collection Signatures #US-TO Jonathan TOEWS - PSA 10+++ RC Auto","Sports Trading Card",,"https://www.ebay.com/itm/275209090311",,,,,,
,,,,,"Buffalo Grove, Illinois, United States","284652359887",,"999.99","US $999.99","e3sports",,"","1986 Topps #65 Chris BAHR - PSA 10+++ Raiders - pop 5","Sports Trading Card",,"https://www.ebay.com/itm/284652359887",,,"Returns accepted","Ships from United States",,
,,,,,"Hong Kong , Hong Kong","403943266116",,"999.99","US $999.99","kewo9731",,"","2019-20 Panini Spectra SCOTTIE PIPPEN 1994 All Star MVP Marble Prizm /5 PSA 10💎","Sports Trading Card",,"https://www.ebay.com/itm/403943266116",,,,,,
,,,,,"Coquitlam, British Columbia, Canada","185115088432",,"999.99","US $999.99","jeremy8810",,"","2009 TOPPS UFC ROUND 1 DANA WHITE DEBUT ROOKIE RC BGS 9 MINT LOW POP 🔥🔥📈 📈","Sports Trading Card",,"https://www.ebay.com/itm/185115088432",,,,,,
,,,,,"Hong Kong , Hong Kong","403938231491",,"999.99","US $999.99","kewo9731",,"","2018-19 Panini Spectra TRAE YOUNG Headliners Silver Prizm RC Case Hit SP PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/403938231491",,,,,,
,,,,,"Buffalo Grove, Illinois, United States","284660957044",,"999.99","US $999.99","e3sports",,"","1986 Topps #134 - Jim JEFFCOAT - PSA 10+++ Cowboys - pop 5","Sports Trading Card",,"https://www.ebay.com/itm/284660957044",,,"Returns accepted","Ships from United States",,
,,,,,"Buffalo Grove, Illinois, United States","283823047732",,"999.99","US $999.99","e3sports",,"","pop 3 - 1979 O-Pee-Chee OPC #80 Tony ESPOSITO - PSA 10+++ HOF Blackhawks",,,"https://www.ebay.com/itm/283823047732",,,"Returns accepted","Ships from United States","15 watchers",
,,,,,"Buffalo Grove, Illinois, United States","274314095195",,"999.99","US $999.99","e3sports",,"","1971 Topps #110 Tony ESPOSITO - PSA 10+++ HOF Blackhawks",,,"https://www.ebay.com/itm/274314095195",,,"Returns accepted","Ships from United States","7 watchers",
,,,,,"Buffalo Grove, Illinois, United States","283823046500",,"999.99","US $999.99","e3sports",,"","pop 2 - 1976 O-Pee-Chee OPC #100 Tony ESPOSITO - PSA 10+++ HOF Blackhawks",,,"https://www.ebay.com/itm/283823046500",,,"Returns accepted","Ships from United States","5 watchers",
,,,,,"Wan Chai, Hong Kong","134294693337",,"999.99","US $999.99","reject_him",,"","Zion Williamson RC 2019-20 Donruss Optic Rated Rookie Pink Velocity 4/79 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/134294693337",,,"Returns accepted","5 watchers",,
,,,,,"Buffalo Grove, Illinois, United States","275285293730",,"999.99","US $999.99","e3sports",,"","1966 Topps #254 Phillies Rookies - PSA 8+++ RC (Fergie JENKINS - HOF)","Sports Trading Card",,"https://www.ebay.com/itm/275285293730",,,"Returns accepted","Ships from United States",,
,,,,,"Coquitlam, British Columbia, Canada","175264590819",,"999.99","US $999.99","jeremy8810",,"","2009 TOPPS UFC ROUND 1 CAIN VELASQUEZ DEBUT RC SILVER /288 BGS 8.5 WWE #FREECAIN","Sports Trading Card",,"https://www.ebay.com/itm/175264590819",,,,,,
,,,,,"Buffalo Grove, Illinois, United States","283429106785",,"999.99","US $999.99","e3sports",,"","1986 Topps #86 Mike LANSFORD - PSA 10+++ Rams - pop 4","Sports Trading Card",,"https://www.ebay.com/itm/283429106785",,,"Returns accepted","Ships from United States",,
,,,,,"Buffalo Grove, Illinois, United States","275554644842",,"999.99","US $999.99","e3sports",,"","1988 Topps #43 - Jerry RICE - PSA 10+++ DNA Auto Signed HOF 49ers","Sports Trading Card",,"https://www.ebay.com/itm/275554644842",,,"Ships from United States",,,
,,,,,"Beijing, China","185451103649",,"999.99","US $999.99","willsmith48",,"","Derrick White 1718Panini Select Rookie Phenomenon Black Prizm #1/1 BGS9.5 RARE!","Sports Trading Card","Does not apply","https://www.ebay.com/itm/185451103649",,,"8 watchers",,,
,,,,,"Buffalo Grove, Illinois, United States","275154629739",,"999.99","US $999.99","e3sports",,"","1986 Topps #12 - Matt SUHEY - PSA 10+++ Bears - pop 7","Sports Trading Card",,"https://www.ebay.com/itm/275154629739",,,"Returns accepted","Ships from United States",,
,,,,,"Buffalo Grove, Illinois, United States","275373695652",,"999.99","US $999.99","e3sports",,"","1990 Bowman #320 Frank THOMAS - PSA 10+++ DNA RC White Sox Auto","Sports Trading Card",,"https://www.ebay.com/itm/275373695652",,,"Returns accepted","Ships from United States","7 watchers",
,,,,,"Buffalo Grove, Illinois, United States","275373735335",,"999.99","US $999.99","e3sports",,"","1992 Ultra #328 Shaquille O'NEAL - PSA 10+++ RC AUTO DNA Magic","Sports Trading Card",,"https://www.ebay.com/itm/275373735335",,,"Returns accepted","Ships from United States","5 watchers",
,,,,,"Buffalo Grove, Illinois, United States","275154684830",,"999.99","US $999.99","e3sports",,"","1986 Topps #189 - Earnest BYNER - PSA 10+++ RC Browns","Sports Trading Card",,"https://www.ebay.com/itm/275154684830",,,"Returns accepted","Ships from United States","7 watchers",
,,,,,"Buffalo Grove, Illinois, United States","275156920995",,"999.99","US $999.99","e3sports",,"","1986 Topps #36 John HANNAH - PSA 10+++ HOF Patriots","Sports Trading Card",,"https://www.ebay.com/itm/275156920995",,,"Returns accepted","Ships from United States",,
,,,,,"Buffalo Grove, Illinois, United States","275156770216",,"999.99","US $999.99","e3sports",,"","1986 Topps #27 Dave DUERSON - PSA 10+++ RC Bears","Sports Trading Card",,"https://www.ebay.com/itm/275156770216",,,"Returns accepted","Ships from United States",,
,,,,,"Buffalo Grove, Illinois, United States","272237359138",,"999.99","US $999.99","e3sports",,"","1987 Canon Cubs - Greg MADDUX - PSA 10+++ RC HOF - Cubs / Braves",,,"https://www.ebay.com/itm/272237359138",,,"Ships from United States","25 watchers",,
,,,,,"Baltimore, Maryland, United States","325184472522",,"999.99","US $999.99","andybrezgo76",,"","2019 Bowman Chrome Prospects Noelvi Marte Green Refractor 99/99 1/1 PSA","Sports Trading Card","Does not apply","https://www.ebay.com/itm/325184472522",,,"Ships from United States",,,
,,,,,"Iowa City, Iowa, United States","203951815193",,"999.99","US $999.99","flo-5019",,"","2020-2021 PANINI PRIZM BLACK ANTHONY DAVIS 1/1 FEARLESS PSA 10 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/203951815193",,,"Ships from United States","21 watchers",,
,,,,,"Taipei, Taiwan","175483888365",,"999.99","US $999.99","polestar777",,"","2006 Topps Sterling Carl Yastrzemski Auto Quad Jersey 1/1 #CY-HR41 BGS 9 RARE🔥","Sports Trading Card",,"https://www.ebay.com/itm/175483888365",,,,,,
,,,,,"default, Hong Kong","184663043866",,"999","US $999.00","coolerman2017",,"","Jadon Sancho 2020 Select UEFA EURO #80 Terrace Camo Prizm 56/60 BGS TURE 9.5","Sports Trading Card","Does not apply","https://www.ebay.com/itm/184663043866",,,"7","Watchers",,
,,,,,"default, Hong Kong","184769582790",,"999","US $999.00","coolerman2017",,"","Stephen Curry 2015-16 Prizm MVP Sliver Prizm PSA 10","Sports Trading Card","Does not apply","https://www.ebay.com/itm/184769582790",,,,,,
,,,,,"Louisville, Colorado, United States","274275081712",,"999","US $999.00","louisville_sportscards",,"","Brett Favre Auto Custom Wood Framed Jersey, Rookie Card, And Farewell Pic - COA","Sports Trading Card",,"https://www.ebay.com/itm/274275081712",,,"Ships from United States","5 watchers",,
,,,,,"Minneapolis, Minnesota, United States","325282857651",,"999","US $999.00","wildwalruscards",,"","POP 1 PSA 10 2021 Contenders Wild Card Round Auto Najee Harris Steelers RC NFL","Sports Trading Card",,"https://www.ebay.com/itm/325282857651",,,"Ships from United States",,,
,,,,,"Kowloon, Hongkong, Hong Kong","185348007275",,"999","US $999.00","kech_5594",,"","2020 Panini Donruss Optic Justin Herbert Rated Rookie Pink PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/185348007275",,,,,,
,,,,,"Pittsburgh, Pennsylvania, United States","255874377166",,"999","US $999.00","winelighter",,"","2017 Panini National Legends True #1/1 Hyperplaid Prizm Tom Brady BGS 9.5 Gem","Sports Trading Card",,"https://www.ebay.com/itm/255874377166",,,"Ships from United States",,,
,,,,,"Kyeong-gi, South Korea, Korea, South","185690939143",,"999","US $999.00","mapisportscards",,"","2017 TOPPS CHROME GOLD REFRACTOR ROMELU LUKAKU PSA 10",,"Does not apply","https://www.ebay.com/itm/185690939143",,,,,,
,,,,,"Kyeong-gi, South Korea, Korea, South","185690993059",,"999","US $999.00","mapisportscards",,"","2020 FINEST BUNDESLIGA AUTO JUDE BELLINGHAM /100 RC PSA 10",,"Does not apply","https://www.ebay.com/itm/185690993059",,,,,,
,,,,,"Kyeong-gi, South Korea, Korea, South","185690959618",,"999","US $999.00","mapisportscards",,"","2020 FINEST MASTERS RED REFRACTOR KYLIAN MBAPPE /5 PSA 8",,"Does not apply","https://www.ebay.com/itm/185690959618",,,,,,
,,,,,"Green Bay, Wisconsin, United States","255134692985",,"999","US $999.00","minisnstuff2014",,"","BRETT FAVRE 1991 STADIUM CLUB SUPER BOWL XXVI SP ROOKIE PSA 6 SUPER RARE!!!","Sports Trading Card",,"https://www.ebay.com/itm/255134692985",,,"Ships from United States","10 watchers",,
,,,,,"Kyeong-gi, South Korea, Korea, South","185690947446",,"999","US $999.00","mapisportscards",,"","2020 FINEST PRIZED FOOTBALLERS ORANGE RED FUSION KYLIAN MBAPPE PSA 10 POP 2",,"Does not apply","https://www.ebay.com/itm/185690947446",,,,,,
,,,,,"Melbourne, VIC, Australia","125515351283",,"1450","AU $1,450.00","stevenord11",,"","Roger Federer 2003 Netpro Rookie Glossy Card Rare G11! BGS 9.5 Gem Mint 📈🔥","Sports Trading Card",,"https://www.ebay.com/itm/125515351283",,,,,,
,,,,,"Box Hill North, VIC, Australia","265601691036",,"1400","AU $1,400.00","grigglesk",,"","1995 Skybox Premium Standouts #SH1 Michael Jordan BGS 9 Hard To Grade","Sports Trading Card",,"https://www.ebay.com/itm/265601691036",,,"8 watchers",,,
,,,,,"Far Rockaway, New York, United States","114625777751",,"995.95","US $995.95","rookieofthehillauctions",,"","1970 TOPPS REGGIE JACKSON #140 SGC 8.5 “NM-MT+” Oakland A’S CENTERED HOF YANKEES","Sports Trading Card",,"https://www.ebay.com/itm/114625777751",,,"Ships from United States",,,
,,,,,"Stenstrup, Denmark","374363520694",,"1000","US $1,000.00","vikasoccercards",,"","Panini prizm 2018 world cup Christian Eriksen pink /8 #266 SGC 10","Sports Trading Card",,"https://www.ebay.com/itm/374363520694",,,,,,
,,,,,"Stenstrup, Denmark","374034376995",,"1000","US $1,000.00","vikasoccercards",,"","Merlin Premier gold 1998 Frank Lampard #140 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/374034376995",,,"26","Watchers",,
,,,,,"Stenstrup, Denmark","374190204363",,"1000","US $1,000.00","vikasoccercards",,"","Panini voetbal 1989 Romario #159 PSA 7","Sports Trading Card",,"https://www.ebay.com/itm/374190204363",,,,,,
,,,,,"Stenstrup, Denmark","373915676121",,"1000","US $1,000.00","vikasoccercards",,"","Panini adrenalyn 2017-2018 Kylian Mbappe #455 SGC 9.5","Sports Trading Card",,"https://www.ebay.com/itm/373915676121",,,,,,
,,,,,"Stenstrup, Denmark","374245983661",,"1000","US $1,000.00","vikasoccercards",,"","Panini mega cracks campeon 2004 Lionel Messi #35 PSA 7 *rookie*","Sports Trading Card",,"https://www.ebay.com/itm/374245983661",,,,,,
,,,,,"Somers Point, New Jersey, United States","265861836764",,"995","US $995.00","kizcards",,"","2009 BOWMAN STERLING GOLD REFRACTOR #155 LESEAN MCCOY RC PATCH AUTO BGS 9.5 #/10","Sports Trading Card",,"https://www.ebay.com/itm/265861836764",,,"Ships from United States",,,
,,,,,"SHANGHAI, ??, China","325387990522",,"1000","US $1,000.00","chezen_1",,"","2019 Riley Greene Bowman Chrome Draft Auto Purple Refractor /250 BGS 9.5 10","Sports Trading Card",,"https://www.ebay.com/itm/325387990522",,,,,,
,,,,,"West Harrison, New York, United States","154613429766",,"999","US $999.00","amach1024",,"","DEREK JETER Framed Photo & Signed Baseball Black Leather Ball Autographed HOF🏆","Sports Trading Card",,"https://www.ebay.com/itm/154613429766",,,"Ships from United States","13 watchers",,
,,,,,"Taipei, Taiwan","234385052109",,"999","US $999.00","ape_2006_go",,"","2015-16 National Treasures Stanley Johnson RPA RC Auto Patch #11/25 BGS 9 2x9.5",,,"https://www.ebay.com/itm/234385052109",,,,,,
,,,,,"Plano, Texas, United States","293788187450",,"995","US $995.00","jrobo41",,"","2019-20 Panini Prizm Orange Ice #8 Kobe Bryant Los AngelesLakersBGS 9.5 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/293788187450",,,"Ships from United States",,,
,,,,,"Largo, Florida, United States","175434727990",,"999.95","US $999.95","jbukley",,"","1986 Topps #282 FRANK POLLARD PSA 10 GEM MINT POP 4 RARE Pittsburgh Steelers","Sports Trading Card",,"https://www.ebay.com/itm/175434727990",,,"Ships from United States",,,
,,,,,"Taipei, Taiwan","334530244825",,"999","US $999.00","ape_2006_go",,"","2013-14 Select LeBron James CLUTCH Purple Prizms #42/99 BGS 9.5 2x10 LAKERS",,,"https://www.ebay.com/itm/334530244825",,,,,,
,,,,,"Taipei, Taiwan","334175512591",,"999","US $999.00","ape_2006_go",,"","2018-19 Contenders Optic Michel Porter Jr. RC Auto Prizms #65/99 BGS 9.5 NUGGETS",,,"https://www.ebay.com/itm/334175512591",,,,,,
,,,,,"Largo, Florida, United States","175434726106",,"999.95","US $999.95","jbukley",,"","1986 Topps #288 KEITH WILLIS PSA 10 GEM MINT POP 4 RARE Pittsburgh Steelers","Sports Trading Card",,"https://www.ebay.com/itm/175434726106",,,"Ships from United States",,,
,,,,,"Plano, Texas, United States","303643691005",,"995","US $995.00","jrobo41",,"","2018-19 Panini Chronicles Marquee Rookie Card Luka Doncic RC #255 PSA 9 Mint","Sports Trading Card",,"https://www.ebay.com/itm/303643691005",,,"Ships from United States","5 watchers",,
