"available","availableText","brand","ean","endedDate","image","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2"
,,,,,,"Long Beach, California, United States","385222275408",,"6999.95","US $6,999.95","7thinningstretch_ig",,"","GIANNIS ANTETOKOUNMPO 2013-14 PREFERRED GREEN AUTO 1/5 BGS 9 10 CROWN ROYALE","Sports Trading Card",,"https://www.ebay.com/itm/385222275408",,,"Returns accepted","Ships from United States","9 watchers"
,,,,,,"West Chester, Ohio, United States","354229843840",,"6999","US $6,999.00","bigboydsportscards3",,"","JOE BURROW 2020 PANINI PRIZM RC CAMO PRIZMS AUTOGRAPH SP #/25 PSA 9 MINT 10 AUTO",,,"https://www.ebay.com/itm/354229843840",,,"Ships from United States","28 watchers",
,,,,,,"Laurel, Florida, United States","203612077321",,"6999","US $6,999.00","breakers.rowe",,"Breakers.Rowe: Premium Sports Memorabilia","Tom Brady Brett Favre 2006 Topps Paradigm Dual Game-Worn Jersey Auto /10 BGS 8.5",,,"https://www.ebay.com/itm/203612077321",,,"Returns accepted","Ships from United States","28 watchers"
,,,,,,"Lowell, Vermont, United States","122659691435",,"7000","US $7,000.00","jesssorrel0",,"","2017 DONRUSS OPTIC RATED ROOKIES 90 RETRO AARON JUDGE  SIGS BGS 9.5  W/10 AUTO","Sports Trading Card",,"https://www.ebay.com/itm/122659691435",,,"Ships from United States","23 watchers",
,,,,,,"Longmont, Colorado, United States","314133538485",,"6999","US $6,999.00","starxcards",,"","1966 Topps Football #132 Checklist PSA 8  NM/MT P25844210","Sports Trading Card","Does Not Apply","https://www.ebay.com/itm/314133538485",,,"Returns accepted","Ships from United States","5 watchers"
,,,,,,"West Chester, Ohio, United States","295180367095",,"6999","US $6,999.00","bigboydsportscards3",,"","DESHAUN WATSON 2017 SELECT GOLD PRIZMS AUTOGRAPH RC AUTO #09/10 BGS 9.5 GEM 10",,,"https://www.ebay.com/itm/295180367095",,,"Ships from United States","8 watchers",
,,,,,,"Port Saint Lucie, Florida, United States","155008649116",,"7000","US $7,000.00","colmickeydog",,"","1986 Fleer Michael Jordan Rookie #57 PSA NM 7","Sports Trading Card",,"https://www.ebay.com/itm/155008649116",,,"Ships from United States",,
,,,,,,"West Chester, Ohio, United States","354267366215",,"6999","US $6,999.00","bigboydsportscards3",,"","ANTHONY DAVIS 2012/13 FLAWLESS RC GOLD AUTO 3 COLOR PATCH #03/10 PSA 10 GEM MINT",,,"https://www.ebay.com/itm/354267366215",,,"Ships from United States","9 watchers",
,,,,,,"Madison Heights, Michigan, United States","224467779419",,"6995.95","US $6,995.95","bigwill42101",,"","2014-15 panini prizm Andrew Wiggins gold rc /10 pulsar BGS Gem Mint warriors Psa","Sports Trading Card",,"https://www.ebay.com/itm/224467779419",,,"8 watchers",,
,,,,,,"Kansas City, Missouri, United States","144841865119",,"6999.99","US $6,999.99","slabcanskc",,"","Luka Doncic 2018-19 Select NEON GREEN PRIZM AUTOGRAPH Rookie RC #50/99 - PSA 10",,,"https://www.ebay.com/itm/144841865119",,,"Ships from United States",,
,,,,,,"Reno, Nevada, United States","154283441313",,"6995","US $6,995.00","arcangues93",,"","1998 TOPPS CHROME PEYTON MANNING  ROOKIE REFRACTOR MINT PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/154283441313",,,"Ships from United States","13 watchers",
,,,,,,"Pearl City, Hawaii, United States","115365963187",,"6999","US $6,999.00","chigahsports",,"","2020 Contenders Optic Justin Herbert PSA 10 Rookie of the Year Orange /50 RC 12B","Sports Trading Card",,"https://www.ebay.com/itm/115365963187",,,"Ships from United States",,
,,,,,,"Miami, Florida, United States","144668326796",,"6995","US $6,995.00","norel9139",,"","1961-62 FLEER BASKETBALL BILL RUSSELL BOSTON CELTECS  CARD #38 GRADED SBC 84","Sports Trading Card",,"https://www.ebay.com/itm/144668326796",,,"Ships from United States",,
,,,,,,"Burbank, California, United States","364051691946",,"6999.99","US $6,999.99","burbanksportscards",,"","1997 Hoops High Voltage 500 #HV1 Kobe Bryant /500 BGS 8.5","Sports Trading Card",,"https://www.ebay.com/itm/364051691946",,,"Ships from United States","5 watchers",
,,,,,,"Youngsville, Louisiana, United States","133475119210",,"6999","US $6,999.00","cajunbreaker",,"","2012/13 SP AUTHENTIC - LEBRON JAMES -THE CHOSEN ONE- AUTOGRAPH AUTO - BGS 9 / 10","Sports Trading Card",,"https://www.ebay.com/itm/133475119210",,,"Returns accepted","Ships from United States","62 watchers"
,,,,,,"Rochester, New York, United States","144772786058",,"6995","US $6,995.00","us.mrosz",,"","2018 Josh Allen Prizm Purple Power RC Auto /49 BGS 9.5/10","Sports Trading Card",,"https://www.ebay.com/itm/144772786058",,,"Ships from United States","14 watchers",
,,,,,,"Jacksonville, Florida, United States","313950616130",,"6900","US $6,900.00","ruthiescardcollection",,"","2020 Panini Select Football Mac Jones XRC TIE DYE /25 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/313950616130",,,"Ships from United States","17 watchers",
,,,,,,"Burbank, California, United States","165792114557",,"6999.99","US $6,999.99","burbanksportscards",,"","2018 National Treasures Clutch Factor Auto Luka Doncic RC Auto /99 PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/165792114557",,,"Ships from United States","9 watchers",
,,,,,,"Honolulu, Hawaii, United States","325436366275",,"7000","US $7,000.00","jlwstar",,"","2001 Bowman Albert Pujols AUTO RC BGS 9.5 GEM MINT AU-10","Sports Trading Card",,"https://www.ebay.com/itm/325436366275",,,"Ships from United States",,
,,,,,,"Hudson, New Hampshire, United States","325179022310",,"6995","US $6,995.00","moxie311",,"","2013-14 UD SP Authentic ROOKIE FILM F/X Giannis Antetokounmpo RC PSA 10 Pop 7","Sports Trading Card","Does Not Apply","https://www.ebay.com/itm/325179022310",,,"Ships from United States",,
,,,,,,"Burbank, California, United States","363897841863",,"6999.99","US $6,999.99","burbanksportscards",,"","2002 Upper Deck Finite Auto Michael Jordan Certified /23 PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/363897841863",,,"Ships from United States","50 watchers",
,,,,,,"Burbank, California, United States","314262207606",,"6999.99","US $6,999.99","burbanksportscards",,"","2018 Panini Noir #343 Luka Doncic Rookie RC Auto Jersey /99 BGS 8.5","Sports Trading Card",,"https://www.ebay.com/itm/314262207606",,,"Ships from United States","8 watchers",
,,,,,,"Bothell, Washington, United States","115574208771",,"6995","US $6,995.00","mambaout2020",,"","2009 NATIONAL TREASURES NBA GEAR STEPHEN CURRY ROOKIE PATCH /49 #11 BGS 6.5 /9.5","Sports Trading Card",,"https://www.ebay.com/itm/115574208771",,,"Ships from United States",,
,,,,,,"Manson, Iowa, United States","363930097079",,"6999.99","US $6,999.99","arodrules3333",,"","2018 Donruss Optic Juan Soto Gold Prizm RC #/10 PSA 10 Gem Mint","Sports Trading Card","Does not apply","https://www.ebay.com/itm/363930097079",,,"Returns accepted","Ships from United States",
,,,,,,"Bothell, Washington, United States","115574262748",,"6995","US $6,995.00","mambaout2020",,"","2009 ABSOLUTE MEMORABILIA STEPHEN CURRY ROOKIE PATCH AUTO /25 #144 BGS 8.5 9.5","Sports Trading Card",,"https://www.ebay.com/itm/115574262748",,,,,
,,,,,,"San Jose, California, United States","325227542484",,"7000","US $7,000.00","sold2meon3",,"","FERNANDO TATIS JR. 2019 TOPPS CHROME GREEN REFRACTOR ROOKIE /99 PSA 10 POP 19","Sports Trading Card",,"https://www.ebay.com/itm/325227542484",,,"Ships from United States",,
,,,,,,"Bothell, Washington, United States","115560397478",,"6995","US $6,995.00","mambaout2020",,"","2009 TIMELESS TREASURES NBA STEPHEN CURRY ROOKIE PATCH AUTO /50 #6 BGS 8.5 RC",,,"https://www.ebay.com/itm/115560397478",,,"Ships from United States",,
,,,,,,"Galloway, Ohio, United States","224983696480",,"7000","US $7,000.00","the_sports_cave_220",,"","2020 Contenders Joe Burrow Rookie Ticket Auto PSA 10!!","Sports Trading Card",,"https://www.ebay.com/itm/224983696480",,,"Ships from United States","25 watchers",
,,,,,,"Burbank, California, United States","364032236614",,"6999.99","US $6,999.99","burbanksportscards",,"","1998 Flair Showcase Legacy Collection Row 2 Masterpiece Toni Kukoc 1/1 PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/364032236614",,,"Ships from United States","24 watchers",
,,,,,,"West Richland, Washington, United States","334626169604",,"7000","US $7,000.00","bro2eph81",,"","2020 Contenders Optic Nebula Ticket Patrick Mahomes II AUTO 1/1 White Box PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/334626169604",,,"Ships from United States","17 watchers",
,,,,,,"Burbank, California, United States","314165073412",,"6999.99","US $6,999.99","burbanksportscards",,"","2008 Topps Chrome Orange Refractors #24 Kobe Bryant /499 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/314165073412",,,"Ships from United States","12 watchers",
,,,,,,"Burbank, California, United States","314127886259",,"6999.99","US $6,999.99","burbanksportscards",,"","2018 Topps On Demand Rookie Sensations Auto Shohei Ohtani /10 RC PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/314127886259",,,"Ships from United States",,
,,,,,,"Miami, Florida, United States","203868732926",,"7000","US $7,000.00","kendvilla58",,"","MIGUEL CABRERA 2002 Bowman Chrome  Refractor 20/300 Marlins Rookie signed by him","Sports Trading Card",,"https://www.ebay.com/itm/203868732926",,,"Ships from United States",,
,,,,,,"New Richmond, Wisconsin, United States","154948428164",,"7000","US $7,000.00","card_liberty",,"","2019 Panini Select Kyler Murray Orange Pulsar PSA 10 POP 1   11/11","Sports Trading Card",,"https://www.ebay.com/itm/154948428164",,,"Ships from United States",,
,,,,,,"Graham, North Carolina, United States","115465669293",,"7000","US $7,000.00","hre_pride",,"","Justin Fields Prizm White Sparkle PSA GEM MINT 10!","Sports Trading Card",,"https://www.ebay.com/itm/115465669293",,,"Ships from United States","63 watchers",
,,,,,,"Plumsteadville, Pennsylvania, United States","133761914200",,"7000","US $7,000.00","www.707sportscards.com",,"","1956 Topps 135 GB Mickey Mantle PSA 6 (1843)","Sports Trading Card",,"https://www.ebay.com/itm/133761914200",,,"Free shipping and returns","Ships from United States","6 watchers"
,,,,,,"Haines City, Florida, United States","255332251694",,"7000","US $7,000.00","geraval",,"","Venezuelan Topps 1959 Mickey Mantle #10 PSA 3 MC Ptd In Venezuela","Sports Trading Card",,"https://www.ebay.com/itm/255332251694",,,"Returns accepted","Ships from United States","6 watchers"
,,,,,,"Hampton, Virginia, United States","225286850672",,"2000","US $2,000.00US $7,000.00","revvp3",,"","Giannis Antetokounmpo Mosaic Pink Flourescent 3/10","Sports Trading Card",,"https://www.ebay.com/itm/225286850672",,,"Ships from United States",,
,,,,,,"Caldwell, Idaho, United States","275501768107",,"7000","US $7,000.00","juspimp84",,"","2021-22 Donruss Qatar Soccer Jude Bellingham Gold Optic 10/10 PSA 10.","Sports Trading Card",,"https://www.ebay.com/itm/275501768107",,,"Ships from United States","8 watchers",
,,,,,,"Nashville, Tennessee, United States","144813115401",,"7000","US $7,000.00","secondhand_smith",,"","2018 Topps Chrome Sapphire Ronald Acuna Jr RC Rookie #698 PSA 10 Bat Down Braves","Sports Trading Card",,"https://www.ebay.com/itm/144813115401",,,"Ships from United States","13 watchers",
,,,,,,"Las Vegas, Nevada, United States","363979782966",,"7000","US $7,000.00","psa-set-registry",,"","ZION WILLIAMSON 2019 PANINI PRIZM #249 BLUE FAST BREAK ROOKIE RC /175 PSA 10 GEM","Sports Trading Card",,"https://www.ebay.com/itm/363979782966",,,"Ships from United States","32 watchers",
,,,,,,"Azusa, California, United States","363436979841",,"6992","US $6,992.00","tcredhead",,"","LaMELO BALL 2020-21 PANINI REVOLUTION GALACTIC SSP CASE HIT PSA 9 HORNETS R.O.Y","Sports Trading Card",,"https://www.ebay.com/itm/363436979841",,,"43 watchers",,
,,,,,,"Houston, Texas, United States","325001935213",,"7000","US $7,000.00","dchen86",,"","2018 Panini Prizm Signatures Luka Doncic ROOKIE RC AUTO #RSLDC PSA 10 GEM MNT 📈","Sports Trading Card",,"https://www.ebay.com/itm/325001935213",,,"Ships from United States","5 watchers",
,,,,,,"Hollywood, Florida, United States","374357415947",,"7000","US $7,000.00","jeje_2871",,"","Walter Paintin￼","Sports Trading Card",,"https://www.ebay.com/itm/374357415947",,,"Sale benefits charity",,
,,,,,,"Irvine, Kentucky, United States","404044815984",,"5000","US $5,000.00US $7,000.00","legendof_65",,"","KEN GRIFFEY JR. 1991 Donruss #49 All-Star ERROR Card PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/404044815984",,,"Ships from United States",,
,,,,,,"Crestwood, Kentucky, United States","224569898158",,"7000","US $7,000.00","sigmachi1979-2009",,"","2018 Lamar Jackson Rookie Auto Black Shimmer 1/1","Sports Trading Card",,"https://www.ebay.com/itm/224569898158",,,"Ships from United States","27 watchers",
,,,,,,"Studio City, California, United States","124712478763",,"6999","US $6,999.00","bigsteve37",,"","MASON MOUNT 2020 TOPPS CHROME UEFA ORANGE REFRACTOR CARD #30  /25  PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/124712478763",,,,,
,,,,,,"Pomona, California, United States","325234022660",,"7000","US $7,000.00","danvftsi",,"","LUKA DONCIC, AUTO, MAVERICKS, 2018-19 Panini Prizm ROOKIE CARD, #RSLDC","Sports Trading Card",,"https://www.ebay.com/itm/325234022660",,,"Ships from United States","14 watchers",
,,,,,,"Maricopa, Arizona, United States","374395031062",,"4000","US $4,000.00US $7,000.00","dascr_98",,"","2009-10 SP Game Used 3 Star Swatches 125 Kobe Bryant/LeBron James/Michael Jordan","Sports Trading Card",,"https://www.ebay.com/itm/374395031062",,,"Ships from United States",,
,,,,,,"Uncasville, Connecticut, United States","165185088354",,"7000","US $7,000.00","zadandboujeecards",,"","2016-17 Select Jaylen Brown Prizm Die-Cut Gold /10 BGS 9.5 GEM rookie","Sports Trading Card",,"https://www.ebay.com/itm/165185088354",,,"Ships from United States",,
,,,,,,"Belvedere Tiburon, California, United States","125620744226",,"7000","US $7,000.00","slabbed",,"","1947 STAN MUSIAL Rookie Bond Bread EXHIBIT SGC 4++ Ridiculously Rare!!! Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/125620744226",,,"Ships from United States",,
,,,,,,"Phoenix, Arizona, United States","313839385951",,"7000","US $7,000.00","miksmit_782",,"","2020 Bowman Chrome Draft Nick Gonzales Gold Refractor /50 Auto PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/313839385951",,,"Ships from United States","8 watchers",
,,,,,,"Belvedere Tiburon, California, United States","125620753000",,"7000","US $7,000.00","slabbed",,"","1947 Bond Bread EXHIBIT Joe DIMAGGIO & Dom  SGC 4-6 MEGA Rarities!!!!","Sports Trading Card",,"https://www.ebay.com/itm/125620753000",,,"Ships from United States",,
,,,,,,"Honolulu, Hawaii, United States","144082274804",,"7000","US $7,000.00","bongbj",,"","2018 Topps Update Shohei Ohtani Rookie #US285 Black 8/67 CSG 9.5 Gem Mint Angels","Sports Trading Card",,"https://www.ebay.com/itm/144082274804",,,"Ships from United States",,
,,,,,,"Riverside, California, United States","304604209616",,"7000","US $7,000.00","gmigames",,"","2013 Topps UFC Bloodlines Conor McGregor Rookie Autograph Card PSA 9 Auto 10","Sports Trading Card",,"https://www.ebay.com/itm/304604209616",,,"Ships from United States","17 watchers",
,,,,,,"Maryville, Tennessee, United States","393336486913",,"7000","US $7,000.00","clreich_84",,"","2019 Topps Chrome Fernando Tatis Jr Gold Wave Refractor Auto GEM BGS 9.5 #06/50","Sports Trading Card",,"https://www.ebay.com/itm/393336486913",,,"Returns accepted","Ships from United States","20 watchers"
,,,,,,"Upland, California, United States","304288771417",,"6999","US $6,999.00","lorrhalv-0",,"","2019 Fernando Tatis Jr Certified Rookie On Card Auto  /10 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/304288771417",,,"Ships from United States","5 watchers",
,,,,,,"Rosemount, Minnesota, United States","125622594400",,"7000","US $7,000.00","spindoctorssportscards_ig",,"","2000 Bowman Chrome Tom Brady Rookie Card PSA 9 MINT Patriots! Tampa Bay #236","Sports Trading Card",,"https://www.ebay.com/itm/125622594400",,,"Ships from United States",,
,,,,,,"Melrose, Massachusetts, United States","275280410775",,"6995","US $6,995.00","bgbeercollectibles",,"","2020 Bowman Draft Jordan Walker #CDAJW Gold Wave /50 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/275280410775",,,"9 watchers",,
,,,,,,"Louisville, Colorado, United States","185506943253",,"7000","US $7,000.00","gemmintjesse",,"","2012 Topps Mini Mike Trout Gold /61 PSA 9 - Pop 4 NONE HIGHER","Sports Trading Card",,"https://www.ebay.com/itm/185506943253",,,"Ships from United States",,
,,,,,,"Staten Island, New York, United States","255838713023",,"7000","US $7,000.00","onepizza",,"","2000 BOWMAN CHROME TOM BRADY ROOKIE RC #236 PSA 9 MINT","Sports Trading Card",,"https://www.ebay.com/itm/255838713023",,,"Ships from United States",,
,,,,,,"Lomita, California, United States","195513633611",,"6999","US $6,999.00","sajccards",,"","2019-20 Donruss Optic White Sparkle ZION WILLIAMSON #158 RC Rookie /20 SP PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/195513633611",,,"Ships from United States",,
,,,,,,"Edinburg, Texas, United States","313761924338",,"7000","US $7,000.00","robga_91",,"","2020 Panini Contenders ANTHONY EDWARDS The Finals Ticket ON CARD AUTO /49 SGC 10","Sports Trading Card",,"https://www.ebay.com/itm/313761924338",,,"Ships from United States",,
,,,,,,"Calverton, New York, United States","314240967337",,"7000","US $7,000.00","robbierockscards",,"","2020-21 Panini Prizm FOTL Tyrese Haliburton Blue Shimmer /35 RC PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/314240967337",,,"Free shipping and returns","Ships from United States",
,,,,,,"Decatur, Georgia, United States","304635561548",,"7000","US $7,000.00","apebaboon407",,"","2021 National Treasures Evan Mobley 1/1 RPA Rookie Logo Patch PSA 9 - 10 Auto","Sports Trading Card",,"https://www.ebay.com/itm/304635561548",,,"Ships from United States",,
,,,,,,"Salisbury, Maryland, United States","394342105505",,"7000","US $7,000.00","ster-9844",,"","Ronald Acuna JR 2018 Rookie Auto 4/5 Topps Clearly Authentic BGS 9.5/10 GEM MT +","Sports Trading Card",,"https://www.ebay.com/itm/394342105505",,,"Ships from United States",,
,,,,,,"Mesa, Arizona, United States","234632074972",,"7000","US $7,000.00","dhfinds",,"","Topps 1990 Ken Griffey Jr. #24 Seattle Mariners #336 PSA10 -Baseball Card","Sports Trading Card",,"https://www.ebay.com/itm/234632074972",,,"Ships from United States",,
,,,,,,"Honolulu, Hawaii, United States","404009834695",,"7000","US $7,000.00","gtk014",,"","2022 Bowman Chrome Kahlil Watson Auto Orange Shimmer /25 PSA PSA 9 DNA 10","Sports Trading Card",,"https://www.ebay.com/itm/404009834695",,,"Ships from United States",,
,,,,,,"Weslaco, Texas, United States","225216938560",,"7000","US $7,000.00","thepackdog",,"","1979 topps Wayne Gretzky rc PSA 7.5 near mint plus sp","Sports Trading Card",,"https://www.ebay.com/itm/225216938560",,,"Ships from United States",,
,,,,,,"Milton, Washington, United States","115612636216",,"7000","US $7,000.00","weaponxmusic",,"","STEPHEN CURRY 2009/10 PLAYOFF CONTENDERS RC ROOKIE AUTOGRAPH SP AUTO PSA 6 EX-MT","Sports Trading Card",,"https://www.ebay.com/itm/115612636216",,,"Ships from United States",,
,,,,,,"Moscow, Idaho, United States","275550873030",,"7000","US $7,000.00","cardsandbrowns",,"","1948 Leaf #4 Stan Musial RC -- PSA 5 -- CARDINALS HOF rookie centerd bold no crs","Sports Trading Card",,"https://www.ebay.com/itm/275550873030",,,"Ships from United States","21 watchers",
,,,,,,"Fort Myers, Florida, United States","265845089841",,"7000","US $7,000.00","irishhosta",,"","1951-52 PARKHURST HOCKEY #52 THE WINNING GOAL KSA 9 MINT CENTERED FULL SIZED L:R","Sports Trading Card",,"https://www.ebay.com/itm/265845089841",,,"Free shipping and returns","Ships from United States",
,,,,,,"Quincy, Massachusetts, United States","324496341830",,"7000","US $7,000.00","bone1380",,"","Derek Jeter 1993 Topps Gold Rc PSA 10 - HOF in September","Sports Trading Card",,"https://www.ebay.com/itm/324496341830",,,"Ships from United States","14 watchers",
,,,,,,"Plumsteadville, Pennsylvania, United States","313530845687",,"7000","US $7,000.00","www.707sportscards.com",,"","1952 Topps 312 Jackie Robinson PSA 1 (6048)","Sports Trading Card",,"https://www.ebay.com/itm/313530845687",,,"Free shipping and returns","Ships from United States","6 watchers"
,,,,,,"Albany, New York, United States","324846427206",,"7000","US $7,000.00","beefsells",,"","SHOHEI OHTANI 2018 Leaf Metal Draft Silver Wave Auto Rookie Card BGS 10 Pristine","Sports Trading Card",,"https://www.ebay.com/itm/324846427206",,,"Ships from United States","31 watchers",
,,,,,,"Tustin, California, United States","275550102021",,"7000","US $7,000.00","productiongear",,"","2019 Panini Black Kevin Durant Platinum 1/1 PSA GEM-MT 10","Sports Trading Card",,"https://www.ebay.com/itm/275550102021",,,"Ships from United States",,
,,,,,,"Cleveland, Ohio, United States","275510824262",,"7000","US $7,000.00","northcoastcards",,"","2018 Collin Sexton Panini Donruss Optic Nebula RC 1/1 - Utah Jazz/Cleveland Cavs","Sports Trading Card",,"https://www.ebay.com/itm/275510824262",,,"Ships from United States","12 watchers",
,,,,,,"Hilliard, Ohio, United States","265702701882",,"7000","US $7,000.00","thekid907",,"","2019 Contenders Optic Patrick Mahomes Green Pulsar /27 BLACK LABEL BGS 10","Sports Trading Card",,"https://www.ebay.com/itm/265702701882",,,"Ships from United States",,
,,,,,,"Phoenix, Arizona, United States","385189883334",,"7000","US $7,000.00","samsa_6322",,"","2016 Select PATRICK MAHOMES Silver Prizm XRC Rookie RC SP #2 Gem Mint PSA 10",,,"https://www.ebay.com/itm/385189883334",,,"Ships from United States",,
,,,,,,"Columbia, South Carolina, United States","185127244676",,"7000","US $7,000.00","kmanthecaveman1",,"","2020-21 PANINI PRIZM LAMELO BALL BLUE CRACKED ICE PRIZM ROOKIE CARD /125 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/185127244676",,,"Ships from United States","11 watchers",
,,,,,,"Pahrump, Nevada, United States","403903930178",,"7000","US $7,000.00","vint4gehype",,"","MAC JONES 2021 Donruss Optic Football Orange Scope Rated Rookie #53/79 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/403903930178",,,"5 watchers",,
,,,,,,"Bear, Delaware, United States","353976276382",,"7000","US $7,000.00","josnic-7824",,"","1980 - 1981 Topps Larry Bird/ Julius Erving/ Magic Johnson #6 PSA NM-MT 8","Sports Trading Card",,"https://www.ebay.com/itm/353976276382",,,"Ships from United States",,
,,,,,,"Honolulu, Hawaii, United States","275473665845",,"6925","US $6,925.00","oahusportscards",,"","2019-20 Topps Chrome ERLING HAALAND #72 Bundesliga RC BGS 10 w/ MBA Gold POP 2!","Sports Trading Card",,"https://www.ebay.com/itm/275473665845",,,"Ships from United States","7 watchers",
,,,,,,"New York, New York, United States","174953864052",,"7000","US $7,000.00","alamehr",,"","2018 LUKA DONCIC Rookie RC #25 Select Concourse SILVER PSA 10 DALLAS MAVERICKS","Sports Trading Card",,"https://www.ebay.com/itm/174953864052",,,"Ships from United States",,
,,,,,,"New Paris, Ohio, United States","164883910773",,"7000","US $7,000.00","johndunlap",,"","2020-21 Panini Purple Ice Prizm #278 LaMelo Ball Hornets RC Rookie 109/175 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/164883910773",,,"Ships from United States","9 watchers",
,,,,,,"Bothell, Washington, United States","125170518569",,"7000","US $7,000.00","smokeshowsportscards",,"","2020 Select Joe Burrow Club Level Gold Disco Prizm Rookie RC #7/10 PSA 10🔥📈","Sports Trading Card",,"https://www.ebay.com/itm/125170518569",,,"14 watchers",,
,,,,,,"Montrose, Colorado, United States","394351975239",,"7000","US $7,000.00","adrgr-4681",,"","2019 Topps Holiday Mike Trout SSP Metallic Snowflake Autograph #HA-MT 9/10 BGS 9","Sports Trading Card","Does not apply","https://www.ebay.com/itm/394351975239",,,"Free shipping and returns","Ships from United States",
,,,,,,"Warren, New Jersey, United States","284671962841",,"7000","US $7,000.00","sportsphilanthropist",,"","RONALD ACUNA JR. 2018 TOPPS NOW ORANGE AUTOGRAPH RC #/5 BGS 9.5  *POP 1* GEM","Sports Trading Card",,"https://www.ebay.com/itm/284671962841",,,"Ships from United States",,
,,,,,,"Canoga Park, California, United States","394351799221",,"7000","US $7,000.00","geowrig-64",,"","Jalen Suggs 2021-22 National Treasures RPA  BGS 9 Auto 10 /25 Orlando Magic RC","Sports Trading Card",,"https://www.ebay.com/itm/394351799221",,,"Ships from United States",,
,,,,,,"Tujunga, California, United States","384856992921",,"7000","US $7,000.00","armina-6125",,"","2003-04 Topps LEBRON JAMES #221 Rookie RC 1st Edition PSA 9 MINT Lakers","Sports Trading Card",,"https://www.ebay.com/itm/384856992921",,,"Ships from United States","5 watchers",
,,,,,,"Spanish Fort, Alabama, United States","314163631800",,"7000","US $7,000.00","vjsa22",,"","2020-21 Anthony Edwards Blue Prizm /199 #258. PSA 10. POP 30🥶",,,"https://www.ebay.com/itm/314163631800",,,"Ships from United States","14 watchers",
,,,,,,"New Castle, Delaware, United States","265854736473",,"7000","US $7,000.00","rcinthed_on_ig",,"","Matthew Stafford Orange Refractor #111 Beckett 10","Sports Trading Card",,"https://www.ebay.com/itm/265854736473",,,"Ships from United States",,
,,,,,,"Boerne, Texas, United States","174573847296",,"7000","US $7,000.00","mstngwoman",,"","2004 Playoff Contenders ROOKIE TICKET AUTO set of 99- ROETHLISBERGER, MANNING","Sports Trading Card",,"https://www.ebay.com/itm/174573847296",,,"Returns accepted","Ships from United States","25 watchers"
,,,,,,"Staten Island, New York, United States","255460290483",,"7000","US $7,000.00","onepizza",,"","2003 TOPPS CHROME LEBRON JAMES ROOKIE RC #111 BGS 9.5 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/255460290483",,,"Ships from United States",,
,,,,,,"Wichita, Kansas, United States","402760724231",,"7000","US $7,000.00","sarajohnic-0",,"","Kobe Bryant 1996/97 topps Rookie Card With In Game Wore Jersey 10 Mint Or Better","Sports Trading Card",,"https://www.ebay.com/itm/402760724231",,,"Ships from United States",,
,,,,,,"Cleveland, Ohio, United States","275479567277",,"7000","US $7,000.00","northcoastcards",,"Pop 1!","2019-20 DARIUS GARLAND Donruss Optic Gold Prizm Fast Break /10 RC Rookie PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/275479567277",,,"Ships from United States","10 watchers",
,,,,,,"Lima, Peru","133977747039",,"7000","US $7,000.00","alk_collection01",,"","2004 Panini Sports Mega Cracks Lionel Messi ROOKIE RC #71 PSA 6","Sports Trading Card",,"https://www.ebay.com/itm/133977747039",,,"44 watchers",,
,,,,,,"Ontario, California, United States","195014496166",,"7000","US $7,000.00","sports*card*slavik",,"","~EXTREMELY LOW POP PRISTINE BGS 10 TOUGH LUKA DONCIC 2018 PANINI PRIZM RC HOT",,,"https://www.ebay.com/itm/195014496166",,,"Ships from United States",,
,,,,,,"Houston, Texas, United States","194676505908",,"7000","US $7,000.00","dylanzarosky",,"","2018 Topps Update JUAN SOTO Rookie Gold #d 2018 PSA 10 Gem Mint Nationals","Sports Trading Card",,"https://www.ebay.com/itm/194676505908",,,"Ships from United States","10 watchers",
,,,,,,"Las Vegas, Nevada, United States","313935733663",,"7000","US $7,000.00","psa-set-registry",,"","MICKEY MANTLE 1957 TOPPS #95 VINTAGE CARD NEAR MINT PSA 7 NEW YORK YANKEES HOF","Sports Trading Card",,"https://www.ebay.com/itm/313935733663",,,"Ships from United States","30 watchers",
