"available","availableText","brand","ean","endedDate","image","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2"
,,,,,,"Burtonsville, Maryland, United States","354017116910",,"5500","US $5,500.00","bbcollectibles-26",,"","2020 Panini Certified Steph Curry Green Auto 4/5  Future HOF, 4X NBA CHAMP, RARE","Sports Trading Card",,"https://www.ebay.com/itm/354017116910",,,"Ships from United States",,
,,,,,,"Long Beach, New York, United States","224795808406",,"5500","US $5,500.00","qbhjets",,"","2013 PANINI NAT.TREAS.CENTURY BLACK#112 BRETT FAVRE PACKERS 3/5 PSA 10 GEM MIN","Sports Trading Card",,"https://www.ebay.com/itm/224795808406",,,"Ships from United States",,
,,,,,,"Osseo, Minnesota, United States","284578153265",,"5500","US $5,500.00","jenym-92",,"","2005 Topps Chrome Aaron Rodgers Refractor Rookie RC #190 PSA 9 Packers 🔥","Sports Trading Card",,"https://www.ebay.com/itm/284578153265",,,"Ships from United States","13 watchers",
,,,,,,"Mount Washington, Kentucky, United States","354344411504",,"5500","US $5,500.00","richie_rips",,"","2018-19 Donruss Optic Luka Doncic Fast Break Red Prizm /85 ROOKIE RC #177 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/354344411504",,,"Ships from United States",,
,,,,,,"Whitelaw, Wisconsin, United States","284191181235",,"5500","US $5,500.00","mousie2184",,"","2016 Bowman Chrome Draft Bo Bichette Purple auto PSA 10   172/250","Sports Trading Card",,"https://www.ebay.com/itm/284191181235",,,"Ships from United States","10 watchers",
,,,,,,"Richmond, Virginia, United States","255584601317",,"5500","US $5,500.00","akahomerj",,"","Wander Franco 2019 Bowman Chrome Auto Autograph Green Shimmer RC #/99 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/255584601317",,,"Free shipping and returns","Ships from United States",
,,,,,,"Winnipeg, Manitoba, Canada","225216284848",,"5500","US $5,500.00","wings19",,"","2000 UPPER DECK BLACK DIAMOND TOM BRADY ROOKIE CARD RC #126 PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/225216284848",,,"18 watchers",,
,,,,,,"Herriman, Utah, United States","353724680482",,"5500","US $5,500.00","showtym3",,"","2020 Chronicle Phoenix Psychedelic /5 RPA Justin Herbert. Rookie Patch Auto.🔥","Sports Trading Card",,"https://www.ebay.com/itm/353724680482",,,"Ships from United States","7 watchers",
,,,,,,"Ontario, California, United States","194288856353",,"5500","US $5,500.00","sports*card*slavik",,"","PSA 8.5 NICE LOOKING MICKEY MANTLE 1959 TOPPS ALL STAR SUPER TOUGH GRADE","Sports Trading Card",,"https://www.ebay.com/itm/194288856353",,,"Ships from United States","14 watchers",
,,,,,,"Houston, Texas, United States","304450532251",,"5500","US $5,500.00","hoos5",,"","Jeremy Pena Bowman Chrome Auto 2020 True Gold #/50 BGS 9.5/10 Astros CPAJP Peña","Sports Trading Card",,"https://www.ebay.com/itm/304450532251",,,"Ships from United States","22 watchers",
,,,,,,"Opelika, Alabama, United States","255780742137",,"5500","US $5,500.00","greatcustomstuff_14",,"","ODELL BECKHAM JR RC 2014 PANINI PRIZM FRESH FACES BLACK PRIZM BGS 9.5 TRUE 1/1","Sports Trading Card",,"https://www.ebay.com/itm/255780742137",,,"Ships from United States",,
,,,,,,"Keller, Texas, United States","224895013135",,"5500","US $5,500.00","777bandman",,"","Shai Gilgeous-Alexander SGA Select Auto Prizms Gold 2018 Rookie /10 BGS 9.5 💎","Sports Trading Card","Does not apply","https://www.ebay.com/itm/224895013135",,,"Ships from United States","11 watchers",
,,,,,,"Madison, Wisconsin, United States","155127652363",,"5500","US $5,500.00","bmw_cards2",,"","1936 World Wide Gum #77 Al Simmons (Detroit Tigers) SGC 8 NM/MT POP 1","Sports Trading Card",,"https://www.ebay.com/itm/155127652363",,,"Free shipping and returns","Ships from United States",
,,,,,,"Salinas, California, United States","373689665617",,"5500","US $5,500.00","sempercards_ig",,"","2018 Prizm Josh Allen Prizm SILVER Rookie JERSEY Patch AUTO 72/99 PSA 9 Rc","Sports Trading Card",,"https://www.ebay.com/itm/373689665617",,,"Ships from United States","47 watchers",
,,,,,,"Fort Walton Beach, Florida, United States","144471119158",,"5500","US $5,500.00","dobermanboy30",,"","6/25 TOM BRADY 2007 Topps Chrome Gold Refractor DP& Pros PSA 8 POP 1 SHORT PRINT","Sports Trading Card",,"https://www.ebay.com/itm/144471119158",,,"Ships from United States",,
,,,,,,"Basingstoke, United Kingdom","115574737162",,"5500","US $5,500.00","lcl2022",,"","1962 PELE E.D.I. MILANO CALCIOCAMPIONI #344 (PSA 2) Pelé","Sports Trading Card",,"https://www.ebay.com/itm/115574737162",,,"12 watchers",,
,,,,,,"Lagrangeville, New York, United States","275432917045",,"5500","US $5,500.00","eastcoastcardcollector82",,"","2020 Panini Contenders JOE BURROW AUTOGRAPH SP TEAM HELMET Rookie BGS 9.5/10","Sports Trading Card",,"https://www.ebay.com/itm/275432917045",,,"Ships from United States",,
,,,,,,"Loveland, Colorado, United States","304156784140",,"5500","US $5,500.00","thecat_inthehat",,"","2008 Panini Megacracks #384 Lionel Messi BGS 10 Pristine POP 3 MEGA ESTRELLAS","Sports Trading Card",,"https://www.ebay.com/itm/304156784140",,,"Ships from United States","10 watchers",
,,,,,,"Kapolei, Hawaii, United States","203577576733",,"5500","US $5,500.00","happy_bidding7",,"","2020 PANINI SELECT JUSTIN HERBERT TIE DYE DIE CUT PRIZM AUTO 9/10 BGS 9/10 🔥👀","Sports Trading Card",,"https://www.ebay.com/itm/203577576733",,,"Ships from United States","16 watchers",
,,,,,,"Florence, South Carolina, United States","124822166274",,"5500","US $5,500.00","owen-austi",,"","Kobe Bryant Auto 9.5/10 2012-2013 Panini Elite Turn of the Century /199","Sports Trading Card",,"https://www.ebay.com/itm/124822166274",,,"Ships from United States","9 watchers",
,,,,,,"Baytown, Texas, United States","175214014211",,"5500","US $5,500.00","mclovin_cards",,"","Ciryl Gane Select Ufc Rookie Signatures Gold Disco Prizm PSA 10 RC 02/10 Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/175214014211",,,"Ships from United States",,
,,,,,,"Oakley, California, United States","334511341401",,"5500","US $5,500.00","yourpoolguyz2013",,"","Mac Jones RPA Spectra Aspiring Neon Black Light  2/10 PSA 9 Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/334511341401",,,"Ships from United States",,
,,,,,,"Grand Prairie, Texas, United States","403960313227",,"5500","US $5,500.00","dragonsdad2012",,"","2020 PANINI PRIZM JUSTIN HERBERT RED SHIMMER /35 BGS 8.5/10 Auto","Sports Trading Card",,"https://www.ebay.com/itm/403960313227",,,"Ships from United States",,
,,,,,,"Tinley Park, Illinois, United States","285049317444",,"5500","US $5,500.00","gi.sgisc.0aiiy3",,"","2019 Topps Chrome Fernando Tatis Jr. '84 Topps Red Refractor RC Auto 5/5 PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/285049317444",,,"Free shipping and returns","Ships from United States",
,,,,,,"Ciudad panama, Panama","165500798611",,"5500","US $5,500.00","jd_biohazard3m",,"","2000 UD Master Collection 4 Cards Lot Jeter Jackson Berra Ford Autograph Jsy Bat","Sports Trading Card",,"https://www.ebay.com/itm/165500798611",,,"9 watchers",,
,,,,,,"Tulare, California, United States","265567334791",,"5500","US $5,500.00","fsmsportscards",,"","2016 1st Bowman Chrome Juan Soto Autograph BGS 9.5 GEM MINT True Plus Auto 10","Sports Trading Card",,"https://www.ebay.com/itm/265567334791",,,"Ships from United States","47 watchers",
,,,,,,"Attleboro, Massachusetts, United States","234603151542",,"5500","US $5,500.00","rd476",,"","2022 UFC Prizm Paddy “The Baddy”  Pimblett Mojo 12/25 RC PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/234603151542",,,"Ships from United States","5 watchers",
,,,,,,"Brownsburg, Indiana, United States","185555229984",,"5500","US $5,500.00","scl70",,"QUAD 9.5 SUBS!","2013 Panini Prizm Autographs #33 Giannis Antetokounmpo RC, BGS 9.5, Auto 10","Sports Trading Card",,"https://www.ebay.com/itm/185555229984",,,"Ships from United States","36 watchers",
,,,,,,"Miami, FL, United States","164668419436",,"5500","US $5,500.00","jd_biohazard3m",,"","1954 Topps Henry Hank Aaron #128 RC Rookie Card PSA 1 Awesome Eye Appeal!!","Sports Trading Card",,"https://www.ebay.com/itm/164668419436",,,"Ships from United States","16 watchers",
,,,,,,"Roseville, California, United States","225007060009",,"5500","US $5,500.00","derekcarrcardking",,"","Derek Carr 2014 Topps Chrome1985 Rookie SUPERFRACTOR 1/1 BGS Gem 9.5 Non- Auto","Sports Trading Card",,"https://www.ebay.com/itm/225007060009",,,"Ships from United States","29 watchers",
,,,,,,"Sicklerville, New Jersey, United States","383989458296",,"5500","US $5,500.00","bchick1022",,"","2011 Bowman Chrome Mike Trout Refractor Rookie Card RC #175 PSA 9 Angels J30","Sports Trading Card",,"https://www.ebay.com/itm/383989458296",,,"Free shipping and returns","Ships from United States","10 watchers"
,,,,,,"High Point, North Carolina, United States","294032744030",,"5500","US $5,500.00","blue_dot_discount",,"","2007 Topps Finest Kevin Durant Blue Refractor  /199 #71 PSA 9 Pop 9","Sports Trading Card",,"https://www.ebay.com/itm/294032744030",,,"Ships from United States","9 watchers",
,,,,,,"Medina, Ohio, United States","134302546385",,"5500","US $5,500.00","hbshue",,"","2019-20 Panini Select Darius Garland PSA 9 Courtside Green Prizm /5 Rookie RC","Sports Trading Card",,"https://www.ebay.com/itm/134302546385",,,"Ships from United States",,
,,,,,,"Detroit, Michigan, United States","184904360380",,"5500","US $5,500.00","bamjam12",,"","2017 Panini Prizm Donovan Mitchell Green Pulsar /25 PSA 10 Rookie RC #117 Pop 3!","Sports Trading Card","Does not apply","https://www.ebay.com/itm/184904360380",,,"Ships from United States","11 watchers",
,,,,,,"Caro, Michigan, United States","134306281589",,"5500","US $5,500.00","allyadice",,"","1963 Topps #537 Pete Rose RC BVG 7 Near Mint","Sports Trading Card",,"https://www.ebay.com/itm/134306281589",,,"Ships from United States",,
,,,,,,"Budd Lake, New Jersey, United States","265283610021",,"5500","US $5,500.00","cwalt1982",,"","Bryce Harper Game Used High School Bat PSA/DNA COA","Sports Trading Card",,"https://www.ebay.com/itm/265283610021",,,"Ships from United States",,
,,,,,,"Clarence Center, New York, United States","225268188082",,"5500","US $5,500.00","2puttbirdies",,"","2009-10 Topps #321 Stephen Curry (RC) Autograph w/ Inscription “Splash Bro,” PSA","Sports Trading Card",,"https://www.ebay.com/itm/225268188082",,,"Ships from United States",,
,,,,,,"Azusa, California, United States","373178773818",,"5492","US $5,492.00","tcredhead",,"","ICHIRO SUZUKI 2001 BOWMAN CHROME REFRACTOR JAPANESE ROOKIE RC BGS 9.5 MARINERS","Sports Trading Card",,"https://www.ebay.com/itm/373178773818",,,"53 watchers",,
,,,,,,"Newport Beach, California, United States","314250268260",,"5500","US $5,500.00","chaiter",,"","2020 Panini Doruss Optic Tua Tagovailoa White Sparkle Rookie PSA 9!  POP 2! SSP!","Sports Trading Card",,"https://www.ebay.com/itm/314250268260",,,"Ships from United States",,
,,,,,,"Metairie, Louisiana, United States","334514067160",,"5500","US $5,500.00","showgoatcards",,"","1964 Bazooka Panel  Groat-Barber-Mickey Mantle SGC 5.5 Vintage Baseball New Slab","Sports Trading Card",,"https://www.ebay.com/itm/334514067160",,,"Returns accepted","Ships from United States",
,,,,,,"Middleport, New York, United States","234106074640",,"5500","US $5,500.00","c.harts",,"","2018 Josh Allen Encased rookie dual swatch signatures auto 2/10 Bgs 9.5","Sports Trading Card",,"https://www.ebay.com/itm/234106074640",,,"Ships from United States","19 watchers",
,,,,,,"Lake Worth, Florida, United States","225269689450",,"5450","US $5,450.00","2014.cubba",,"","😲🔥 2019 Topps Chrome Adolis Garcia Superfractor auto #1/1 PSA 10 Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/225269689450",,,"Ships from United States",,
,,,,,,"Ontario, California, United States","195014503454",,"5500","US $5,500.00","sports*card*slavik",,"","CENTERED++ HIGH-END 1958 PSA 8 MICKEY MANTLE TOPPS ALL STAR NICE LOOKING CARD",,,"https://www.ebay.com/itm/195014503454",,,"Ships from United States","7 watchers",
,,,,,,"Monroe City, Missouri, United States","224805291322",,"5500","US $5,500.00","jpscorner",,"","2020 Donruss Optic Lamelo Ball Rated Rookie Checkerboard PSA 10 Low Pop","Sports Trading Card",,"https://www.ebay.com/itm/224805291322",,,"Ships from United States","6 watchers",
,,,,,,"Gilbert, Arizona, United States","374373863615",,"5500","US $5,500.00","janie_1954",,"","Josh Allen Rookie Panini One Red RPA Rare #01/25","Sports Trading Card",,"https://www.ebay.com/itm/374373863615",,,"Ships from United States",,
,,,,,,"Plumsteadville, Pennsylvania, United States","194167449086",,"5500","US $5,500.00","www.707sportscards.com",,"","1921 Holsum Bread  Tris Speaker PSA 1 (0811)","Sports Trading Card",,"https://www.ebay.com/itm/194167449086",,,"Free shipping and returns","Ships from United States",
,,,,,,"Hawthorne, California, United States","255556566803",,"5500","US $5,500.00","stevielane",,"","LEWIS HAMILTON #1 ~ PSA 9 ~ 2020 Topps Chrome Formula 1 Sapphire F1 AQUA /99","Sports Trading Card",,"https://www.ebay.com/itm/255556566803",,,"Ships from United States","19 watchers",
,,,,,,"Ontario, California, United States","195014517465",,"5500","US $5,500.00","sports*card*slavik",,"","PSA 10 FLEER RETRO KEVIN DURANT POPULAR BRAND 1986 LOOK AWESOME ROOKIE JORDAN","Sports Trading Card",,"https://www.ebay.com/itm/195014517465",,,"Ships from United States",,
,,,,,,"Ontario, California, United States","195014495793",,"5500","US $5,500.00","sports*card*slavik",,"","~CRAZY RARE NEVER SEEN PSA 10 SCORE BOARD GAME BREAKERS KOBE BRYANT 1996 ROOKIE","Sports Trading Card",,"https://www.ebay.com/itm/195014495793",,,"Ships from United States",,
,,,,,,"Cincinnati, Ohio, United States","363996993066",,"5500","US $5,500.00","eman62692",,"","2019-20 Court Kings Ja Morant Fresh Paint Rookie Auto Jade /25 PSA 10 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/363996993066",,,"Ships from United States","14 watchers",
,,,,,,"Chicago, Illinois, United States","234356313970",,"5500","US $5,500.00","traderjay3",,"","1911 Cobb / Crawford T201 Mecca Double Folders. Detroit. Sharp, Centered SGC 7!","Sports Trading Card",,"https://www.ebay.com/itm/234356313970",,,"Ships from United States",,
,,,,,,"Inver Grove Heights, Minnesota, United States","364064301914",,"5500","US $5,500.00","heki_6329",,"","2022 TOPPS UPDATE Julio Rodriguez BLACK GOLD ROOKIE AUTO # 05/10 PSA 9",,,"https://www.ebay.com/itm/364064301914",,,"Ships from United States","6 watchers",
,,,,,,"Stratham, New Hampshire, United States","275402714120",,"5500","US $5,500.00","snappinpacks",,"","2019-20 OPC Platinum Cale Makar /25 Orange Checkers RC Rookie BGS 10 PRISTINE","Sports Trading Card",,"https://www.ebay.com/itm/275402714120",,,"Ships from United States","28 watchers",
,,,,,,"West Des Moines, Iowa, United States","304640584228",,"5500","US $5,500.00","macs.packs",,"","2017 Panini Donruss “Rainbow” Donovan Mitchell Rated Rookie High Grades *READ*",,,"https://www.ebay.com/itm/304640584228",,,,,
,,,,,,"Richland, Washington, United States","266009561472",,"5500","US $5,500.00","surfinglarrythelegend",,"","1982-83 Larry Bird: Indiana State  Police Sycamore Rampage PSA 9! POP 5! No 10s","Sports Trading Card",,"https://www.ebay.com/itm/266009561472",,,"Ships from United States",,
,,,,,,"Williamstown, New Jersey, United States","383919748640",,"5500","US $5,500.00","hootman1953",,"","1940 Play Ball #24 FRANK HAYES psa 8.5 Philadelphia Athletics pop 1 PLAYBALL","Sports Trading Card",,"https://www.ebay.com/itm/383919748640",,,"Ships from United States",,
,,,,,,"Renton, Washington, United States","165650666871",,"5500","US $5,500.00","1960starman",,"","1996-97 Skybox E-X2000 Star Date #3 Kobe Bryant BGS 9.5 Gem mint","Sports Trading Card",,"https://www.ebay.com/itm/165650666871",,,"Ships from United States",,
,,,,,,"Verona, New Jersey, United States","265176546774",,"5500","US $5,500.00","ricky.cardclothes.seller",,"","2003-04 Topps Chrome #111 LeBron James RC sub.Grade 9 9 8.5 8Rookie BGS 8.5","Sports Trading Card",,"https://www.ebay.com/itm/265176546774",,,"Ships from United States","6 watchers",
,,,,,,"Cincinnati, Ohio, United States","115544896016",,"5500","US $5,500.00","tecb_cards",,"","2020 Panini Phoenix Joe Burrow Helmet /25 Rising Rookie Auto PSA 9 Auto 10  RC","Sports Trading Card",,"https://www.ebay.com/itm/115544896016",,,"Ships from United States",,
,,,,,,"Chicago, Illinois, United States","155096578040",,"5500","US $5,500.00","originalcards*n*collectibles",,"","1914 TRIS SPEAKER Baseball Card!! American Tobacco Coupon Cigarettes T213-Type 2","Sports Trading Card",,"https://www.ebay.com/itm/155096578040",,,"Ships from United States",,
,,,,,,"Elizabeth, New Jersey, United States","313541548205",,"5500","US $5,500.00","miguel._688",,"","2018-19 Donruss Phil Foden Optic Orange Rated Rookie 27/99 PSA 10 Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/313541548205",,,"Ships from United States","33 watchers",
,,,,,,"Gilbert, Arizona, United States","224176161269",,"5500","US $5,500.00","tyson09",,"","2012 PRIZM TOM BRADY BRILLIANCE SILVER PRIZM!! PSA GRADED MINT 9!! SUPER RARE!","Sports Trading Card",,"https://www.ebay.com/itm/224176161269",,,"Ships from United States",,
,,,,,,"Laughlin, Nevada, United States","385207063063",,"5500","US $5,500.00","sportscards702",,"","1923 V145-1 William Patterson BILLY BIRCH #35 EX-MT PSA 6 *SC702*","Sports Trading Card",,"https://www.ebay.com/itm/385207063063",,,"Returns accepted","Ships from United States",
,,,,,,"Camarillo, California, United States","334384614653",,"5500","US $5,500.00","andymadec",,"","1956 Topps #33 ROBERTO CLEMENTE Pirates Gray Back PSA NM 7+ MBA GOLD Looks Mint","Sports Trading Card",,"https://www.ebay.com/itm/334384614653",,,"Returns accepted","Ships from United States","13 watchers"
,,,,,,"Santa Monica, California, United States","155230863462",,"5500","US $5,500.00","conditionallyrendered",,"","2020 Spencer Torkelson Bowman Draft Chrome Draft 1st Auto #CDA-ST RC PSA 9 /499","Sports Trading Card","Does Not Apply","https://www.ebay.com/itm/155230863462",,,"Ships from United States",,
,,,,,,"Detroit, Michigan, United States","184980963841",,"5500","US $5,500.00","bamjam12",,"","TRAE YOUNG 2018 Panini Prizm PURPLE PULSAR PRIZMS 27/35 PSA Gem Mint 10 RC POP 6","Sports Trading Card",,"https://www.ebay.com/itm/184980963841",,,"Ships from United States","10 watchers",
,,,,,,"Lithia, Florida, United States","325367092490",,"5500","US $5,500.00","ourlovingtech",,"","2019 Topps NOW UCL Erling Haaland /178 #11 Salzburg 1st RC Haland ⚽️ BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/325367092490",,,"Ships from United States","15 watchers",
,,,,,,"Irvine, California, United States","295191656690",,"5500","US $5,500.00","2jz_cards",,"","1991 Topps Stadium Club Frank Thomas #57 PSA 10 GEM MINT PSA/DNA AUTO Signed","Sports Trading Card",,"https://www.ebay.com/itm/295191656690",,,"Ships from United States",,
,,,,,,"Blue Springs, Missouri, United States","165512285413",,"5500","US $5,500.00","thb_hge",,"","🔥Josh Allen Flawless 4 Color Patch Rookie 17/25 Jersey Number 1/1 True Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/165512285413",,,"Ships from United States","10 watchers",
,,,,,,"Altha, Florida, United States","115370128412",,"5500","US $5,500.00","joeyb29",,"","2019 Panini Mosaic Montage Gold /10 Luka Doncic BGS 10 Pristine Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/115370128412",,,"Ships from United States",,
,,,,,,"San Francisco, California, United States","174787699091",,"5500","US $5,500.00","h44h",,"","Luka Doncic 2018 Panini Prizm Mosaic Blue PSA 10 Pop 1/32 RC #68 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/174787699091",,,"Ships from United States","31 watchers",
,,,,,,"Greenvale, VIC, Australia","265390989200",,"5450","US $5,450.00","morgan2687",,"","2004-05 Dwight Howard Rookie Exquisite Emblems of Endorsement","Sports Trading Card",,"https://www.ebay.com/itm/265390989200",,,"8 watchers",,
,,,,,,"Rochester, Michigan, United States","234538762626",,"5500","US $5,500.00","glasbjenif",,"","1929 R316 Kashin Pub. Babe Ruth New York Yankees PSA 3 VG","Sports Trading Card",,"https://www.ebay.com/itm/234538762626",,,"Ships from United States","15 watchers",
,,,,,,"Coventry, Rhode Island, United States","275484233320",,"5500","US $5,500.00","eastcoastbreakers",,"","1999 UD  AIR OF GREATNESS MICHAEL JORDAN 23 BULLS BRONZE /100 PSA 9 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/275484233320",,,"Ships from United States",,
,,,,,,"Fargo, North Dakota, United States","354325610742",,"5500","US $5,500.00","jusbe5235",,"","2017 Patrick Mahomes Gold Standard AUTO RC #44/49! BGS 9 AUTO 10!","Sports Trading Card",,"https://www.ebay.com/itm/354325610742",,,"Ships from United States",,
,,,,,,"Schenectady, New York, United States","193877878393",,"5500","US $5,500.00","travelpro07",,"","1970 TOPPS DARRELL EVANS RC PSA 10 GEM MINT LOW POP HIGH END","Sports Trading Card",,"https://www.ebay.com/itm/193877878393",,,"Ships from United States",,
,,,,,,"Beachwood, Ohio, United States","385043017722",,"5500","US $5,500.00","am_sportscards4",,"","Ja Morant 2019-20 Panini Prizm Choice Tiger Stripe #249 BGS 8.5","Sports Trading Card",,"https://www.ebay.com/itm/385043017722",,,"Ships from United States","7 watchers",
,,,,,,"Pittsburgh, Pennsylvania, United States","203331973611",,"5500","US $5,500.00","mrbillshv",,"","1979-80 OPC - Wayne Gretzky - PSA 6 - Oilers rookie card #18","Sports Trading Card",,"https://www.ebay.com/itm/203331973611",,,"Ships from United States","6 watchers",
,,,,,,"McKinney, Texas, United States","144060880047",,"5500","US $5,500.00","mysportsaddiction",,"","MICHAEL JORDAN 1989-90 NORTH CAROLINA COLLECTION #13 SHORTS BGS 9.5 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/144060880047",,,"Free shipping and returns","Ships from United States",
,,,,,,"Rochester, Michigan, United States","334523270650",,"5500","US $5,500.00","glasbjenif",,"","1979 OPC O-PEE-CHEE #18 Wayne Gretzky RC Auto/Autograph BGS Authenticated","Sports Trading Card",,"https://www.ebay.com/itm/334523270650",,,"Ships from United States","15 watchers",
,,,,,,"Hesperia, California, United States","265579571700",,"5500","US $5,500.00","2009days",,"","2019 PANINI CONT.OPTIC-SIG KURT WARNER LGND.CONT. AU-GREEN PULSAR PSA10-/27","Sports Trading Card",,"https://www.ebay.com/itm/265579571700",,,"Ships from United States",,
,,,,,,"Beachwood, Ohio, United States","385042979860",,"5500","US $5,500.00","am_sportscards4",,"","2018 Panini Select JOSH ALLEN #09/25 Tie-Dye Prizm Rookie RC PSA 9 MINT","Sports Trading Card",,"https://www.ebay.com/itm/385042979860",,,"Ships from United States","9 watchers",
,,,,,,"default, Singapore","255116333786",,"5500","US $5,500.00","simonqrt",,"","2019-20 Panini PRIZM EPL Signatures Breakaway Gold /3 CHRISTIAN PULISIC Chelsea","Sports Trading Card",,"https://www.ebay.com/itm/255116333786",,,"14 watchers",,
,,,,,,"New York, New York, United States","115627591601",,"5500","US $5,500.00","yellow_hanzo",,"","2014 Topps Autographs #52B Tom Brady New England Patriots BGS 9.5 w/ 10 AUTO SSP","Sports Trading Card",,"https://www.ebay.com/itm/115627591601",,,"Ships from United States",,
,,,,,,"Scottsdale, Arizona, United States","275331470695",,"5500","US $5,500.00","rarebear86",,"","2018 Lamar Jackson Select Nike Swoosh Prizm Black Laundry Tag BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/275331470695",,,"Ships from United States",,
,,,,,,"New York, New York, United States","154632508507",,"5500","US $5,500.00","retrosportsgalore",,"BGS 9 Mint Autograph 10","2018-19 Panini Contenders Michael Porter Jr Cracked Ice RC Auto 04/23 BGS 9 10","Sports Trading Card","Does not apply","https://www.ebay.com/itm/154632508507",,,"Ships from United States",,
,,,,,,"Hinesville, Georgia, United States","304515318725",,"5500","US $5,500.00","bigbadmomma45",,"","Super Rare Monster Roussimoff (Andre the Giant) 1972 Rookie Card","Sports Trading Card",,"https://www.ebay.com/itm/304515318725",,,"Ships from United States",,
,,,,,,"Smyrna, Georgia, United States","334518295813",,"5500","US $5,500.00","3lsktrading",,"","2003-04 Flair Row 1 Lebron James Rookie Card RC #/100 Gold Foil PSA 6","Sports Trading Card",,"https://www.ebay.com/itm/334518295813",,,"Returns accepted","Ships from United States","7 watchers"
,,,,,,"Smyrna, Tennessee, United States","334654985723",,"5500","US $5,500.00","joshlikescards",,"","2021 Panini Donruss Optic DT35 Trey Lance Downtown Black Pandora 20/25 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/334654985723",,,"Ships from United States",,
,,,,,,"Lehigh Acres, Florida, United States","334281599792",,"5500","US $5,500.00","stepfern_16",,"","1984 Topps Dan Marino Miami Dolphins #123","Sports Trading Card",,"https://www.ebay.com/itm/334281599792",,,"Ships from United States",,
,,,,,,"Austin, Texas, United States","125598495531",,"5500","US $5,500.00","markn512",,"","2015 Panini Prizm Orange Devin Booker Rookie #/65 PSA 9 Mint Low Pop","Sports Trading Card",,"https://www.ebay.com/itm/125598495531",,,"5 watchers",,
,,,,,,"Mahomet, Illinois, United States","294317306168",,"5500","US $5,500.00","rips_and_hits",,"","Peyton Manning 2009 Topps Chrome Chicle Red Refractor /10 Card #C40 (POP 1)Mint9","Sports Trading Card",,"https://www.ebay.com/itm/294317306168",,,"Ships from United States","6 watchers",
,,,,,,"Lyndeborough, New Hampshire, United States","403869514289",,"5500","US $5,500.00","mgcard",,"","1999-00 Skybox Premium #1 KOBE BRYANT MORE GOOD STUFF #/99 PSA 6 LA Lakers HOF","Sports Trading Card",,"https://www.ebay.com/itm/403869514289",,,"Free shipping and returns","Ships from United States","14 watchers"
,,,,,,"Sorrento, Florida, United States","134224070297",,"5500","US $5,500.00","edward88yahoo",,"","TOM BRADY BGS 9 2000 BOWMAN FOOTBALL #236 ROOKIE PATRIOTS MINT RC","Sports Trading Card",,"https://www.ebay.com/itm/134224070297",,,,,
,,,,,,"Tampa, Florida, United States","314126215581",,"5500","US $5,500.00","vgl_sportscards",,"","2017 Panini Prizm Gold Mitchell Trubisky BGS 9.5 True 💎++","Sports Trading Card",,"https://www.ebay.com/itm/314126215581",,,"Ships from United States",,
,,,,,,"Nashville, Tennessee, United States","373668055149",,"5500","US $5,500.00","marculeshan-0",,"","2018 Contenders 20th Anniversary Josh Allen auto 7 of 20 PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/373668055149",,,"Ships from United States","27 watchers",
,,,,,,"Cranberry Township, Pennsylvania, United States","334393413354",,"5500","US $5,500.00","jomil-447",,"","2017 Donruss Optic Patrick Mahomes Rookie RC Auto Autograph 133/150 PSA 8","Sports Trading Card",,"https://www.ebay.com/itm/334393413354",,,"Ships from United States","42 watchers",
,,,,,,"Church Hill, Tennessee, United States","125592171115",,"5500","US $5,500.00","jodyhill",,"","2018-19 Panini Contenders Optic Orange Trae Young Auto /25 RC PSA 9 MINT","Sports Trading Card","Does not apply","https://www.ebay.com/itm/125592171115",,,"Ships from United States",,
,,,,,,"Birmingham, Alabama, United States","254671290932",,"5500","US $5,500.00","tpat7",,"","2019-20 Prizm Purple Pulsar RJ Barrett /35 BGS 9.5 🧀",,,"https://www.ebay.com/itm/254671290932",,,"Free shipping and returns","Ships from United States",
